Anime,URL,Tags,Alts
The Highschool Life of a Fudanshi,https://www.anime-planet.com/anime/the-highschool-life-of-a-fudanshi,"['Comedy', 'Shoujo', 'Fudanshi', 'Otaku Culture', 'School Life', 'Short Episodes', 'Based on a 4-Koma Manga', 'Based on a Manga']","
Alt title: Fudanshi Koukou Seikatsu
"
IDOLiSH7: DiSCOVER THE FUTURE,https://www.anime-planet.com/anime/idolish7-discover-the-future,['Idols'],
Recorder and Randsell OVA,https://www.anime-planet.com/anime/recorder-and-randsell-ova,"['Comedy', 'Seinen', 'Short Episodes', 'Based on a 4-Koma Manga', 'Based on a Manga']","
Alt title: Recorder to Randoseru OVA
"
Akane-Iro ni Somaru Saka,https://www.anime-planet.com/anime/akane-iro-ni-somaru-saka,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Arranged Marriage', 'Nudity', 'Based on an Eroge', 'Based on a Visual Novel']",
Marine Houshou: Unison,https://www.anime-planet.com/anime/marine-houshou-unison,['VTubers'],
Puchimas! Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Harukasan Matsuri,https://www.anime-planet.com/anime/puchimas-petit-idolmaster-takatsuki-gold-densetsu-special-harukasan-matsuri,"['Comedy', 'Chibi', 'Idols', 'Based on a 4-Koma Manga', 'Based on a Manga']",
What's Michael?,https://www.anime-planet.com/anime/whats-michael,"['Comedy', 'Seinen', 'Slice of Life', 'Animal Protagonists', 'Cats', 'Non-Human Protagonists', 'Pets', 'Based on a Manga']",
Machikado no Meruhen,https://www.anime-planet.com/anime/machikado-no-meruhen,"['Romance', 'Music']","
Alt title: Radio City Fantasy: Machikado no Maerchen
"
Kotodama Shoujo the Animation: Microphone Soul Spinners,https://www.anime-planet.com/anime/kotodama-shoujo-the-animation-microphone-soul-spinners,"['Music', 'CG Animation']",
Cheeky Angel Specials,https://www.anime-planet.com/anime/cheeky-angel-specials,[],"
Alt title: Tenshi na Konamaiki Specials
"
Onitsuka Tiger x Urusei Yatsura Collaboration CM,https://www.anime-planet.com/anime/onitsuka-tiger-x-urusei-yatsura-collaboration-cm,"['Commercials', 'Promotional']",
Pokemon Movie 6: Jirachi Wish Maker,https://www.anime-planet.com/anime/pokemon-movie-6-jirachi-wish-maker,"['Adventure', 'Fantasy', 'Shounen', 'Elemental Powers', 'Family Friendly', 'Monsters', 'Based on a Video Game']","
Alt title: Pokemon Movie 6: Nanayo no Negaiboshi Jirachi
"
ARP: It's Show Time!,https://www.anime-planet.com/anime/arp-its-show-time,"['Dancing', 'Idols']",
Nightwalker: The Midnight Detective,https://www.anime-planet.com/anime/nightwalker-the-midnight-detective,"['Action', 'Detectives', 'Monster-of-the-week', 'Non-Human Protagonists', 'Supernatural', 'Vampires', 'Explicit Violence', 'Nudity', 'Based on a Video Game']","
Alt title: Night Walker: Mayonaka no Tantei
"
Fate/Prototype,https://www.anime-planet.com/anime/fate-prototype,"['Action', 'Fantasy', 'Magic', 'Proxy Battles', 'Shorts', 'Superpowers']",
One Piece: Cry Heart,https://www.anime-planet.com/anime/one-piece-cry-heart,"['Promotional', 'Short Episodes', 'Stop Motion Animation']",
Rainbow Signal: Hi-Fi Set,https://www.anime-planet.com/anime/rainbow-signal-hi-fi-set,"['Fantasy', 'Romance', 'Sci Fi', 'Dragons']",
Me & Roboco,https://www.anime-planet.com/anime/me-and-roboco,"['Comedy', 'Sci Fi', 'Shounen', 'Slice of Life', 'Maids', 'Robots', 'Short Episodes', 'Based on a Manga']","
Alt title: Boku to Roboco
"
Last Note: Caramel Heaven,https://www.anime-planet.com/anime/last-note-caramel-heaven,"['Comedy', 'Romance', 'Vocaloid']",
Little Charo,https://www.anime-planet.com/anime/little-charo,"['Slice of Life', 'Animal Protagonists', 'Dogs', 'Family Friendly', 'Non-Human Protagonists', 'Short Episodes']",
Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,https://www.anime-planet.com/anime/tengen-toppa-gurren-lagann-mitee-mono-wa-miteen-da,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci Fi', 'Combining Mecha', 'Post-apocalyptic', 'Super Robot', 'Original Work']",
Kuruneko,https://www.anime-planet.com/anime/kuruneko,"['Comedy', 'Slice of Life', 'Cats', 'Pets', 'Short Episodes', 'Based on a Manga']",
Hikari: Kariya wo Tsunagu Monogatari,https://www.anime-planet.com/anime/hikari-kariya-wo-tsunagu-monogatari,"['Sports', 'Promotional', 'Running', 'School Club']",
Pinocchio-P: Ultimate Senpai,https://www.anime-planet.com/anime/pinocchio-p-ultimate-senpai,['Vocaloid'],
Cosmo Warrior Zero,https://www.anime-planet.com/anime/cosmo-warrior-zero,"['Action', 'Sci Fi', 'Bounty Hunters', 'Leijiverse', 'Robots', 'Space Pirates', 'Based on a Video Game']",
Tonari no Tamageta-kun,https://www.anime-planet.com/anime/tonari-no-tamageta-kun,"['Comedy', 'Sci Fi', 'Short Episodes']",
Katana Maidens: Tomoshibi,https://www.anime-planet.com/anime/katana-maidens-tomoshibi,"['Action', 'Monsters', 'Supernatural', 'Swordplay', 'Based on a Mobile Game']","
Alt title: Toji no Miko: Kizamishi Issen no Tomoshibi
"
Domerica the Monster,https://www.anime-planet.com/anime/domerica-the-monster,"['Sci Fi', 'Monsters', 'Shorts', 'CG Animation', 'Original Work']","
Alt titles: Creator's World Project: Domerica the Monster, Monster ni Natta Domerika
"
Pure Aluminum: Sunoko-tan.,https://www.anime-planet.com/anime/pure-aluminum-sunoko-tan,['Promotional'],
Yuuya: Shinkai Shoujo,https://www.anime-planet.com/anime/yuuya-shinkai-shoujo,"['Ocean', 'Vocaloid']","
Alt title: Shinkai Shoujo
"
Orange Range: Sushi Tabetai,https://www.anime-planet.com/anime/orange-range-sushi-tabetai,"['Abstract', 'Food and Beverage']",
.hack//LIMINALITY,https://www.anime-planet.com/anime/hack-liminality,"['Mystery', 'Sci Fi', 'Original Work']",
Danganronpa 3: Monokuma Gekijou,https://www.anime-planet.com/anime/danganronpa-3-monokuma-gekijou,"['Comedy', 'Chibi']","
Alt title: Danganronpa 3: Monokuma Theater
"
Tiger Mask II,https://www.anime-planet.com/anime/tiger-mask-ii,"['Shounen', 'Sports', 'Hand to Hand Combat', 'Wrestling', 'Based on a Manga']","
Alt title: Tiger Mask Nisei
"
The iDOLM@STER Cinderella Girls: Starlight Stage - 5-shuunen Kinen! Go Just Go! PV,https://www.anime-planet.com/anime/the-idolmster-cinderella-girls-starlight-stage-5-shuunen-kinen-go-just-go-pv,"['Idols', 'Promotional', 'Based on a Mobile Game']","
Alt title: The iDOLM@STER Cinderella Girls: Starlight Stage - 5th Anniversary! Go Just Go! PV
"
Perman (1983),https://www.anime-planet.com/anime/perman-1983,"['Comedy', 'Shounen', 'Superheroes', 'Superpowers', 'Based on a Manga']",
Yuusha Exkaiser,https://www.anime-planet.com/anime/yuusha-exkaiser,"['Mecha', 'Sci Fi', 'Combining Mecha', 'Super Robot', 'Original Work']","
Alt title: Brave Exkaiser
"
NAKAIMO: My little sister is among them!,https://www.anime-planet.com/anime/nakaimo-my-little-sister-is-among-them,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Childhood Promise', 'School Life', 'Nudity', 'Based on a Light Novel']","
Alt title: Kono Naka ni Hitori, Imouto ga Iru!
"
Jubei-chan 2,https://www.anime-planet.com/anime/jubei-chan-2,"['Action', 'Comedy', 'Reincarnation', 'Revenge', 'Samurai', 'Swordplay', 'Original Work']",
"Love, Chunibyo & Other Delusions! Depth of Field: Love and Hate Theater",https://www.anime-planet.com/anime/love-chunibyo-and-other-delusions-depth-of-field-love-and-hate-theater,"['Action', 'Drama', 'Mecha', 'Sci Fi', 'Based on a Light Novel']","
Alt title: Chuunibyou Demo Koi ga Shitai! Depth of Field: Ai to Nikushimi Gekijou
"
The Third Eye,https://www.anime-planet.com/anime/the-third-eye,"['Abstract', 'No Dialogue', 'Shorts']",
Makyou Densetsu Acrobunch,https://www.anime-planet.com/anime/makyou-densetsu-acrobunch,"['Action', 'Mecha', 'Sci Fi', 'Outer Space']","
Alt title: Acrobunch: The Quest for Treasure
"
Naruto Spin-Off: Rock Lee & His Ninja Pals,https://www.anime-planet.com/anime/naruto-spin-off-rock-lee-and-his-ninja-pals,"['Comedy', 'Shounen', 'Chibi', 'Gag', 'Ninja', 'Parody', 'Based on a Manga']","
Alt title: Naruto SD: Rock Lee no Seishun Full-Power Ninden
"
Majokko Megu-chan,https://www.anime-planet.com/anime/majokko-megu-chan,"['Comedy', 'Drama', 'Magical Girl', 'Magic', 'School Life', 'Original Work']",
Kougyou Aika Volley Boys,https://www.anime-planet.com/anime/kougyou-aika-volley-boys,"['Comedy', 'Sports', 'Crude', 'School Club', 'Volleyball', 'Based on a Manga']",
Ayakashi Triangle,https://www.anime-planet.com/anime/ayakashi-triangle,"['Action', 'Comedy', 'Ecchi', 'Romance', 'Shounen', 'Childhood Friends', 'Curse', 'Elemental Powers', 'Exorcists', 'Gender Bender', 'Japanese Mythology', 'Ninja', 'Supernatural', 'Youkai', 'Nudity', 'Based on a Manga']",
Koume-chan ga Iku!,https://www.anime-planet.com/anime/koume-chan-ga-iku,"['Comedy', 'Slice of Life', 'Coworkers', 'Short Episodes', 'Work Life', 'Based on a Manga']",
Venture Pilot,https://www.anime-planet.com/anime/venture-pilot,"['Comedy', 'Shorts', 'Work Life', 'Original Work']",
Yakusoku,https://www.anime-planet.com/anime/yakusoku,"['Drama', 'Black and White', 'Melancholy', 'Shorts']","
Alt title: Promise
"
Are You Lost?,https://www.anime-planet.com/anime/are-you-lost,"['Adventure', 'Drama', 'Ecchi', 'Seinen', 'Island', 'Short Episodes', 'Survival', 'Based on a Manga']","
Alt title: Sounan desu ka?
"
Binbou Shimai Monogatari,https://www.anime-planet.com/anime/binbou-shimai-monogatari,"['Drama', 'Seinen', 'Slice of Life', 'Iyashikei', 'Melancholy', 'Orphans', 'Poverty', 'Siblings', 'Based on a Manga']",
Sango Shou Densetsu: Aoi Umi no Elfie,https://www.anime-planet.com/anime/sango-shou-densetsu-aoi-umi-no-elfie,"['Adventure', 'Sci Fi', 'Environmental', 'Ocean', 'Post-apocalyptic']","
Alt title: Coral Reef Legend: Elfie of the Blue Sea
"
Space Pirate Mito,https://www.anime-planet.com/anime/space-pirate-mito,"['Action', 'Comedy', 'Sci Fi', 'Space Pirates', 'Violence', 'Original Work']","
Alt title: Uchuu Kaizoku Mito no Daibouken
"
Encounter,https://www.anime-planet.com/anime/encounter,"['Drama', 'Chinese Animation', 'No Dialogue', 'Shorts', 'Stop Motion Animation', 'Original Work']","
Alt title: Yujian
"
Shin Obake no Q-Tarou,https://www.anime-planet.com/anime/shin-obake-no-q-tarou,"['Comedy', 'Supernatural', 'Based on a Manga']",
Umeboshi Denka,https://www.anime-planet.com/anime/umeboshi-denka,"['Comedy', 'Slice of Life']",
Yoshiko Hanzaki: Ashita e Mukau Hito,https://www.anime-planet.com/anime/yoshiko-hanzaki-ashita-e-mukau-hito,"['Adventure', 'Animal Protagonists', 'Non-Human Protagonists']",
Onegai Patron-sama!,https://www.anime-planet.com/anime/onegai-patron-sama,"['Idols', 'Short Episodes', 'CG Animation', 'Original Work']","
Alt title: Dear My Patron!
"
Pororo the Little Penguin 5,https://www.anime-planet.com/anime/pororo-the-little-penguin-5,"['Fantasy', 'Slice of Life', 'Animal Protagonists', 'Anthropomorphic', 'Korean Animation', 'Non-Human Protagonists', 'Short Episodes', 'CG Animation']","
Alt title: Porong Porong Pororo 5
"
Konjiki no Gash Bell!! Hashire Gash!! Ubawareta Umagon,https://www.anime-planet.com/anime/konjiki-no-gash-bell-hashire-gash-ubaware-umagon,"['Shounen', 'Demons', 'Magic', 'Non-Human Protagonists', 'Superpowers', 'Based on a Manga']","
Alt title: Zatch Bell!: Run, Gash!! Umagon Has Been Stolen
"
Animal Yokocho,https://www.anime-planet.com/anime/animal-yokocho,"['Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Bears', 'Family Friendly', 'Non-Human Protagonists', 'Rabbits', 'Based on a Manga']",
Oh! My Konbu,https://www.anime-planet.com/anime/oh-my-konbu,"['Comedy', 'Shounen', 'Slice of Life', 'Cooking', 'Food and Beverage', 'Based on a Manga']",
Ponyu Town,https://www.anime-planet.com/anime/ponyu-town,"['Shorts', 'Stop Motion Animation']",
Kai Feng Qitan: Zhege Baogong Bu Taixing,https://www.anime-planet.com/anime/kai-feng-qitan-zhege-baogong-bu-taixing,"['Action', 'Fantasy', '11th Century', 'Ancient China', 'Chinese Animation', 'Historical', 'Short Episodes', 'Based on a Manga']","
Alt title: Kai Feng Story: Zhege Baogong Bu Taixing
"
Dream,https://www.anime-planet.com/anime/dream,"['Dream World', 'No Dialogue', 'Shorts']",
Pororo the Little Penguin 4,https://www.anime-planet.com/anime/pororo-the-little-penguin-4,"['Fantasy', 'Slice of Life', 'Animal Protagonists', 'Anthropomorphic', 'Birds', 'Korean Animation', 'Non-Human Protagonists', 'Penguins', 'Short Episodes', 'CG Animation']","
Alt title: Porong Porong Pororo 4
"
Belladonna of Sadness,https://www.anime-planet.com/anime/belladonna-of-sadness,"['Drama', 'Romance', 'Abstract', 'Deal with the Devil', 'Europe', 'France', 'Historical', 'Medieval', 'Witches', 'Emotional Abuse', 'Mature Themes', 'Nudity', 'Physical Abuse', 'Sexual Abuse', 'Sexual Content']","
Alt title: Kanashimi no Belladonna
"
FLOWER FLOWER: Takaramono,https://www.anime-planet.com/anime/flower-flower-takaramono,[],
rerulili: Rekishi no Jinbutsu Oboema SHOW!,https://www.anime-planet.com/anime/rerulili-rekishi-no-jinbutsu-oboema-show,['Vocaloid'],
Puchi! Tokyo Mew Mew New～♡: Bu-Ling no Tanjoubi,https://www.anime-planet.com/anime/puchi-tokyo-mew-mew-new-bu-ling-no-tanjoubi,"['Animal Characteristics', 'Chibi', 'Based on a Manga']","
Alt title: Puchi! Tokyo Mew Mew New～♡: Bu-Ling's Birthday
"
