Anime,URL,Tags,Alts
To Love Ru OVA,https://www.anime-planet.com/anime/to-love-ru-ova,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci Fi', 'Shounen', 'Slice of Life', 'Aliens', 'Gender Bender', 'Love Triangle', 'Nudity', 'Based on a Manga']",
Cardcaptor Sakura: The Movie,https://www.anime-planet.com/anime/cardcaptor-sakura-the-movie,"['Fantasy', 'Magical Girl', 'Shoujo', 'Child Protagonists', 'Family Friendly', 'Magic', 'Based on a Manga']",
Ga-Rei-Zero,https://www.anime-planet.com/anime/ga-rei-zero,"['Action', 'Horror', 'Shounen', 'Demons', 'Supernatural', 'Explicit Violence', 'Nudity', 'Based on a Manga']","
Alt title: Ga-Rei: Zero
"
Pinocchio-P: Reincarnation Apple,https://www.anime-planet.com/anime/pinocchio-p-reincarnation-apple,['Vocaloid'],"
Alt title: Pinocchio-P: Tensei Ringo
"
Mardock Scramble: The Second Combustion,https://www.anime-planet.com/anime/mardock-scramble-the-second-combustion,"['Sci Fi', 'Cyberpunk', 'Gambling', 'Explicit Violence', 'Nudity', 'Based on a Novel']","
Alt title: Mardock Scramble The Second Combustion
"
Isekai Izakaya: Japanese Food From Another World,https://www.anime-planet.com/anime/isekai-izakaya-japanese-food-from-another-world,"['Fantasy', 'Seinen', 'Alcohol', 'Bar', 'Contemporary Fantasy', 'Episodic', 'Food and Beverage', 'Isekai', 'Iyashikei', 'Person in a Strange World', 'Restaurants', 'Reverse Isekai', 'Based on a Light Novel']","
Alt title: Isekai Izakaya ~Koto Aitheria no Izakaya Nobu~
"
Mobile Suit Gundam 0080: War in the Pocket,https://www.anime-planet.com/anime/mobile-suit-gundam-0080-war-in-the-pocket,"['Action', 'Mecha', 'Sci Fi', 'Coming of Age', 'Military', 'Real Robot']","
Alt title: Kidou Senshi Gundam 0080 - Pocket no Naka no Sensou
"
ORESUKI: Are you the only one who loves me?,https://www.anime-planet.com/anime/oresuki-are-you-the-only-one-who-loves-me,"['Comedy', 'Drama', 'Romance', 'Shounen', 'Breaking the Fourth Wall', 'Love Triangle', 'Romantic Comedy', 'School Life', 'Based on a Light Novel']","
Alt title: Ore wo Suki na no wa Omae Dake ka yo
"
High School DxD OVA,https://www.anime-planet.com/anime/high-school-dxd-ova,"['Action', 'Ecchi', 'Fantasy', 'Contemporary Fantasy', 'Demons', 'School Life', 'Nudity']",
Hakumei and Mikochi,https://www.anime-planet.com/anime/hakumei-and-mikochi,"['Fantasy', 'Seinen', 'Slice of Life', 'Forest', 'Iyashikei', 'Roommates', 'Based on a Manga']","
Alt title: Hakumei to Mikochi
"
K: Seven Stories Movie 6 - Circle Vision ~Nameless Song~,https://www.anime-planet.com/anime/k-seven-stories-movie-6-circle-vision-nameless-song,"['Action', 'Drama', 'Dream World', 'Gangs', 'Supernatural', 'Superpowers', 'Original Work']",
Samurai 7,https://www.anime-planet.com/anime/samurai-7,"['Action', 'Adventure', 'Mecha', 'Sci Fi', 'Samurai', 'Steampunk', 'Swordplay', 'Violence', 'Based on a Movie']",
Feng Ling Yu Xiu 2nd Season,https://www.anime-planet.com/anime/feng-ling-yu-xiu-2nd-season,"['Adventure', 'GL', 'Shoujo-ai', 'Ancient China', 'Chinese Animation', 'Wuxia']","
Alt titles: Soulmate Adventure 2nd Season, Spirit Wind Elegance 2nd Season
"
Shaman King,https://www.anime-planet.com/anime/shaman-king,"['Action', 'Adventure', 'Comedy', 'Shounen', 'Tournaments', 'Based on a Manga']",
Hourou Musuko,https://www.anime-planet.com/anime/hourou-musuko,"['Drama', 'Romance', 'Seinen', 'Slice of Life', 'Childhood Friends', 'Coming of Age', 'Gender Identity', 'LGBT Themes', 'noitaminA', 'School Life', 'Based on a Manga']","
Alt title: Wandering Son
"
DOTA: Dragon's Blood 3rd Season,https://www.anime-planet.com/anime/dota-dragons-blood-3rd-season,"['Action', 'Fantasy', 'Body Sharing', 'Dragons', 'Korean Animation', 'Violence', 'Based on a Video Game']","
Alt title: DOTA: Yong-ui Pi 3rd Season
"
"Goodbye, Don Glees!",https://www.anime-planet.com/anime/goodbye-don-glees,"['Adventure', 'Countryside', 'Europe', 'Original Work']",
Love Live! School Idol Project,https://www.anime-planet.com/anime/love-live-school-idol-project,"['All-Girls School', 'Idols', 'Music', 'School Club', 'School Life']",
Dan Dao Zongshi,https://www.anime-planet.com/anime/dan-dao-zongshi,"['Action', 'Fantasy', 'Chinese Animation', 'Short Episodes']",
Naruto Shippuden Movie 1,https://www.anime-planet.com/anime/naruto-shippuden-movie-1,"['Action', 'Shounen', 'Ninja', 'Based on a Manga']",
Sankarea,https://www.anime-planet.com/anime/sankarea,"['Comedy', 'Drama', 'Romance', 'Shounen', 'Supernatural', 'Zombies', 'Emotional Abuse', 'Mature Themes', 'Nudity', 'Physical Abuse', 'Sexual Abuse', 'Suicide', 'Violence', 'Based on a Manga', 'Domestic Abuse']","
Alt title: Sankarea: Undying Love
"
Hetalia: The World Twinkle,https://www.anime-planet.com/anime/hetalia-the-world-twinkle,"['Comedy', 'Anthropomorphic', 'Chibi', 'Gag', 'Historical', 'Parody', 'Political', 'Satire', 'Short Episodes', 'Based on a Manga']",
Ajin Movie 3: Shougeki,https://www.anime-planet.com/anime/ajin-movie-3-shougeki,"['Horror', 'Seinen', 'Human Experimentation', 'Supernatural', 'Mature Themes', 'Suicide', 'Based on a Manga']",
Welcome to Irabu's Office,https://www.anime-planet.com/anime/welcome-to-irabus-office,"['Comedy', 'Abstract', 'Doctors', 'Educational', 'Episodic', 'Loneliness', 'Medical', 'Mental Illness', 'noitaminA', 'Psychological', 'Mature Themes', 'Sexual Content']","
Alt titles: Kuuchuu Buranko, Trapeze
"
Touken Ranbu: Hanamaru ~Makuai Kaisouroku~,https://www.anime-planet.com/anime/touken-ranbu-hanamaru-makuai-kaisouroku,"['Fantasy', 'Slice of Life', 'Anthropomorphic', 'Historical', 'Recap', 'Swordplay', 'Based on a Video Game']",
Ah! My Goddess: The Movie,https://www.anime-planet.com/anime/ah-my-goddess-the-movie,"['Fantasy', 'Romance', 'Seinen', 'Contemporary Fantasy', 'God-Human Relationship', 'Gods', 'Interspecies Relationship', 'Magic', 'Non-Human Protagonists', 'Based on a Manga']","
Alt titles: Gekijouban Ah! Megami-sama, Oh My Goddess! The Movie
"
Amagami SS+,https://www.anime-planet.com/anime/amagami-ss-plus,"['Romance', 'School Life', 'Based on a Visual Novel']",
Uta no Prince-sama: Maji Love Legend Star,https://www.anime-planet.com/anime/uta-no-prince-sama-maji-love-legend-star,"['Drama', 'Reverse Harem', 'Shoujo', 'Music', 'Based on an Otome Game', 'Based on a Visual Novel']",
Lupin III Special 14: Episode 0 - First Contact,https://www.anime-planet.com/anime/lupin-the-3rd-special-14-episode-0-first-contact,"['Action', 'Seinen', 'America', 'Criminals', 'Thieves', 'Based on a Manga']",
Sore Ike! Anpanman Sukue! Kokorin to Kiseki no Hoshi,https://www.anime-planet.com/anime/sore-ike-anpanman-sukue-kokorin-to-kiseki-no-hoshi,"['Anthropomorphic', 'Family Friendly', 'Food Protagonists', 'Non-Human Protagonists']",
Fate/Kaleid Liner Prisma Illya 3rei!!,https://www.anime-planet.com/anime/fate-kaleid-liner-prisma-illya-3rei,"['Action', 'Comedy', 'Fantasy', 'Magical Girl', 'Shounen', 'Contemporary Fantasy', 'Magic', 'Urban Fantasy', 'Sexual Content', 'Based on a Manga']",
Midnight occult civil servants Specials,https://www.anime-planet.com/anime/midnight-occult-civil-servants-specials,"['Fantasy', 'Mystery', 'Contemporary Fantasy', 'Japanese Mythology', 'Supernatural', 'Urban Fantasy', 'Vampires', 'Work Life', 'Youkai', 'Violence', 'Based on a Manga']","
Alt title: Mayonaka no Occult Koumuin: Hitoribocchi no Kyuuketsuki
"
Dimension W,https://www.anime-planet.com/anime/dimension-w,"['Sci Fi', 'Seinen', 'Overpowered Main Characters', 'Based on a Manga']",
Hori-san to Miyamura-kun,https://www.anime-planet.com/anime/hori-san-to-miyamura-kun,"['Comedy', 'Romance', 'Shounen', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",
Tales of Zestiria: The X - Age of Chaos,https://www.anime-planet.com/anime/tales-of-zestiria-the-x-age-of-chaos,"['Adventure', 'Fantasy', 'Magic', 'Based on a Video Game']","
Alt title: Tales of Zestiria: The X - Saiyaku no Jidai
"
The Great Cleric,https://www.anime-planet.com/anime/the-great-cleric,"['Adventure', 'Fantasy', 'Isekai', 'Magic', 'Person in a Strange World', 'Reincarnation', 'Based on a Light Novel']","
Alt title: Seija Musou
"
Emma: A Victorian Romance,https://www.anime-planet.com/anime/emma-a-victorian-romance,"['Drama', 'Romance', 'Seinen', '19th Century', 'Adult Couples', 'England', 'Europe', 'Historical', 'Maids', 'Mature Romance', 'Social Gap', 'Work Life', 'Based on a Manga']","
Alt title: Eikoku Koi Monogatari Emma
"
Hetalia: Axis Powers,https://www.anime-planet.com/anime/hetalia-axis-powers,"['Comedy', 'Anthropomorphic', 'Chibi', 'Gag', 'Historical', 'Non-Human Protagonists', 'Parody', 'Political', 'Satire', 'Short Episodes', 'Based on a Manga']",
Fate/stay night: Unlimited Blade Works 2 - Sunny Day,https://www.anime-planet.com/anime/fate-stay-night-unlimited-blade-works-2-sunny-day,"['Action', 'Fantasy', 'Magic', 'Superpowers', 'Based on an Eroge', 'Based on a Visual Novel']",
Hidamari Sketch Specials,https://www.anime-planet.com/anime/hidamari-sketch-specials,"['Comedy', 'Seinen', 'Slice of Life', 'Art', 'Art School', 'Based on a 4-Koma Manga', 'Based on a Manga']",
One Piece: 5-fun de Wakaru - Kore made no Wano Kuni-hen,https://www.anime-planet.com/anime/one-piece-5-fun-de-wakaru-kore-made-no-wano-kuni-hen,"['Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Pirates', 'Recap', 'Short Episodes', 'Superpowers', 'Based on a Manga']",
That Time I Got Reincarnated as a Slime: Ramiris Saved,https://www.anime-planet.com/anime/that-time-i-got-reincarnated-as-a-slime-ramiris-saved,"['Comedy', 'Fantasy', 'Magic', 'Based on a Manga']","
Alt title: Tensei Shitara Slime Datta Ken: Sukuwareru Ramiris
"
O Maidens in Your Savage Season,https://www.anime-planet.com/anime/o-maidens-in-your-savage-season,"['Comedy', 'Drama', 'Romance', 'Shounen', 'Coming of Age', 'School Club', 'School Life', 'Based on a Manga']","
Alt title: Araburu Kisetsu no Otome-domo yo.
"
You're Under Arrest! Fast & Furious,https://www.anime-planet.com/anime/youre-under-arrest-fast-furious,"['Action', 'Comedy', 'Drama', 'Seinen', 'Coworkers', 'Police', 'Work Life', 'Based on a Manga']","
Alt title: Taiho Shichau zo: Second Season
"
School Rumble San Gakki,https://www.anime-planet.com/anime/school-rumble-san-gakki,"['Comedy', 'Shounen', 'Gag', 'Romantic Comedy', 'School Life', 'Based on a Manga']","
Alt title: School Rumble: 3rd Semester
"
A Certain Scientific Accelerator,https://www.anime-planet.com/anime/a-certain-scientific-accelerator,"['Action', 'Sci Fi', 'Psychic Powers', 'Supernatural', 'Violence', 'Based on a Manga']","
Alt title: Toaru Kagaku no Accelerator
"
Konohana Kitan,https://www.anime-planet.com/anime/konohana-kitan,"['Fantasy', 'Slice of Life', 'Animal Characteristics', 'Coworkers', 'Hotels and Inns', 'Iyashikei', 'Japanese Mythology', 'Non-Human Protagonists', 'Supernatural', 'Based on a Manga']",
Mei and the Baby Cat Bus,https://www.anime-planet.com/anime/mei-and-the-baby-cat-bus,"['Adventure', 'Fantasy', 'Animal Protagonists', 'Cats', 'Contemporary Fantasy', 'Countryside', 'Family Friendly', 'Ghibli Museum Shorts', 'Non-Human Protagonists', 'Shorts']","
Alt title: Mei to Koneko Bus
"
Duo Xuan Shi,https://www.anime-planet.com/anime/duo-xuan-shi,"['Action', 'Fantasy', 'Chinese Animation', 'Based on a Webtoon']","
Alt titles: Fallen Master, The Fallen Spirit Master
"
Freedom,https://www.anime-planet.com/anime/freedom,"['Adventure', 'Sci Fi', 'Outer Space', 'Post-apocalyptic', 'CG Animation', 'Original Work']","
Alt title: Freedom Project
"
Squid Girl,https://www.anime-planet.com/anime/squid-girl,"['Comedy', 'Shounen', 'Slice of Life', 'Iyashikei', 'Non-Human Protagonists', 'Ocean', 'Based on a Manga']","
Alt title: Shinryaku! Ika Musume
"
Minami-ke Natsuyasumi,https://www.anime-planet.com/anime/minami-ke-natsuyasumi,"['Comedy', 'Seinen', 'Slice of Life', 'Gag', 'Siblings', 'Based on a Manga']",
Uta no Prince Sama: Maji Love Kingdom,https://www.anime-planet.com/anime/uta-no-prince-sama-maji-love-kingdom,"['Reverse Harem', 'Shoujo', 'Music', 'Based on an Otome Game', 'Based on a Visual Novel']",
Tentai Senshi Sunred,https://www.anime-planet.com/anime/tentai-senshi-sunred,"['Comedy', 'Seinen', 'Gag', 'Monsters', 'Parody', 'Superheroes', 'Based on a Manga']","
Alt title: Astro Fighter Sunred
"
Mobile Suit Gundam SEED Destiny,https://www.anime-planet.com/anime/mobile-suit-gundam-seed-destiny,"['Mecha', 'Sci Fi', 'Real Robot', 'Rivalries', 'Original Work']","
Alt titles: Gundam SEED Destiny, Kidou Senshi Gundam SEED Destiny
"
Hello!! KINMOZA!,https://www.anime-planet.com/anime/hello-kinmoza,"['Comedy', 'Seinen', 'Slice of Life', 'Iyashikei', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']","
Alt title: Hello!! Kiniro Mosaic
"
Senryu Girl,https://www.anime-planet.com/anime/senryu-girl,"['Comedy', 'Romance', 'Shounen', 'Slice of Life', 'Animeism', 'Romantic Comedy', 'School Club', 'School Life', 'Short Episodes', 'Based on a 4-Koma Manga', 'Based on a Manga']","
Alt title: Senryuu Shoujo
"
Mu Wang Zhi Wang: You Du Zhan,https://www.anime-planet.com/anime/mu-wang-zhi-wang-you-du-zhan,"['Action', 'Chinese Animation', 'Martial Arts', 'Wuxia', 'CG Animation']",
The Faraway Paladin,https://www.anime-planet.com/anime/the-faraway-paladin,"['Action', 'Adventure', 'Fantasy', 'Isekai', 'Medieval', 'Person in a Strange World', 'Reincarnation', 'Based on a Light Novel']","
Alt title: Saihate no Paladin
"
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou Part 3 - Yakusoku,https://www.anime-planet.com/anime/yuuki-yuuna-wa-yuusha-de-aru-washio-sumi-no-shou-part-3-yakusoku,"['Action', 'Drama', 'Fantasy', 'Magical Girl', 'Magic', 'Based on a Light Novel']","
Alt title: Yuuki Yuuna is a Hero: The Washio Sumi Chapter - Part 3
"
Edens Zero,https://www.anime-planet.com/anime/edens-zero,"['Action', 'Adventure', 'Fantasy', 'Sci Fi', 'Shounen', 'Aliens', 'Guilds', 'Martial Arts', 'Outer Space', 'Robots', 'Superpowers', 'Bullying', 'Emotional Abuse', 'Nudity', 'Physical Abuse', 'Violence', 'Based on a Manga']",
Today's Menu for Emiya Family,https://www.anime-planet.com/anime/todays-menu-for-emiya-family,"['Slice of Life', 'Cooking', 'Food and Beverage', 'Recipes']","
Alt title: Emiya-san Chi no Kyou no Gohan
"
Laughing Under the Clouds Gaiden: Movie 2,https://www.anime-planet.com/anime/laughing-under-the-clouds-gaiden-movie-2,"['Shoujo', 'Ninja', 'Based on a Manga']","
Alt title: Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma
"
Gabriel Dropout,https://www.anime-planet.com/anime/gabriel-dropout,"['Comedy', 'Shounen', 'Angels', 'Demons', 'Gag', 'Lifestyle Change', 'Non-Human Protagonists', 'School Life', 'Supernatural', 'Based on a Manga']",
Houkago no Ouji-sama,https://www.anime-planet.com/anime/houkago-no-ouji-sama,"['Shounen', 'Sports', 'Tennis', 'Based on a Manga', 'Flash Animation']","
Alt title: Afterschool Prince of Tennis
"
Food Wars! Jump Festa 2015 Special,https://www.anime-planet.com/anime/food-wars-jump-festa-2015-special,"['Shounen', 'Slice of Life', 'Cooking', 'Food and Beverage', 'Based on a Manga']","
Alt title: Shokugeki no Souma: Takumi no Shitamachi Gassen
"
Lupin III Special 22: The Last Job,https://www.anime-planet.com/anime/lupin-the-3rd-special-22-the-last-job,"['Action', 'Comedy', 'Criminals', 'Thieves', 'Based on a Manga']",
Inochi no Chikyuu: Dioxin no Natsu,https://www.anime-planet.com/anime/inochi-no-chikyuu-dioxin-no-natsu,"['Drama', 'Europe', 'Historical', 'Italy', 'Based on a Novel']","
Alt title: Tracing the Gray Summer
"
Black Butler 2 Specials,https://www.anime-planet.com/anime/black-butler-2-specials,"['Shounen', '19th Century', 'Demons', 'Non-Human Protagonists', 'Supernatural', 'Based on a Manga']","
Alt title: Kuroshitsuji 2 Specials
"
Kuroko's Basketball: Oshaberi Demo Shimasen ka,https://www.anime-planet.com/anime/kurokos-basketball-oshaberi-demo-shimasen-ka,"['Comedy', 'Shounen', 'Sports', 'Basketball', 'Recap', 'Based on a Manga']","
Alt title: Kuroko no Basket: Oshaberi Demo Shimasen ka
"
One Piece: Adventure of Nebulandia,https://www.anime-planet.com/anime/one-piece-adventure-of-nebulandia,"['Action', 'Adventure', 'Comedy', 'Shounen', 'Island', 'Pirates', 'Superpowers', 'Based on a Manga']",
Poyopoyo,https://www.anime-planet.com/anime/poyopoyo,"['Comedy', 'Seinen', 'Slice of Life', 'Animal Protagonists', 'Cats', 'Chibi', 'Countryside', 'Family Friendly', 'Gag', 'Iyashikei', 'Non-Human Protagonists', 'Pets', 'Short Episodes', 'Based on a 4-Koma Manga', 'Based on a Manga']","
Alt title: Poyopoyo Kansatsu Nikki
"
Pretty Rhythm: Rainbow Live,https://www.anime-planet.com/anime/pretty-rhythm-rainbow-live,"['Ice Skating', 'Idols', 'Music', 'Showbiz', 'Based on a Video Game']",
Btooom!,https://www.anime-planet.com/anime/btooom,"['Seinen', 'Androphobia', 'Forest', 'High Stakes Games', 'Island', 'Jungle', 'NEET', 'Play or Die', 'PVP', 'Survival', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse', 'Sexual Content', 'Suicide', 'Based on a Manga']",
Sexy Zone: Purple Rain,https://www.anime-planet.com/anime/sexy-zone-purple-rain,[],
Gundam Build Fighters Try,https://www.anime-planet.com/anime/gundam-build-fighters-try,"['Action', 'Mecha', 'Sci Fi', 'Proxy Battles', 'Tournaments']",
D4DJ First Mix,https://www.anime-planet.com/anime/d4dj-first-mix,"['All-Girls School', 'Idols', 'Music', 'Based on a Mobile Game', 'CG Animation']",
Lupin III Special 9: Island of Assassins,https://www.anime-planet.com/anime/lupin-the-3rd-special-9-island-of-assassins,"['Action', 'Comedy', 'Criminals', 'Thieves', 'Violence', 'Based on a Manga']","
Alt title: Lupin III: Walther P38
"
Jin: Outer Science,https://www.anime-planet.com/anime/jin-outer-science,"['Vocaloid', 'Violence']",
The Guardian Brothers,https://www.anime-planet.com/anime/the-guardian-brothers,"['Adventure', 'Comedy', 'Fantasy', 'Chinese Animation', 'CG Animation']","
Alt titles: Little Door Gods, Xiao Men Shen
"
Ashita no Joe,https://www.anime-planet.com/anime/ashita-no-joe,"['Shounen', 'Sports', 'Boxing', 'Hand to Hand Combat', 'Based on a Manga']","
Alt title: Tomorrow's Joe
"
Hakuouki: Dawn of the Shinsengumi,https://www.anime-planet.com/anime/hakuouki-dawn-of-the-shinsengumi,"['Action', 'Drama', '19th Century', 'Feudal Japan', 'Historical', 'Samurai', 'Based on an Otome Game', 'Based on a Visual Novel']","
Alt title: Hakuouki: Reimei-roku
"
Deca-Dence,https://www.anime-planet.com/anime/deca-dence,"['Action', 'Sci Fi', 'Isolated Society', 'Monsters', 'Post-apocalyptic', 'Violence', 'Original Work']",
Kuroko's Basketball: Zero Step,https://www.anime-planet.com/anime/kurokos-basketball-zero-step,"['Sports', 'Basketball', 'Promotional']","
Alt title: Kuroko no Basket: Zero Step
"
PriPara 3,https://www.anime-planet.com/anime/pripara-3,"['Idols', 'Music', 'Showbiz', 'Based on a Video Game']",
Kaleido Star: New Wings ~Extra Stage~,https://www.anime-planet.com/anime/kaleido-star-new-wings-extra-stage,"['America', 'Circus', 'Family Friendly', 'Gymnastics', 'Showbiz', 'Original Work']","
Alt title: Kaleido Star: The Amazing Princess Without a Smile
"
The Prince of Tennis: A Gift from Atobe,https://www.anime-planet.com/anime/the-prince-of-tennis-a-gift-from-atobe,"['Comedy', 'Shounen', 'Sports', 'Tennis', 'Based on a Manga']","
Alt title: Tennis no Ouji-sama: Atobe Kara no Okurimono
"
Expelled From Paradise,https://www.anime-planet.com/anime/expelled-from-paradise,"['Action', 'Mecha', 'Sci Fi', 'Hacking', 'Non-Human Protagonists', 'Post-apocalyptic', 'Robots', 'Virtual Reality', 'Nudity', 'CG Animation']","
Alt title: Rakuen Tsuihou: Expelled From Paradise
"
Xian Mu,https://www.anime-planet.com/anime/xian-mu,"['Fantasy', 'Chinese Animation', 'Short Episodes', 'Based on a Web Novel', 'CG Animation']",
ZUTOMAYO: Intrusion,https://www.anime-planet.com/anime/zutomayo-intrusion,[],"
Alt title: ZUTOMAYO: Fuhou Shinnyuu
"
Yamada-kun and the Seven Witches PV,https://www.anime-planet.com/anime/yamada-kun-and-the-seven-witches-pv,"['Comedy', 'Shounen', 'Body Swapping', 'Gender Bender', 'Promotional', 'School Life', 'Shorts', 'Supernatural', 'Witches', 'Based on a Manga']","
Alt title: Yamada-kun to 7-nin no Majo PV
"
Ani ni Tsukeru Kusuri wa Nai! 5,https://www.anime-planet.com/anime/ani-ni-tsukeru-kusuri-wa-nai-5,"['Comedy', 'Slice of Life', 'Chinese Animation', 'School Life', 'Short Episodes', 'Siblings', 'Based on a Webtoon']",
K: Seven Stories Movie 2 - SIDE:BLUE ~Sirius~,https://www.anime-planet.com/anime/k-seven-stories-movie-2-side-blue-sirius,"['Action', 'Drama', 'Police', 'Supernatural', 'Superpowers', 'Original Work']","
Alt title: K: Seven Stories Movie 2 - SIDE:BLUE ~Tenrou no Gotoku~
"
Hibike! Euphonium Movie 2: Todoketai Melody,https://www.anime-planet.com/anime/hibike-euphonium-movie-2-todoketai-melody,"['Drama', 'Music', 'Recap', 'School Club', 'School Life', 'Based on a Novel']","
Alt title: Sound! Euphonium Movie 2: I want to resonate with you…
"
Aria the Benedizione,https://www.anime-planet.com/anime/aria-the-benedizione,"['Sci Fi', 'Shounen', 'Slice of Life', 'Iyashikei', 'Ocean', 'Based on a Manga']",
The Maomao Diaries,https://www.anime-planet.com/anime/the-maomao-diaries,"['Comedy', 'Chibi', 'Short Episodes', 'Based on a Light Novel']","
Alt title: Maomao no Hitorigoto
"
Accel World,https://www.anime-planet.com/anime/accel-world,"['Action', 'Sci Fi', 'PVP', 'Virtual Reality', 'Bullying', 'Based on a Light Novel']",
Sword Art Online II,https://www.anime-planet.com/anime/sword-art-online-ii,"['Action', 'Adventure', 'Fantasy', 'Sci Fi', 'Guns', 'High Stakes Games', 'MMORPG', 'Overpowered Main Characters', 'Person in a Strange World', 'PVE', 'PVP', 'Virtual Reality', 'Based on a Light Novel']",
The Troubled Life of Miss Kotoura,https://www.anime-planet.com/anime/the-troubled-life-of-miss-kotoura,"['Comedy', 'Drama', 'Romance', 'Psychic Powers', 'School Club', 'School Life', 'Superpowers', 'Bullying', 'Based on a 4-Koma Manga', 'Based on a Manga']","
Alt title: Kotoura-san
"
Eve: We're Still Underground,https://www.anime-planet.com/anime/eve-were-still-underground,"['Adventure', 'Fantasy', 'Contemporary Fantasy', 'Monsters', 'Urban Fantasy']","
Alt title: Eve: Bokura Mada Underground
"
Raiyantsuuri no Uta,https://www.anime-planet.com/anime/raiyantsuuri-no-uta,"['Drama', 'Historical', 'World War 2']",
Uta no Prince-sama: Maji Love 2000% Special,https://www.anime-planet.com/anime/uta-no-prince-sama-maji-love-2000-special,['Idols'],
Crest of the Stars: Tokubetsu Hen,https://www.anime-planet.com/anime/crest-of-the-stars-tokubetsu-hen,"['Drama', 'Sci Fi', 'Space Opera', 'Based on a Novel']","
Alt title: Seikai no Monshou: Tokubetsu Hen
"
Shakugan no Shana OVA,https://www.anime-planet.com/anime/shakugan-no-shana-ova,"['Comedy', 'Romance', 'Slice of Life']","
Alt title: Shakugan no Shana SP: Koi to Onsen no Kougai Gakushuu!
"
