Anime,URL,Tags,Alts
Fate/Grand Order: Absolute Demonic Front - Babylonia,https://www.anime-planet.com/anime/fate-grand-order-absolute-demonic-front-babylonia,"['Action', 'Fantasy', 'Sci Fi', 'Gods', 'Greek Mythology', 'Magic', 'Person in a Strange World', 'Proxy Battles', 'Superpowers', 'Violence', 'Based on a Mobile Game']","
Alt title: Fate/Grand Order: Zettai Majuu Sensen Babylonia
"
Kokoro Connect,https://www.anime-planet.com/anime/kokoro-connect,"['Drama', 'Romance', 'Androphobia', 'Body Swapping', 'Love Triangle', 'School Club', 'School Life', 'Supernatural', 'Based on a Light Novel']",
COLORs,https://www.anime-planet.com/anime/colors,[],"
Alt title: Hiroyuki Sawano x Motohiro Hata: COLORs
"
K: Return of Kings,https://www.anime-planet.com/anime/k-return-of-kings,"['Action', 'Animeism', 'Supernatural', 'Superpowers', 'Original Work']",
Recovery of an MMO Junkie,https://www.anime-planet.com/anime/recovery-of-an-mmo-junkie,"['Comedy', 'Romance', 'Adult Couples', 'Game Elements', 'Mature Romance', 'MMORPG', 'NEET', 'Romantic Comedy', 'Based on a Webtoon']","
Alt title: Net-juu no Susume
"
A Certain Magical Index II,https://www.anime-planet.com/anime/a-certain-magical-index-ii,"['Action', 'Sci Fi', 'Magic', 'Psychic Powers', 'Supernatural', 'Superpowers', 'Based on a Light Novel']","
Alt title: Toaru Majutsu no Index II
"
Hakkenden: Eight Dogs of the East 2,https://www.anime-planet.com/anime/hakkenden-eight-dogs-of-the-east-2,"['Action', 'Fantasy', 'Shoujo', 'Supernatural', 'Based on a Manga']","
Alt title: Hakkenden: Touhou Hakken Ibun 2
"
The Heroic Legend of Arslan,https://www.anime-planet.com/anime/the-heroic-legend-of-arslan,"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Medieval', 'Middle Eastern', 'Military', 'Political', 'Rebellions', 'Royalty', 'Swordplay', 'War', 'Animal Abuse', 'Mature Themes', 'Suicide', 'Violence', 'Based on a Manga']","
Alt title: Arslan Senki
"
K: Seven Stories Movie 5 - Memory of Red ~BURN~,https://www.anime-planet.com/anime/k-seven-stories-movie-5-memory-of-red-burn,"['Drama', 'Gangs', 'Supernatural', 'Superpowers', 'Original Work']",
The Rose of Versailles,https://www.anime-planet.com/anime/the-rose-of-versailles,"['Drama', 'Romance', 'Shoujo', '18th Century', 'Europe', 'France', 'French Revolution', 'Historical', 'Political', 'Social Gap', 'Mature Themes', 'Physical Abuse', 'Suicide', 'Violence', 'Based on a Manga']","
Alt title: Versailles no Bara
"
Hidamari Sketch x 365 EX,https://www.anime-planet.com/anime/hidamari-sketch-x-365-ex,"['Comedy', 'Seinen', 'Slice of Life', 'Art', 'Art School', 'Based on a 4-Koma Manga', 'Based on a Manga']",
Daily Lives of High School Boys Specials,https://www.anime-planet.com/anime/daily-lives-of-high-school-boys-specials,"['Comedy', 'Shounen', 'Slice of Life', 'Gag', 'School Life', 'Based on a Manga']","
Alt title: Danshi Koukousei no Nichijou Specials
"
Cardcaptor Sakura: Clear Card Prologue - Sakura and the Two Bears,https://www.anime-planet.com/anime/cardcaptor-sakura-clear-card-prologue-sakura-and-the-two-bears,"['Fantasy', 'Magical Girl', 'Magic', 'Based on a Manga']","
Alt title: Cardcaptor Sakura: Clear Card-hen - Prologue Sakura to Futatsu no Kuma
"
Sket Dance,https://www.anime-planet.com/anime/sket-dance,"['Comedy', 'Shounen', 'Slice of Life', 'Breaking the Fourth Wall', 'Episodic', 'Gag', 'School Club', 'School Life', 'Based on a Manga']",
Emma: A Victorian Romance - Second Act,https://www.anime-planet.com/anime/emma-a-victorian-romance-second-act,"['Drama', 'Romance', 'Seinen', '19th Century', 'Adult Couples', 'England', 'Europe', 'Historical', 'Maids', 'Mature Romance', 'Social Gap', 'Work Life', 'Based on a Manga']","
Alt title: Eikoku Koi Monogatari Emma: Molders-hen
"
Eyeshield 21,https://www.anime-planet.com/anime/eyeshield-21,"['Action', 'Comedy', 'Drama', 'Shounen', 'Sports', 'Football', 'School Club', 'School Life', 'Tournaments', 'Mature Themes', 'Physical Abuse', 'Based on a Manga']",
Kemono Jihen,https://www.anime-planet.com/anime/kemono-jihen,"['Action', 'Drama', 'Mystery', 'Shounen', 'Contemporary Fantasy', 'Detectives', 'Japanese Mythology', 'Monsters', 'Non-Human Protagonists', 'Supernatural', 'Urban Fantasy', 'Youkai', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse', 'Based on a Manga']",
Aria the Origination: That Secret Little Place...,https://www.anime-planet.com/anime/aria-the-origination-that-secret-little-place,"['Sci Fi', 'Shounen', 'Slice of Life', 'Ocean', 'Based on a Manga']","
Alt title: Aria the Origination: Sono Choppiri Himitsu no Basho ni...
"
Summer Ghost,https://www.anime-planet.com/anime/summer-ghost,"['Drama', 'Supernatural', 'Original Work']",
Pretty Guardian Sailor Moon Eternal Movie 2,https://www.anime-planet.com/anime/pretty-guardian-sailor-moon-eternal-movie-2,"['Action', 'Fantasy', 'Magical Girl', 'Romance', 'Shoujo', 'Contemporary Fantasy', 'Magic', 'Reincarnation', 'Sentai', 'Tokusatsu', 'Urban Fantasy']","
Alt title: Bishoujo Senshi Sailor Moon Eternal Movie 2
"
The World God Only Knows: Tenri Arc,https://www.anime-planet.com/anime/the-world-god-only-knows-tenri-arc,"['Comedy', 'Fantasy', 'Romance', 'Shounen', 'Demons', 'Based on a Manga']","
Alt title: Kami nomi zo Shiru Sekai: Tenri-hen
"
Trigun Stampede,https://www.anime-planet.com/anime/trigun-stampede,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci Fi', 'Shounen', 'Desert', 'Guns', 'Non-Human Protagonists', 'Overpowered Main Characters', 'Western', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Suicide', 'Based on a Manga', 'CG Animation']",
Hetalia: World Series,https://www.anime-planet.com/anime/hetalia-world-series,"['Comedy', 'Anthropomorphic', 'Chibi', 'Gag', 'Historical', 'Parody', 'Political', 'Satire', 'Short Episodes', 'Based on a Manga']",
Yowamushi Pedal: New Generation,https://www.anime-planet.com/anime/yowamushi-pedal-new-generation,"['Shounen', 'Sports', 'Cycling', 'Racing', 'School Club', 'School Life', 'Based on a Manga']",
Busted! Darklord 2,https://www.anime-planet.com/anime/busted-darklord-2,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Chinese Animation', 'Crossdressing', 'Demons', 'Short Episodes', 'Based on a Manga']","
Alt title: Xiao Motou Baolu La! 2
"
Blue Exorcist: Kyoto Saga,https://www.anime-planet.com/anime/blue-exorcist-kyoto-saga,"['Action', 'Drama', 'Fantasy', 'Shounen', 'Animeism', 'Contemporary Fantasy', 'Demons', 'Exorcists', 'Supernatural', 'Urban Fantasy', 'Based on a Manga']","
Alt title: Ao no Exorcist: Kyoto Fujouou-hen
"
xxxHOLiC,https://www.anime-planet.com/anime/xxx-holic,"['Comedy', 'Seinen', 'Episodic', 'Japanese Mythology', 'Mysterious Shop', 'Supernatural', 'Youkai', 'Based on a Manga']",
My Senpai is Annoying,https://www.anime-planet.com/anime/my-senpai-is-annoying,"['Comedy', 'Romance', 'Adult Couples', 'Coworkers', 'Iyashikei', 'Mature Romance', 'Romantic Comedy', 'Salaryman', 'Work Life', 'Based on a Manga']","
Alt title: Senpai ga Uzai Kouhai no Hanashi
"
Eden of The East Movie II: Paradise Lost,https://www.anime-planet.com/anime/eden-of-the-east-movie-ii-paradise-lost,"['Mystery', 'Conspiracy', 'High Stakes Games', 'Original Work']","
Alt title: Higashi no Eden Movie II: Paradise Lost
"
Tenchi Muyo! Ryo-Ohki 2,https://www.anime-planet.com/anime/tenchi-muyo-ryo-ohki-2,"['Comedy', 'Ecchi', 'Fantasy', 'Aliens', 'Non-Human Protagonists', 'Space Pirates', 'Nudity', 'Original Work']",
Claymore,https://www.anime-planet.com/anime/claymore,"['Action', 'Fantasy', 'Shounen', 'Dark Fantasy', 'Demons', 'Dystopia', 'Medieval', 'Revenge', 'Superpowers', 'Swordplay', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Based on a Manga']",
BanG Dream! 3rd Season,https://www.anime-planet.com/anime/bang-dream-3rd-season,"['All-Girls School', 'Music', 'School Life', 'CG Animation', 'Original Work']",
Haré+Guu DELUXE,https://www.anime-planet.com/anime/hare-guu-deluxe,"['Comedy', 'Shounen', 'Slice of Life', 'Child Protagonists', 'Forest', 'Gag', 'Jungle', 'Overpowered Main Characters', 'Parody', 'Based on a Manga']","
Alt title: Jungle Wa Itsumo Hale Nochi Guu Deluxe
"
Eden of The East Movie I: The King of Eden,https://www.anime-planet.com/anime/eden-of-the-east-movie-i-the-king-of-eden,"['Mystery', 'America', 'Amnesia', 'Conspiracy', 'High Stakes Games', 'Original Work']","
Alt title: Higashi no Eden Movie I: The King of Eden
"
A Lull in the Sea,https://www.anime-planet.com/anime/a-lull-in-the-sea,"['Drama', 'Fantasy', 'Romance', 'Coming of Age', 'Love Triangle', 'Ocean', 'Unrequited Love', 'Original Work']","
Alt title: Nagi no Asu kara
"
Thunderbolt Fantasy Movie 2: Bewitching Melody of the West,https://www.anime-planet.com/anime/thunderbolt-fantasy-movie-2-bewitching-melody-of-the-west,"['Action', 'Fantasy', 'Ancient China', 'Swordplay', 'Wuxia', 'Violence', 'Original Work']","
Alt title: Thunderbolt Fantasy Movie 2: Seiyuu Genka
"
Yuru Yuri ♪♪,https://www.anime-planet.com/anime/yuru-yuri-2,"['Comedy', 'GL', 'Seinen', 'Shoujo-ai', 'Slice of Life', 'School Club', 'School Life', 'Based on a Manga']","
Alt title: Yuruyuri: Happy Go Lily - Season 2
"
The Slime Diaries: That Time I Got Reincarnated as a Slime,https://www.anime-planet.com/anime/the-slime-diaries-that-time-i-got-reincarnated-as-a-slime,"['Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Slice of Life', 'Isekai', 'Kingdom Building', 'Management', 'Monsters', 'Non-Human Protagonists', 'Person in a Strange World', 'Reincarnation', 'Slimes', 'Based on a 4-Koma Manga', 'Based on a Manga']","
Alt title: Tensura Nikki: Tensei Shitara Slime Datta Ken
"
Macross Frontier Movie 2: The Wings of Farewell,https://www.anime-planet.com/anime/macross-frontier-movie-2-the-wings-of-farewell,"['Action', 'Drama', 'Mecha', 'Romance', 'Sci Fi', 'Idols', 'Love Triangle', 'Music', 'Real Robot', 'Space Opera', 'Transforming Mecha', 'Violence']","
Alt title: Macross Frontier Movie 2: Sayonara no Tsubasa
"
Luo Xiaohei Zhan Ji,https://www.anime-planet.com/anime/luo-xiaohei-zhan-ji,"['Comedy', 'Fantasy', 'Cats', 'Chinese Animation', 'Short Episodes', 'Based on a Manga', 'Flash Animation']","
Alt title: The Legend of Luo Xiaohei
"
Xian Ni,https://www.anime-planet.com/anime/xian-ni,"['Action', 'Adventure', 'Fantasy', 'Chinese Animation', 'Based on a Web Novel', 'CG Animation']","
Alt title: Renegade Immortal
"
Wan Jie Zhizun,https://www.anime-planet.com/anime/wan-jie-zhizun,"['Action', 'Adventure', 'Fantasy', 'Chinese Animation', 'CG Animation']",
The Morose Mononokean,https://www.anime-planet.com/anime/the-morose-mononokean,"['Fantasy', 'Shounen', 'Contemporary Fantasy', 'Exorcists', 'Iyashikei', 'Japanese Mythology', 'Lifestyle Change', 'School Life', 'Supernatural', 'Youkai', 'Based on a Manga']","
Alt title: Fukigen na Mononokean
"
Jiang Ziya,https://www.anime-planet.com/anime/jiang-ziya,"['Action', 'Adventure', 'Fantasy', 'Amnesia', 'Ancient China', 'Animal Characteristics', 'Chinese Animation', 'Demons', 'Gods', 'Historical', 'Magic', 'Non-Human Protagonists', 'Wuxia', 'Based on a Fairy Tale', 'CG Animation']","
Alt title: Legend of Deification
"
Scissor Seven Specials,https://www.anime-planet.com/anime/scissor-seven-specials,"['Action', 'Comedy', 'Birds', 'Chinese Animation', 'Short Episodes']","
Alt titles: Killer Seven Specials, Wu Liuqi Fanwai
"
Miss Kobayashi's Dragon Maid S: Japanese Hospitality (The Attendant Is a Dragon),https://www.anime-planet.com/anime/miss-kobayashis-dragon-maid-s-japanese-hospitality-the-attendant-is-a-dragon,"['Comedy', 'Fantasy', 'GL', 'Seinen', 'Shoujo-ai', 'Slice of Life', 'Animal Characteristics', 'Contemporary Fantasy', 'Dragons', 'Maids', 'Monster Girls', 'Non-Human Protagonists', 'Urban Fantasy', 'Based on a Manga']","
Alt title: Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi (Attend wa Dragon desu)
"
Hetalia: The Beautiful World,https://www.anime-planet.com/anime/hetalia-the-beautiful-world,"['Comedy', 'Anthropomorphic', 'Chibi', 'Gag', 'Historical', 'Parody', 'Political', 'Satire', 'Short Episodes', 'Based on a Manga']",
Tiger & Bunny,https://www.anime-planet.com/anime/tiger-and-bunny,"['Action', 'Comedy', 'Sci Fi', 'Death of a Loved One', 'Superheroes', 'Superpowers', 'Mature Themes', 'Physical Abuse', 'Original Work', 'Domestic Abuse']",
Future Diary,https://www.anime-planet.com/anime/future-diary,"['Action', 'Shounen', 'Battle Royale', 'High Stakes Games', 'Obsessive Love', 'Play or Die', 'Possessive Lovers', 'Psychological', 'PVP', 'Stalkers', 'Supernatural', 'Explicit Violence', 'Mature Themes', 'Nudity', 'Sexual Abuse', 'Sexual Content', 'Based on a Manga', 'Domestic Abuse']","
Alt title: Mirai Nikki
"
Kuroko's Basketball: NG-shuu,https://www.anime-planet.com/anime/kurokos-basketball-ng-shuu,"['Comedy', 'Shounen', 'Sports', 'Basketball', 'Based on a Manga']","
Alt title: Kuroko no Basket NG-shuu
"
Detective Conan: The Burning Galactic Railway,https://www.anime-planet.com/anime/detective-conan-the-burning-galactic-railway,"['Adventure', 'Mystery', 'Based on a Manga']","
Alt title: Meitantei Conan: Shakunetsu no Ginga Tetsudou
"
Drifters Specials,https://www.anime-planet.com/anime/drifters-specials,"['Action', 'Fantasy', 'Seinen', 'Dark Fantasy', 'Person in a Strange World', 'Rebellions', 'Samurai', 'Explicit Violence', 'Based on a Manga']",
Akira,https://www.anime-planet.com/anime/akira,"['Action', 'Sci Fi', 'Seinen', 'Cyberpunk', 'Dystopia', 'Human Experimentation', 'Motorcycles', 'Noir', 'Post-apocalyptic', 'Psychic Powers', 'Superpowers', 'Explicit Violence', 'Nudity', 'Based on a Manga']",
Golden Courtyard: New Year Wishes in Winter,https://www.anime-planet.com/anime/golden-courtyard-new-year-wishes-in-winter,"['Comedy', 'Chinese Animation', 'Based on a Video Game']","
Alt title: Huangjin Tingyuan: Dong Ri Li De Xinnian Yuanwang
"
Hakuouki: A Memory of Snow Flowers,https://www.anime-planet.com/anime/hakuouki-a-memory-of-snow-flowers,"['Action', '19th Century', 'Feudal Japan', 'Historical', 'Samurai', 'Based on an Otome Game', 'Based on a Visual Novel']","
Alt title: Hakuouki: Sekka-roku
"
Ze Tian Ji 5th Season,https://www.anime-planet.com/anime/ze-tian-ji-5th-season,"['Action', 'Adventure', 'Fantasy', 'Chinese Animation', 'Cultivation', 'Based on a Web Novel']",
Brand New Animal,https://www.anime-planet.com/anime/brand-new-animal,"['Action', 'Animal Protagonists', 'Animal Transformation', 'Anthropomorphic', 'Gangs', 'Lifestyle Change', 'Non-Human Protagonists', 'Terrorism', 'Explicit Violence', 'Original Work']",
Jade Dynasty,https://www.anime-planet.com/anime/jade-dynasty,"['Adventure', 'Fantasy', 'Chinese Animation', 'Xianxia', 'Based on a Novel']","
Alt title: Zhu Xian
"
Hell Girl: Two Mirrors,https://www.anime-planet.com/anime/hell-girl-two-mirrors,"['Horror', 'Deal with the Devil', 'Episodic', 'Melancholy', 'Supernatural', 'Youkai', 'Bullying', 'Emotional Abuse', 'Original Work']","
Alt title: Jigoku Shoujo Futakomori
"
Legendary Overlord,https://www.anime-planet.com/anime/legendary-overlord,"['Action', 'Fantasy', 'Ancient China', 'Chinese Animation', 'Nobility', 'Violence', 'Based on a Web Novel', 'CG Animation']","
Alt titles: Snow Eagle Lord, Xue Ying Lingzhu
"
Digimon Adventure Tri. Movie 3: Confession,https://www.anime-planet.com/anime/digimon-adventure-tri-movie-3-confession,"['Action', 'Drama', 'Sci Fi', 'Monsters']","
Alt title: Digimon Adventure Tri. Movie 3: Kokuhaku
"
Dou Po Cangqiong 2nd Season Specials,https://www.anime-planet.com/anime/dou-po-cangqiong-2nd-season-specials,"['Fantasy', 'Chinese Animation', 'Xianxia', 'Based on a Web Novel', 'CG Animation']","
Alt title: Battle Through the Heavens 2nd Season Specials
"
Wangu Shenhua,https://www.anime-planet.com/anime/wangu-shenhua,"['Action', 'Adventure', 'Fantasy', 'Chinese Animation', 'Short Episodes']","
Alt title: Myth of the Ancients
"
Angel Beats! Stairway to Heaven,https://www.anime-planet.com/anime/angel-beats-stairway-to-heaven,"['Comedy', 'Afterlife', 'School Life', 'Supernatural', 'Original Work']",
To Be Hero X PV,https://www.anime-planet.com/anime/to-be-hero-x-pv,"['Action', 'Chinese Animation', 'Promotional', 'Superheroes', 'Superpowers']","
Alt title: Tu Bian Ying Xiong X PV
"
Porco Rosso,https://www.anime-planet.com/anime/porco-rosso,"['Action', 'Adventure', 'Aviation', 'Curse', 'Europe', 'Pigs', 'Pirates', 'Based on a Manga']","
Alt title: Kurenai no Buta
"
Hitorijime My Hero,https://www.anime-planet.com/anime/hitorijime-my-hero,"['BL', 'Comedy', 'Drama', 'Romance', 'Shounen-ai', 'LGBT Themes', 'School Life', 'Student-Teacher Relationship', 'Teachers', 'Based on a Manga']",
The Royal Tutor Movie,https://www.anime-planet.com/anime/the-royal-tutor-movie,"['Drama', 'Shounen', 'Chibi', 'Historical', 'Royalty', 'Siblings', 'Teachers', 'Teaching', 'Tutors', 'Based on a Manga']","
Alt title: Oushitsu Kyoushi Heine Movie
"
My Bride Is a Mermaid OVA,https://www.anime-planet.com/anime/my-bride-is-a-mermaid-ova,"['Comedy', 'Shounen', 'Mermaids', 'Based on a Manga']","
Alt title: Seto no Hanayome OVA
"
Star Blazers: Space Battleship Yamato 2202,https://www.anime-planet.com/anime/star-blazers-space-battleship-yamato-2202,"['Action', 'Adventure', 'Drama', 'Sci Fi', 'Leijiverse', 'Outer Space', 'Space Opera', 'Violence', 'Original Work']","
Alt title: Uchuu Senkan Yamato 2202: Ai no Senshi-tachi
"
Is It Wrong to Try to Pick Up Girls in a Dungeon? II,https://www.anime-planet.com/anime/is-it-wrong-to-try-to-pick-up-girls-in-a-dungeon-ii,"['Action', 'Comedy', 'Fantasy', 'Harem', 'Romance', 'Dungeon', 'Game Elements', 'Guilds', 'Swordplay', 'Weak to Strong', 'Violence', 'Based on a Light Novel']","
Alt title: Dungeon ni Deai wo Motomeru no wa Machigatte Iru Darou ka II: Familia Myth
"
Future Boy Conan,https://www.anime-planet.com/anime/future-boy-conan,"['Adventure', 'Drama', 'Sci Fi', 'Child Protagonists', 'Post-apocalyptic', 'Mature Themes', 'Physical Abuse', 'Based on a Novel']","
Alt title: Mirai Shounen Conan
"
The Reason Why Raeliana Ended up at the Duke's Mansion,https://www.anime-planet.com/anime/the-reason-why-raeliana-ended-up-at-the-dukes-mansion,"['Drama', 'Fantasy', 'Mystery', 'Romance', 'Fake Romance', 'Nobility', 'Person in a Strange World', 'Transported Into a Novel', 'Violence', 'Based on a Webtoon']","
Alt titles: Geunyeoga Gongjagjeolo Gaya Haessdeon Sajeong, Kanojo ga Koushakutei ni Itta Riyuu
"
Hayate the Combat Butler!!,https://www.anime-planet.com/anime/hayate-the-combat-butler-2,"['Comedy', 'Shounen', 'Butlers', 'Maids', 'Master-Servant Relationship', 'Parody', 'Tsundere', 'Based on a Manga']","
Alt title: Hayate no Gotoku!!
"
Mr. Osomatsu,https://www.anime-planet.com/anime/mr-osomatsu,"['Comedy', 'Josei', 'Slice of Life', 'Breaking the Fourth Wall', 'Episodic', 'Family Life', 'Gag', 'NEET', 'Parody', 'Siblings', 'Slapstick', 'Based on a Manga']","
Alt title: Osomatsu-san
"
Little Witch Academia: The Enchanted Parade,https://www.anime-planet.com/anime/little-witch-academia-the-enchanted-parade,"['Fantasy', 'Magic', 'Magic School', 'School Life', 'Witches', 'Original Work']","
Alt title: Little Witch Academia: Mahou Shikake no Parade
"
Food Wars! The Third Plate: Erina no Shin Seikatsu,https://www.anime-planet.com/anime/food-wars-the-third-plate-erina-no-shin-seikatsu,"['Comedy', 'Ecchi', 'Shounen', 'Slice of Life', 'Boarding House', 'Cooking', 'Neighbors', 'Based on a Manga']","
Alt title: Shokugeki no Souma: San no Sara - Erina no Shin Seikatsu
"
Hinomaru Sumo,https://www.anime-planet.com/anime/hinomaru-sumo,"['Action', 'Shounen', 'Sports', 'Hand to Hand Combat', 'Martial Arts', 'Sumo Wrestling', 'Wrestling', 'Based on a Manga']","
Alt title: Hinomaru-Zumou
"
Shixiong A Shixiong,https://www.anime-planet.com/anime/shixiong-a-shixiong,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Chinese Animation', 'CG Animation']","
Alt title: My Senior Brother Is Too Steady
"
Towanoquon Movie 6: Eternal Quon,https://www.anime-planet.com/anime/towanoquon-movie-6-eternal-quon,"['Sci Fi', 'Supernatural', 'Superpowers', 'Original Work']","
Alt title: Towa no Quon Movie 6: Towa no Quon
"
