Anime,URL,MAL_ID
Detective Conan Movie 2: The Fourteenth Target,https://www.anime-planet.com/anime/detective-conan-the-fourteenth-target,780
Detective Conan Movie 27,https://www.anime-planet.com/anime/detective-conan-movie-27,781
Momo: The Girl God of Death,https://www.anime-planet.com/anime/momo-the-girl-god-of-death,789
Tales of Zestiria: The X - Age of Chaos,https://www.anime-planet.com/anime/tales-of-zestiria-the-x-age-of-chaos,33558
Ranma 1/2: The Movie 2 - Nihao My Concubine,https://www.anime-planet.com/anime/ranma-the-movie-2-nihao-my-concubine,792
xxxHOLiC Movie: A Midsummer Night's Dream,https://www.anime-planet.com/anime/xxx-holic-movie-a-midsummer-nights-dream,793
The Prince of Tennis Movie 1: Two Samurai - The First Game,https://www.anime-planet.com/anime/the-prince-of-tennis-movie-1-two-samurai-the-first-game,815
Zatch Bell Movie 1: 101st Devil,https://www.anime-planet.com/anime/zatch-bell-movie-1-101st-devil,844
High School Jingi,https://www.anime-planet.com/anime/high-school-jingi,863
Candidate for Goddess,https://www.anime-planet.com/anime/candidate-for-goddess,888
Dragon Ball Movie 2: Sleeping Princess in Devil's Castle,https://www.anime-planet.com/anime/dragon-ball-movie-2-sleeping-princess-in-devils-castle,891
Dragon Ball Movie 3: Mystical Adventure,https://www.anime-planet.com/anime/dragon-ball-movie-3-mystical-adventure,892
Dragon Ball Movie 4: The Path to Power,https://www.anime-planet.com/anime/dragon-ball-movie-4-the-path-to-power,893
Dragon Ball Z Movie 1: Dead Zone,https://www.anime-planet.com/anime/dragon-ball-z-movie-1-dead-zone,894
Dragon Ball Z Movie 2: The World's Strongest,https://www.anime-planet.com/anime/dragon-ball-z-movie-2-the-world-s-strongest,895
Dragon Ball Z Movie 3: The Tree of Might,https://www.anime-planet.com/anime/dragon-ball-z-movie-3-the-tree-of-might,896
Dragon Ball Z Movie 4: Lord Slug,https://www.anime-planet.com/anime/dragon-ball-z-movie-4-lord-slug,897
Dragon Ball Z Movie 5: Cooler's Revenge,https://www.anime-planet.com/anime/dragon-ball-z-movie-5-cooler-s-revenge,898
Dragon Ball Z Movie 6: Return of Cooler,https://www.anime-planet.com/anime/dragon-ball-z-movie-6-return-of-cooler,899
Dragon Ball Z Movie 7: Super Android 13,https://www.anime-planet.com/anime/dragon-ball-z-movie-7-super-android-13,900
Dragon Ball Z Movie 8: Broly - The Legendary Super Saiyan,https://www.anime-planet.com/anime/dragon-ball-z-movie-8-broly-the-legendary-super-saiyan,901
Dragon Ball Z Movie 9: Bojack Unbound,https://www.anime-planet.com/anime/dragon-ball-z-movie-9-bojack-unbound,902
Dragon Ball Z Movie 10: Broly - Second Coming,https://www.anime-planet.com/anime/dragon-ball-z-movie-10-broly-second-coming,903
Dragon Ball Z Movie 11: Bio-Broly,https://www.anime-planet.com/anime/dragon-ball-z-movie-11-bio-broly,904
Dragon Ball Z Movie 12: Fusion Reborn,https://www.anime-planet.com/anime/dragon-ball-z-movie-12-fusion-reborn,905
Dragon Ball Z Movie 13: Wrath of the Dragon,https://www.anime-planet.com/anime/dragon-ball-z-movie-13-wrath-of-the-dragon,906
Zatch Bell Movie 1: 101st Devil,https://www.anime-planet.com/anime/zatch-bell-movie-1-101st-devil,911
Ping Pong Club,https://www.anime-planet.com/anime/ping-pong-club,914
Higurashi no Naku Koro ni Kaku Outbreak,https://www.anime-planet.com/anime/higurashi-no-naku-koro-ni-kaku-outbreak,934
Naruto Movie 2: Legend of the Stone of Gelel,https://www.anime-planet.com/anime/naruto-movie-2-legend-of-the-stone-of-gelel,936
Monster Strike The Movie,https://www.anime-planet.com/anime/monster-strike-the-movie,33724
"Love Hina Special: Motoko's Choice, Love or Sword: Don't Cry",https://www.anime-planet.com/anime/love-hina-special-motokos-choice-love-or-sword-dont-cry,963
Gargoyle of the Yoshinagas,https://www.anime-planet.com/anime/gargoyle-of-the-yoshinagas,965
Idol Defense Force Hummingbird,https://www.anime-planet.com/anime/idol-defense-force-hummingbird,980
Dragon Ball Z Special 2: The History of Trunks,https://www.anime-planet.com/anime/dragon-ball-z-special-2-the-history-of-trunks,985
Dragon Ball Z Special 1: Bardock - The Father of Goku,https://www.anime-planet.com/anime/dragon-ball-z-special-1-bardock-the-father-of-goku,986
The Prince of Tennis: The National Tournament,https://www.anime-planet.com/anime/the-prince-of-tennis-the-national-tournament,995
Bishoujo Senshi Sailor Moon Cosmos Movie 2,https://www.anime-planet.com/anime/bishoujo-senshi-sailor-moon-cosmos-movie-2,997
Harlock Saga,https://www.anime-planet.com/anime/harlock-saga,1000
Ah! My Goddess TV Specials,https://www.anime-planet.com/anime/ah-my-goddess-tv-specials,1003
She and Her Cat: Everything Flows,https://www.anime-planet.com/anime/she-and-her-cat-everything-flows,1004
Tenchi Movie 3: Tenchi Forever,https://www.anime-planet.com/anime/tenchi-movie-3-tenchi-forever,1006
Ranma 1/2 Special,https://www.anime-planet.com/anime/ranma-special,1008
Ranma 1/2 OVA: Chou Musabetsu Kessen! Ranma Team VS Densetsu no Houou,https://www.anime-planet.com/anime/ranma-ova-9,1010
A Little Snow Fairy Sugar Summer Specials,https://www.anime-planet.com/anime/a-little-snow-fairy-sugar-summer-specials,1014
Orphen Revenge,https://www.anime-planet.com/anime/orphen-revenge,1018
Godzilla Movie 1: Planet of the Monsters,https://www.anime-planet.com/anime/godzilla-movie-1-planet-of-the-monsters,33783
Knights Hunter OVA,https://www.anime-planet.com/anime/knights-hunter-ova,1024
The Legend of Black Heaven,https://www.anime-planet.com/anime/the-legend-of-black-heaven,1025
Amanchu! The Story of the Promised Summer and New Memories,https://www.anime-planet.com/anime/amanchu-the-story-of-the-promised-summer-and-new-memories,33818
Cardcaptor Sakura: Leave it to Kero,https://www.anime-planet.com/anime/cardcaptor-sakura-leave-it-to-kero,1078
Super Dimensional Fortress Macross,https://www.anime-planet.com/anime/super-dimensional-fortress-macross,1088
One Piece Special 1: Adventure in the Ocean's Navel,https://www.anime-planet.com/anime/one-piece-special-adventure-in-the-oceans-naval,1094
Patlabor 2: The Movie,https://www.anime-planet.com/anime/patlabor-2-the-movie,1096
Tenchi The Movie 2: The Daughter Of Darkness,https://www.anime-planet.com/anime/tenchi-the-movie-2-the-daughter-of-darkness,1101
Rokushin Gattai God Mars Movie,https://www.anime-planet.com/anime/rokushin-gattai-god-mars-movie,1103
The Flowers of Evil,https://www.anime-planet.com/anime/the-flowers-of-evil,1117
Pokemon Movie 3: Spell of the Unown,https://www.anime-planet.com/anime/pokemon-movie-3-spell-of-the-unown,1118
Okko's Inn Movie,https://www.anime-planet.com/anime/okkos-inn-movie,1119
Pokemon Chronicles,https://www.anime-planet.com/anime/pokemon-chronicles,1120
Pokemon Movie 6: Jirachi Wish Maker,https://www.anime-planet.com/anime/pokemon-movie-6-jirachi-wish-maker,1121
Pokemon Movie 7: Destiny Deoxys,https://www.anime-planet.com/anime/pokemon-movie-7-destiny-deoxys,1122
Tenchi Movie 3: Tenchi Forever,https://www.anime-planet.com/anime/tenchi-movie-3-tenchi-forever,1144
Tenchi Muyo! The Night Before The Carnival,https://www.anime-planet.com/anime/tenchi-muyo-the-night-before-the-carnival,1146
My Hero Academia: Jump Festa 2016 Special,https://www.anime-planet.com/anime/my-hero-academia-jump-festa-2016-special,33929
Maze Bakunetsu Jikuu: Hot Springs,https://www.anime-planet.com/anime/maze-bakunetsu-jikuu-hot-springs,1161
Maze Bakunetsu Jikuu: Hot Springs,https://www.anime-planet.com/anime/maze-bakunetsu-jikuu-hot-springs,1162
Sakura Wars: Ouka Kenran,https://www.anime-planet.com/anime/sakura-wars-ouka-kenran,1165
Ruin Explorers,https://www.anime-planet.com/anime/ruin-explorers,1181
The Prince of Tennis: A Day on Survival Mountain,https://www.anime-planet.com/anime/the-prince-of-tennis-a-day-on-survival-mountain,1190
100 Sleeping Princes & the Kingdom of Dreams,https://www.anime-planet.com/anime/100-sleeping-princes-and-the-kingdom-of-dreams,33966
ARAGNE: Sign of Vermillion,https://www.anime-planet.com/anime/aragne-sign-of-vermillion,1224
World Peacekeepers,https://www.anime-planet.com/anime/world-peacekeepers,1236
"One Piece Special 2: Open Upon the Great Sea! A Father's Huge, HUGE Dream!",https://www.anime-planet.com/anime/one-piece-open-upon-the-great-sea-a-fathers-huge-huge-dream,1237
One Piece Special 3: Protect! The Last Great Stage,https://www.anime-planet.com/anime/one-piece-special-protect-the-last-great-stage,1238
Bishoujo Senshi Sailor Moon Cosmos Movie 2,https://www.anime-planet.com/anime/bishoujo-senshi-sailor-moon-cosmos-movie-2,1240
Zone of the Enders: Idolo,https://www.anime-planet.com/anime/zone-of-the-enders-idolo,1248
Nadia: Secret Of Blue Water,https://www.anime-planet.com/anime/nadia-secret-of-blue-water,1251
Lupin III: Goemon's Blood Spray,https://www.anime-planet.com/anime/lupin-the-3rd-goemons-blood-spray,34021
Nadia: Secret Of Blue Water,https://www.anime-planet.com/anime/nadia-secret-of-blue-water,1252
Saint Seiya Movie 3: Legend of Crimson Youth,https://www.anime-planet.com/anime/saint-seiya-movie-3-legend-of-crimson-youth,1255
Saint Seiya Movie 5: The Heaven Chapter - Overture,https://www.anime-planet.com/anime/saint-seiya-movie-5-the-heaven-chapter-overture,1259
Saint Seiya Movie 1: Evil Goddess Eris,https://www.anime-planet.com/anime/saint-seiya-movie-1-evil-goddess-eris,1256
Bikini Warriors OVA,https://www.anime-planet.com/anime/bikini-warriors-ova,1265
Samurai Warriors: Legend of the Sanada,https://www.anime-planet.com/anime/samurai-warriors-legend-of-the-sanada,1266
Legendary Armor Samurai Troopers: Message,https://www.anime-planet.com/anime/legendary-armor-samurai-troopers-message,1267
MD Geist II: Death Force,https://www.anime-planet.com/anime/md-geist-ii-death-force,1286
Seer 2nd Season,https://www.anime-planet.com/anime/seer-2nd-season,34055
Patlabor EZY,https://www.anime-planet.com/anime/patlabor-ezy,1289
Patlabor: The Movie,https://www.anime-planet.com/anime/patlabor-the-movie,1290
Tales of Zestiria: The X,https://www.anime-planet.com/anime/tales-of-zestiria-the-x,34086
Hoshi no Jidai,https://www.anime-planet.com/anime/hoshi-no-jidai,1329
Fate/Kaleid Liner Prisma Illya Movie: Vow in the Snow,https://www.anime-planet.com/anime/fate-kaleid-liner-prisma-illya-movie-vow-in-the-snow,34100
Danganronpa 3: The End of Hope's Peak Academy- Hope Arc,https://www.anime-planet.com/anime/danganronpa-3-the-end-of-hopes-peak-academy-hope-arc,34103
Ghost in the Shell: Stand Alone Complex - Tachikoma Days,https://www.anime-planet.com/anime/ghost-in-the-shell-stand-alone-complex-tachikoma-days,1335
Major Season 3,https://www.anime-planet.com/anime/major-season-3,34106
Violence Jack 1: Harlem Bomber,https://www.anime-planet.com/anime/violence-jack-harlem-bomber,1341
Violence Jack 2: Evil Town,https://www.anime-planet.com/anime/violence-jack-evil-town,1342
Violence Jack 3: Hell's Wind,https://www.anime-planet.com/anime/violence-jack-hells-wind,1343
Seer 2nd Season,https://www.anime-planet.com/anime/seer-2nd-season,34126
Street Fighter II: The Movie,https://www.anime-planet.com/anime/street-fighter-ii-the-movie,1362
Detective Conan Movie 4: Captured In her Eyes,https://www.anime-planet.com/anime/detective-conan-movie-4-captured-in-her-eyes,1363
Detective Conan Movie 5: Countdown to Heaven,https://www.anime-planet.com/anime/detective-conan-countdown-to-heaven,1364
Detective Conan Movie 6: The Phantom of Baker Street,https://www.anime-planet.com/anime/detective-conan-movie-6-the-phantom-of-baker-street,1365
You're Under Arrest! OVA,https://www.anime-planet.com/anime/youre-under-arrest-ova,1372
Guyver: The Bioboosted Armor (2005),https://www.anime-planet.com/anime/guyver-the-bioboosted-armor-2005,1374
Space Symphony Maetel: Ginga Tetsudou 999 Gaiden,https://www.anime-planet.com/anime/space-symphony-maetel-ginga-tetsudou-999-gaiden,1377
Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaisha,https://www.anime-planet.com/anime/super-danganronpa-2-5-komaeda-nagito-to-sekai-no-hakaisha,34152
IGPX: Immortal Grand Prix 2nd Season,https://www.anime-planet.com/anime/igpx-immortal-grand-prix-2nd-season,1410
"Lupin III Special 1: Bye Bye, Lady Liberty",https://www.anime-planet.com/anime/lupin-the-3rd-special-1-bye-bye-lady-liberty,1415
Lupin III Special 6: Dragon of Doom,https://www.anime-planet.com/anime/lupin-the-3rd-dragon-of-doom,1417
Lupin III Special 14: Episode 0 - First Contact,https://www.anime-planet.com/anime/lupin-the-3rd-special-14-episode-0-first-contact,1418
Lupin III Special 4: From Siberia With Love,https://www.anime-planet.com/anime/lupin-the-3rd-special-4-from-siberia-with-love,1420
Lupin III Special 12: Missed by a Dollar,https://www.anime-planet.com/anime/lupin-the-3rd-special-12-missed-by-a-dollar,1422
Lupin III Special 3: Napoleon's Dictionary,https://www.anime-planet.com/anime/lupin-the-3rd-special-3-napoleons-dictionary,1423
Lupin III Special 15: Operation Return the Treasure,https://www.anime-planet.com/anime/lupin-the-3rd-special-15-operation-return-the-treasures,1424
Lupin III: Part IV,https://www.anime-planet.com/anime/lupin-the-3rd-part-4,1429
Lupin III Special 11: The Columbus Files,https://www.anime-planet.com/anime/lupin-the-3rd-special-11-the-columbus-files,1431
Lupin III: The Mystery of Mamo,https://www.anime-planet.com/anime/lupin-the-3rd-the-mystery-of-mamo,1435
Lupin III Special 10: Crisis in Tokyo,https://www.anime-planet.com/anime/lupin-the-3rd-speical-10-crisis-in-tokyo,1437
Lupin III Special 5: Voyage To Danger,https://www.anime-planet.com/anime/lupin-the-3rd-special-5-voyage-to-danger,1438
Lupin III Special 9: Island of Assassins,https://www.anime-planet.com/anime/lupin-the-3rd-special-9-island-of-assassins,1439
Ultraman USA,https://www.anime-planet.com/anime/ultraman-usa,1448
Licensed by Royal,https://www.anime-planet.com/anime/licensed-by-royal,1456
Assassination Classroom 2nd Season,https://www.anime-planet.com/anime/assassination-classroom-2nd-season,32863
Baby & Me,https://www.anime-planet.com/anime/baby-and-me,1485
Tales of a Street Corner,https://www.anime-planet.com/anime/tales-of-a-street-corner,1497
Sasami 14: Mahou Shoujo Pretty Sammy,https://www.anime-planet.com/anime/sasami-14-mahou-shoujo-pretty-sammy,1502
Magical Pokan Specials,https://www.anime-planet.com/anime/magical-pokan-specials,1503
Detective Conan Movie 10: The Private Eyes' Requiem,https://www.anime-planet.com/anime/detective-conan-the-private-eyes-requiem,1506
Yuuki Yuuna is a Hero: The Washio Sumi Chapter,https://www.anime-planet.com/anime/yuuki-yuuna-is-a-hero-the-washio-sumi-chapter,34284
The Legend of Nezha,https://www.anime-planet.com/anime/the-legend-of-nezha,1525
Pokemon Movie 8: Lucario and The Mystery of Mew,https://www.anime-planet.com/anime/pokemon-movie-8-lucario-and-the-mystery-of-mew,1526
Pokemon: The Mastermind of Mirage Pokemon,https://www.anime-planet.com/anime/pokemon-the-mastermind-of-mirage-pokemon,1527
Digimon Adventure Tri. Movie 4: Loss,https://www.anime-planet.com/anime/digimon-adventure-tri-movie-4-loss,34299
Super Robot Wars: Original Generation,https://www.anime-planet.com/anime/super-robot-wars-original-generation,1544
Jin: Summertime Record,https://www.anime-planet.com/anime/jin-summertime-record,34318
Magic Tiger,https://www.anime-planet.com/anime/magic-tiger,1563
Pokemon Advanced,https://www.anime-planet.com/anime/pokemon-advanced,1564
Saint Tail,https://www.anime-planet.com/anime/saint-tail,1567
Alice & Zouroku,https://www.anime-planet.com/anime/alice-and-zouroku,34350
Song of Wind and Trees,https://www.anime-planet.com/anime/song-of-wind-and-trees,1637
5-fun de Wakaru! The Rising of the Shield Hero,https://www.anime-planet.com/anime/5-fun-de-wakaru-the-rising-of-the-shield-hero,1645
Nanbaka,https://www.anime-planet.com/anime/nanbaka,34414
Deji Meets Girl,https://www.anime-planet.com/anime/deji-meets-girl,1654
scenarioart: How Low Sympathy,https://www.anime-planet.com/anime/scenarioart-how-low-sympathy,34424
Code Geass Movie: Lelouch of the Re;surrection,https://www.anime-planet.com/anime/code-geass-movie-lelouch-of-the-resurrection,34437
The iDOLM@STER: Xenoglossia,https://www.anime-planet.com/anime/the-idolmster-xenoglossia,1694
Blue Exorcist OVA,https://www.anime-planet.com/anime/blue-exorcist-ova,34465
Yamishibai: Japanese Ghost Stories 5th Season,https://www.anime-planet.com/anime/yamishibai-japanese-ghost-stories-5th-season,34467
Geisya Wars,https://www.anime-planet.com/anime/geisya-wars,1705
Pokemon: Mewtwo Returns,https://www.anime-planet.com/anime/pokemon-mewtwo-returns,1709
Sohryuden: Legend of the Dragon Kings,https://www.anime-planet.com/anime/sohryuden-legend-of-the-dragon-kings,1742
Maiden Rose Specials,https://www.anime-planet.com/anime/maiden-rose-specials,1749
Fist of the North Star: Strawberry Flavor,https://www.anime-planet.com/anime/fist-of-the-north-star-strawberry-flavor,1773
Hyperdimension Neptunia,https://www.anime-planet.com/anime/hyperdimension-neptunia,1775
Kabaneri of the Iron Fortress Movie: The Battle of Unato,https://www.anime-planet.com/anime/kabaneri-of-the-iron-fortress-movie-the-battle-of-unato,34544
Dirty Pair: Affair on Nolandia,https://www.anime-planet.com/anime/dirty-pair-affair-on-nolandia,1794
Dirty Pair: Flight 005 Conspiracy,https://www.anime-planet.com/anime/dirty-pair-flight-005-conspiracy,1795
Master of Mosquiton OVA,https://www.anime-planet.com/anime/master-of-mosquiton-ova,1805
The Hakkenden Digest,https://www.anime-planet.com/anime/the-hakkenden-digest,1822
The Disastrous Life of Saiki K. 3,https://www.anime-planet.com/anime/the-disastrous-life-of-saiki-k-3,34612
KonoSuba – God’s blessing on this wonderful world! 2 OVA,https://www.anime-planet.com/anime/konosuba-gods-blessing-on-this-wonderful-world-2-ova,34626
Plawres Sanshiro,https://www.anime-planet.com/anime/plawres-sanshiro,1873
Brave Witches: The Great Petersburg Strategy,https://www.anime-planet.com/anime/brave-witches-the-great-petersburg-strategy,34644
March Comes in like a Lion Recap,https://www.anime-planet.com/anime/march-comes-in-like-a-lion-recap,34647
Higurashi no Naku Koro ni Kaku Outbreak,https://www.anime-planet.com/anime/higurashi-no-naku-koro-ni-kaku-outbreak,1889
Monster Strike: An Encore and Continuance - Pandora's Box,https://www.anime-planet.com/anime/monster-strike-an-encore-and-continuance-pandoras-box,34661
Monster Strike 2nd Season,https://www.anime-planet.com/anime/monster-strike-2nd-season,34670
The Story of Saiunkoku Recaps,https://www.anime-planet.com/anime/the-story-of-saiunkoku-recaps,1914
Gall Force 5: Earth Chapter,https://www.anime-planet.com/anime/gall-force-5-earth-chapter,2064
Gekigangar 3,https://www.anime-planet.com/anime/gekigangar-3,2067
Gall Force 4: Rhea Gall Force,https://www.anime-planet.com/anime/gall-force-4-rhea-gall-force,2063
Boys Before Flowers: The Movie,https://www.anime-planet.com/anime/boys-before-flowers-the-movie,2071
Super Dimension Century Orguss,https://www.anime-planet.com/anime/super-dimension-century-orguss,2089
in the blue shirt: Cluster A,https://www.anime-planet.com/anime/in-the-blue-shirt-cluster-a,34858
Dappys,https://www.anime-planet.com/anime/dappys,34860
