Anime,URL,MAL_ID
∞,https://www.anime-planet.com/anime/infinity,1196
91 Days: Brief Candle,https://www.anime-planet.com/anime/91-days-brief-candle,33964
Tsuyokiss: Cool x Sweet,https://www.anime-planet.com/anime/tsuyokiss-cool-x-sweet,1198
Gun-dou Musashi,https://www.anime-planet.com/anime/gun-dou-musashi,1200
Shuangsheng Ling Tan,https://www.anime-planet.com/anime/shuangsheng-ling-tan,33969
Ar Tonelico Sekai no Owari de Utai Tsuzukeru Shoujo,https://www.anime-planet.com/anime/ar-tonelico-sekai-no-owari-de-utai-tsuzukeru-shoujo,1202
Girls und Panzer das Finale: Part 1,https://www.anime-planet.com/anime/girls-und-panzer-das-finale-part-1,33970
Glassy Ocean,https://www.anime-planet.com/anime/glassy-ocean,1204
The Diary of Tortov Roddle,https://www.anime-planet.com/anime/the-diary-of-tortov-roddle,1205
Spring and Chaos,https://www.anime-planet.com/anime/spring-and-chaos,1206
The Star of Cottonland,https://www.anime-planet.com/anime/the-star-of-cottonland,1207
Nitaboh: Tsugaru Shamisen Shiso Gaibun,https://www.anime-planet.com/anime/nitaboh-tsugaru-shamisen-shiso-gaibun,1203
Nasu: Summer in Andalusia,https://www.anime-planet.com/anime/nasu-summer-in-andalusia,1209
Welcome to the NHK!,https://www.anime-planet.com/anime/welcome-to-the-nhk,1210
Macross Plus Movie Edition,https://www.anime-planet.com/anime/macross-plus-movie-edition,1211
Oban Star-Racers,https://www.anime-planet.com/anime/oban-star-racers,1212
Taro the Dragon Boy,https://www.anime-planet.com/anime/taro-the-dragon-boy,1208
Binbou Shimai Monogatari,https://www.anime-planet.com/anime/binbou-shimai-monogatari,1214
Mobile Suit Gundam SEED C.E.73: Stargazer,https://www.anime-planet.com/anime/mobile-suit-gundam-seed-ce73-stargazer,1215
Boku wa Kono Mama Kaeranai,https://www.anime-planet.com/anime/boku-wa-kono-mama-kaeranai,1216
Seikimatsu Darling,https://www.anime-planet.com/anime/seikimatsu-darling,1217
Tonagura!,https://www.anime-planet.com/anime/tonagura,1218
Chokotto Sister,https://www.anime-planet.com/anime/chokotto-sister,1219
Interviews with Monster Girls,https://www.anime-planet.com/anime/interviews-with-monster-girls,33988
Onihei,https://www.anime-planet.com/anime/onihei,33983
We Were There,https://www.anime-planet.com/anime/we-were-there,1222
"Rain, the Little Girl, and My Letter",https://www.anime-planet.com/anime/rain-the-little-girl-and-my-letter,1223
3x3 Eyes: Seima Densetsu,https://www.anime-planet.com/anime/3x3-eyes-seima-densetsu,1225
Powerpuff Girls Z,https://www.anime-planet.com/anime/powerpuff-girls-z,1221
Angel Links,https://www.anime-planet.com/anime/angel-links,1226
Sorcerer On The Rocks,https://www.anime-planet.com/anime/sorcerer-on-the-rocks,1228
Hoshizora Kiseki,https://www.anime-planet.com/anime/hoshizora-kiseki,1220
Innocent Venus,https://www.anime-planet.com/anime/innocent-venus,1230
Saber Marionette J to X,https://www.anime-planet.com/anime/saber-marionette-j-to-x,1231
Saber Marionette R,https://www.anime-planet.com/anime/saber-marionette-r,1232
801 T.T.S. Airbats,https://www.anime-planet.com/anime/801-tts-airbats,1233
Hand Maid Mai,https://www.anime-planet.com/anime/hand-maid-mai,1234
I''s Pure Bonus,https://www.anime-planet.com/anime/is-pure-bonus,1235
Sailor Moon Super S,https://www.anime-planet.com/anime/sailor-moon-super-s,1239
Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,https://www.anime-planet.com/anime/mobile-suit-gundam-seed-destiny-final-plus-the-chosen-future,1241
Kakuchou Shoujo-Kei Trinary,https://www.anime-planet.com/anime/kakuchou-shoujo-kei-trinary,34006
Night Head Genesis,https://www.anime-planet.com/anime/night-head-genesis,1243
Restaurant to Another World,https://www.anime-planet.com/anime/restaurant-to-another-world,34012
Twilight of the Dark Master,https://www.anime-planet.com/anime/twilight-of-the-dark-master,1245
Yugo the Negotiator,https://www.anime-planet.com/anime/yugo-the-negotiator,1246
Hagane Orchestra,https://www.anime-planet.com/anime/hagane-orchestra,34013
Zone of the Enders: Dolores,https://www.anime-planet.com/anime/zone-of-the-enders-dolores,1249
Elemental Gelade,https://www.anime-planet.com/anime/elemental-gelade,1250
Tsugumomo,https://www.anime-planet.com/anime/tsugumomo,34019
Saint Seiya: The Hades Chapter - Inferno,https://www.anime-planet.com/anime/saint-seiya-the-hades-chapter-inferno,1253
Saint Seiya: Knights of the Zodiac,https://www.anime-planet.com/anime/saint-seiya-knights-of-the-zodiac,1254
Saint Seiya: The Hades Chapter - Sanctuary,https://www.anime-planet.com/anime/saint-seiya-the-hades-chapter-sanctuary,1257
Samurai Pizza Cats,https://www.anime-planet.com/anime/samurai-pizza-cats,1261
∞,https://www.anime-planet.com/anime/infinity,1262
King of Prism: Pride the Hero,https://www.anime-planet.com/anime/king-of-prism-pride-the-hero,34032
Samurai Warriors,https://www.anime-planet.com/anime/samurai-warriors,1264
Pokemon Sun & Moon,https://www.anime-planet.com/anime/pokemon-sun-and-moon,34034
Bio Hunter,https://www.anime-planet.com/anime/bio-hunter,1269
Black Magic M-66,https://www.anime-planet.com/anime/black-magic-m-66,1270
Detective Conan: Episode One - The Great Detective Turned Small,https://www.anime-planet.com/anime/detective-conan-episode-one-the-great-detective-turned-small,34036
Aquarian Age: The Movie,https://www.anime-planet.com/anime/aquarian-age-the-movie,1268
Ys,https://www.anime-planet.com/anime/ys,1276
Ys II: Castle in the Heavens,https://www.anime-planet.com/anime/ys-ii-castle-in-the-heavens,1277
Sailor Moon Super S Plus - Ami's First Love,https://www.anime-planet.com/anime/sailor-moon-super-s-plus-amis-first-love,1278
The Mysterious Cities of Gold,https://www.anime-planet.com/anime/the-mysterious-cities-of-gold,1279
Devil Hunter Yohko,https://www.anime-planet.com/anime/devil-hunter-yohko,1280
Ghost Stories,https://www.anime-planet.com/anime/ghost-stories,1281
Seoul Station,https://www.anime-planet.com/anime/seoul-station,34048
Akiba's Trip: The Animation,https://www.anime-planet.com/anime/akibas-trip-the-animation,34051
Gestalt,https://www.anime-planet.com/anime/gestalt,1283
MD Geist,https://www.anime-planet.com/anime/md-geist,1285
Patlabor: The Mobile Police,https://www.anime-planet.com/anime/patlabor-the-mobile-police,1288
Jewel BEM Hunter Lime,https://www.anime-planet.com/anime/jewel-bem-hunter-lime,1284
Afro Samurai,https://www.anime-planet.com/anime/afro-samurai,1292
Odin: Starlight Mutiny,https://www.anime-planet.com/anime/odin-starlight-mutiny,1287
Urusei Yatsura,https://www.anime-planet.com/anime/urusei-yatsura,1293
Project A-ko: Uncivil Wars,https://www.anime-planet.com/anime/project-a-ko-uncivil-wars,1295
Project A-Ko 2: Plot of the Daitokuji Financial Group,https://www.anime-planet.com/anime/project-a-ko-2-plot-of-the-daitokuji-financial-group,1296
Project A-Ko 3: Cinderella Rhapsody,https://www.anime-planet.com/anime/project-a-ko-3-cinderella-rhapsody,1297
Project A-Ko 4: Final,https://www.anime-planet.com/anime/project-a-ko-4-final,1298
Flag,https://www.anime-planet.com/anime/flag,1299
Omishi Magical Theater: Risky Safety,https://www.anime-planet.com/anime/omishi-magical-theater-risky-safety,1300
Galaxy Express 999 Movie,https://www.anime-planet.com/anime/galaxy-express-999-movie,1301
Adieu Galaxy Express 999,https://www.anime-planet.com/anime/adieu-galaxy-express-999,1302
The Animatrix,https://www.anime-planet.com/anime/the-animatrix,1303
The Eccentric Family 2,https://www.anime-planet.com/anime/the-eccentric-family-2,34076
Cardfight!! Vanguard G: Next,https://www.anime-planet.com/anime/cardfight-vanguard-g-next,34077
Chobits: Hibiya and Kotoko Chat,https://www.anime-planet.com/anime/chobits-hibiya-and-kotoko-chat,1311
Dai-Guard,https://www.anime-planet.com/anime/dai-guard,1312
Digimon Adventure 02,https://www.anime-planet.com/anime/digimon-adventure-02,1313
∞,https://www.anime-planet.com/anime/infinity,34083
Idaten Jump,https://www.anime-planet.com/anime/idaten-jump,1316
Eyeshield 21: Maboroshi no Golden Bowl,https://www.anime-planet.com/anime/eyeshield-21-maboroshi-no-golden-bowl,1317
∞,https://www.anime-planet.com/anime/infinity,34085
Chiruran: Nibun no Ichi,https://www.anime-planet.com/anime/chiruran-nibun-no-ichi,34088
Earthian,https://www.anime-planet.com/anime/earthian,1324
Violinist of Hamelin,https://www.anime-planet.com/anime/violinist-of-hamelin,1325
Aoki Densetsu Shoot!,https://www.anime-planet.com/anime/aoki-densetsu-shoot,1327
One Pound Gospel,https://www.anime-planet.com/anime/one-pound-gospel,1328
Gintama°,https://www.anime-planet.com/anime/gintama-2015,34096
Gintama.,https://www.anime-planet.com/anime/gintama-2017,34096
Gintama',https://www.anime-planet.com/anime/gintama-2011,34096
Gintama,https://www.anime-planet.com/anime/gintama,34096
Sakurada Reset,https://www.anime-planet.com/anime/sakurada-reset,34102
Knight's & Magic,https://www.anime-planet.com/anime/knights-and-magic,34104
Tokyo Revelation,https://www.anime-planet.com/anime/tokyo-revelation,1338
Judge,https://www.anime-planet.com/anime/judge,1340
8 Man After,https://www.anime-planet.com/anime/8-man-after,1344
Psychic Wars,https://www.anime-planet.com/anime/psychic-wars,1345
AD Police,https://www.anime-planet.com/anime/ad-police,1346
Bubblegum Crisis,https://www.anime-planet.com/anime/bubblegum-crisis,1347
Bubblegum Crash!,https://www.anime-planet.com/anime/bubblegum-crash,1348
AD Police,https://www.anime-planet.com/anime/ad-police,1349
Parasite Dolls,https://www.anime-planet.com/anime/parasite-dolls,1350
Angel Cop,https://www.anime-planet.com/anime/angel-cop,1351
Cyber City Oedo 808,https://www.anime-planet.com/anime/cyber-city-oedo-808,1352
Fist of the North Star 2,https://www.anime-planet.com/anime/fist-of-the-north-star-2,1356
New Fist of the North Star,https://www.anime-planet.com/anime/new-fist-of-the-north-star,1357
Fist of the North Star: The Movie,https://www.anime-planet.com/anime/fist-of-the-north-star-the-movie,1358
High School Fleet OVA,https://www.anime-planet.com/anime/high-school-fleet-ova,34125
Final Fantasy: The Spirits Within,https://www.anime-planet.com/anime/final-fantasy-the-spirits-within,1361
One-Punch Man 2,https://www.anime-planet.com/anime/one-punch-man-2,34134
∞,https://www.anime-planet.com/anime/infinity,1367
∞,https://www.anime-planet.com/anime/infinity,1366
∞,https://www.anime-planet.com/anime/infinity,1369
∞,https://www.anime-planet.com/anime/infinity,1368
Phoenix,https://www.anime-planet.com/anime/phoenix,1371
Black Jack Special: The 4 Miracles of Life,https://www.anime-planet.com/anime/black-jack-special-the-4-miracles-of-life,1373
Daddy Long Legs,https://www.anime-planet.com/anime/daddy-long-legs,1375
Ojamajo Doremi Na-i-sho,https://www.anime-planet.com/anime/ojamajo-doremi-naisho,1376
Mt. Head,https://www.anime-planet.com/anime/mt-head,1370
∞,https://www.anime-planet.com/anime/infinity,1379
Nyanko Days,https://www.anime-planet.com/anime/nyanko-days,34148
Blue Gender: The Warrior,https://www.anime-planet.com/anime/blue-gender-the-warrior,1380
GaoGaiGar Final,https://www.anime-planet.com/anime/gaogaigar-final,1382
∞,https://www.anime-planet.com/anime/infinity,1381
Vampire Princess Miyu,https://www.anime-planet.com/anime/vampire-princess-miyu,1384
Wrath of the Ninja,https://www.anime-planet.com/anime/wrath-of-the-ninja-ova,1378
Future GPX Cyber Formula,https://www.anime-planet.com/anime/future-gpx-cyber-formula,1391
∞,https://www.anime-planet.com/anime/infinity,1392
Overlord: The Undead King,https://www.anime-planet.com/anime/overlord-the-undead-king,34161
∞,https://www.anime-planet.com/anime/infinity,1393
∞,https://www.anime-planet.com/anime/infinity,1394
∞,https://www.anime-planet.com/anime/infinity,1395
Macross 7,https://www.anime-planet.com/anime/macross-7,1397
Macross Dynamite 7,https://www.anime-planet.com/anime/macross-dynamite-7,1398
Macross 7 Encore,https://www.anime-planet.com/anime/macross-7-encore,1399
Macross 7: The Galaxy is Calling Me,https://www.anime-planet.com/anime/macross-7-the-galaxy-is-calling-me,1400
Cocolors,https://www.anime-planet.com/anime/cocolors,34167
Buddy Go! 2,https://www.anime-planet.com/anime/buddy-go-2,34173
Grimoire of Zero,https://www.anime-planet.com/anime/grimoire-of-zero,34176
Angel's 3Piece!,https://www.anime-planet.com/anime/angels-3-piece,34177
Knights of Ramune,https://www.anime-planet.com/anime/knights-of-ramune,1411
Lupin III,https://www.anime-planet.com/anime/lupin-the-3rd,1412
∞,https://www.anime-planet.com/anime/infinity,1413
∞,https://www.anime-planet.com/anime/infinity,1414
Lupin III: Dead or Alive,https://www.anime-planet.com/anime/lupin-the-3rd-dead-or-alive,1416
Lupin III: Farewell to Nostradamus,https://www.anime-planet.com/anime/lupin-the-3rd-farewall-to-nostradamus,1419
∞,https://www.anime-planet.com/anime/infinity,1421
Lupin III: Part II,https://www.anime-planet.com/anime/lupin-the-3rd-part-2,1425
Lupin III: Part III,https://www.anime-planet.com/anime/lupin-the-3rd-part-3,1426
Lupin III: Return Of Pycal,https://www.anime-planet.com/anime/lupin-the-3rd-return-of-pycal,1427
Lupin III: The Castle of Cagliostro,https://www.anime-planet.com/anime/lupin-the-3rd-the-castle-of-cagliostro,1430
Lupin III: The Fuma Conspiracy,https://www.anime-planet.com/anime/lupin-the-3rd-the-fuma-conspiracy,1432
∞,https://www.anime-planet.com/anime/infinity,1433
∞,https://www.anime-planet.com/anime/infinity,1434
∞,https://www.anime-planet.com/anime/infinity,1436
Ninja Cadets,https://www.anime-planet.com/anime/ninja-cadets,1440
Night on the Galactic Railroad,https://www.anime-planet.com/anime/night-on-the-galactic-railroad,1441
Reign: The Conqueror,https://www.anime-planet.com/anime/reign-the-conqueror,1442
Sol Bianca,https://www.anime-planet.com/anime/sol-bianca,1443
Sol Bianca: The Legacy,https://www.anime-planet.com/anime/sol-bianca-the-legacy,1444
Speed Racer,https://www.anime-planet.com/anime/speed-racer,1445
Escha Chron,https://www.anime-planet.com/anime/escha-chron,34208
Meiji Tokyo Renka,https://www.anime-planet.com/anime/meiji-tokyo-renka,34209
Tawawa on Monday,https://www.anime-planet.com/anime/tawawa-on-monday,34213
Brigadoon,https://www.anime-planet.com/anime/brigadoon,1450
Sword for Truth,https://www.anime-planet.com/anime/sword-for-truth,1451
Maison Ikkoku,https://www.anime-planet.com/anime/maison-ikkoku,1453
Kemonozume,https://www.anime-planet.com/anime/kemonozume,1454
Ninja Resurrection,https://www.anime-planet.com/anime/ninja-resurrection,1455
Key the Metal Idol,https://www.anime-planet.com/anime/key-the-metal-idol,1457
Forest Fairy Five,https://www.anime-planet.com/anime/forest-fairy-five,34223
Tekkaman Blade,https://www.anime-planet.com/anime/tekkaman-blade,1459
∞,https://www.anime-planet.com/anime/infinity,34016
∞,https://www.anime-planet.com/anime/infinity,32861
Brave Witches,https://www.anime-planet.com/anime/brave-witches,32866
Kuroko's Basketball Movie 1: Winter Cup Highlights -Shadow and Light-,https://www.anime-planet.com/anime/kurokos-basketball-movie-1-winter-cup-highlights-shadow-and-light,32869
Kuroko's Basketball Movie 2: Winter Cup Highlights -Beyond the Tears-,https://www.anime-planet.com/anime/kurokos-basketball-movie-2-winter-cup-highlights-beyond-the-tears,32870
Kuroko's Basketball Movie 3: Winter Cup Highlights -Crossing the Door-,https://www.anime-planet.com/anime/kurokos-basketball-movie-3-winter-cup-highlights-crossing-the-door,32871
∞,https://www.anime-planet.com/anime/infinity,32879
Love Bites,https://www.anime-planet.com/anime/love-bites,32894
"Kiss Him, Not Me",https://www.anime-planet.com/anime/kiss-him-not-me,32899
Eromanga Sensei,https://www.anime-planet.com/anime/eromanga-sensei,32901
Crane Game Girls,https://www.anime-planet.com/anime/crane-game-girls,32906
∞,https://www.anime-planet.com/anime/infinity,32934
Phoenix Wright: Ace Attorney - Spirit of Justice Prologue,https://www.anime-planet.com/anime/phoenix-wright-ace-attorney-spirit-of-justice-prologue,32946
Battery,https://www.anime-planet.com/anime/battery,32947
Mama wa Shougaku 4-nensei,https://www.anime-planet.com/anime/mama-wa-shougaku-4-nensei,333
Magical Canan,https://www.anime-planet.com/anime/magical-canan,349
Belle to Kaijuu Ouji,https://www.anime-planet.com/anime/belle-to-kaijuu-ouji,34227
Tekkaman Blade II,https://www.anime-planet.com/anime/tekkaman-blade-ii,1460
Memories,https://www.anime-planet.com/anime/memories,1462
Sadamitsu the Destroyer,https://www.anime-planet.com/anime/sadamitsu-the-destroyer,1465
Baoh,https://www.anime-planet.com/anime/baoh,1468
Monster Rancher,https://www.anime-planet.com/anime/monster-rancher,1469
City Hunter,https://www.anime-planet.com/anime/city-hunter,1470
City Hunter 2,https://www.anime-planet.com/anime/city-hunter-2,1471
Shelter,https://www.anime-planet.com/anime/shelter,34240
City Hunter 3,https://www.anime-planet.com/anime/city-hunter-3,1472
City Hunter '91,https://www.anime-planet.com/anime/city-hunter-91,1473
City Hunter: .357 Magnum,https://www.anime-planet.com/anime/city-hunter-357-magnum,1474
City Hunter: Bay City Wars,https://www.anime-planet.com/anime/city-hunter-bay-city-wars,1475
City Hunter: Million Dollar Conspiracy,https://www.anime-planet.com/anime/city-hunter-million-dollar-conspiracy,1476
City Hunter: The Secret Service,https://www.anime-planet.com/anime/city-hunter-the-secret-service,1477
City Hunter: Goodbye My Sweetheart,https://www.anime-planet.com/anime/city-hunter-goodbye-my-sweetheart,1478
∞,https://www.anime-planet.com/anime/infinity,1480
∞,https://www.anime-planet.com/anime/infinity,1479
D.Gray-man,https://www.anime-planet.com/anime/dgrayman,1482
Urusei Yatsura Special: It's Spring! Take Off!,https://www.anime-planet.com/anime/urusei-yatsura-special-its-spring-take-off,1481
Blood Reign: Curse of the Yoma,https://www.anime-planet.com/anime/blood-reign-curse-of-the-yoma,1484
Kodocha,https://www.anime-planet.com/anime/kodocha,1486
∞,https://www.anime-planet.com/anime/infinity,1487
Area 88,https://www.anime-planet.com/anime/area-88,1488
∞,https://www.anime-planet.com/anime/infinity,1489
The Galaxy Railways,https://www.anime-planet.com/anime/the-galaxy-railways,1490
Galaxy Express 999,https://www.anime-planet.com/anime/galaxy-express-999,1491
Project ARMS,https://www.anime-planet.com/anime/project-arms,1492
Project ARMS: The 2nd Chapter,https://www.anime-planet.com/anime/project-arms-the-2nd-chapter,1493
The Royal Tutor,https://www.anime-planet.com/anime/the-royal-tutor,34262
Darkside Blues,https://www.anime-planet.com/anime/darkside-blues,1494
Maetel Legend,https://www.anime-planet.com/anime/maetel-legend,1495
Miyuki-chan in Wonderland,https://www.anime-planet.com/anime/miyuki-chan-in-wonderland,1496
Black Blood Brothers,https://www.anime-planet.com/anime/black-blood-brothers,1498
Kaleido Star: It's Good! Goood!!,https://www.anime-planet.com/anime/kaleido-star-its-good-goood,1501
Super Dimensional Fortress Macross: Flash Back 2012,https://www.anime-planet.com/anime/super-dimensional-fortress-macross-flash-back-2012,1504
∞,https://www.anime-planet.com/anime/infinity,1505
Sci-fi Harry,https://www.anime-planet.com/anime/sci-fi-harry,1508
Save Me! Lollipop,https://www.anime-planet.com/anime/save-me-lollipop,1509
Record of Grancrest War,https://www.anime-planet.com/anime/record-of-grancrest-war,34279
Gamers!,https://www.anime-planet.com/anime/gamers,34280
UFO Ultramaiden Valkyrie 3: Bride of Celestial Souls' Day,https://www.anime-planet.com/anime/ufo-ultramaiden-valkyrie-3-bride-of-celestial-souls-day,1514
Sentou Yousei Shoujo Tasukete! Mave-chan,https://www.anime-planet.com/anime/sentou-yousei-shoujo-tasukete-mave-chan,1515
Kirarin Revolution,https://www.anime-planet.com/anime/kirarin-revolution,1516
Silent Mobius,https://www.anime-planet.com/anime/silent-mobius,1517
Black Lagoon: The Second Barrage,https://www.anime-planet.com/anime/black-lagoon-the-second-barrage,1519
Black Jack,https://www.anime-planet.com/anime/black-jack,1520
Black Jack: The Movie,https://www.anime-planet.com/anime/black-jack-the-movie,1521
Schoolgirl Strikers: Animation Channel,https://www.anime-planet.com/anime/schoolgirl-strikers-animation-channel,34289
∞,https://www.anime-planet.com/anime/infinity,34290
Windy Tales,https://www.anime-planet.com/anime/windy-tales,1524
Battle Skipper School,https://www.anime-planet.com/anime/battle-skipper-school,1528
Kanon (2006),https://www.anime-planet.com/anime/kanon-2006,1530
Full-Time Magister,https://www.anime-planet.com/anime/full-time-magister,34300
Sukisho,https://www.anime-planet.com/anime/sukisho,1532
Wedding Peach,https://www.anime-planet.com/anime/wedding-peach,1533
Death Note,https://www.anime-planet.com/anime/death-note,1535
Buso Renkin,https://www.anime-planet.com/anime/buso-renkin,1536
Pumpkin Scissors,https://www.anime-planet.com/anime/pumpkin-scissors,1538
Touch: Cross Road - Kaze no Yukue,https://www.anime-planet.com/anime/touch-cross-road-kaze-no-yukue,1539
"Touch: Miss Lonely Yesterday - Arekara, Kimi wa",https://www.anime-planet.com/anime/touch-miss-lonely-yesterday-arekara-kimi-wa,1540
Fist of the Blue Sky,https://www.anime-planet.com/anime/fist-of-the-blue-sky,1541
Brain Powered,https://www.anime-planet.com/anime/brain-powered,1542
Brighter than the Dawning Blue,https://www.anime-planet.com/anime/brighter-than-the-dawning-blue,1543
Negima!?,https://www.anime-planet.com/anime/negima-2,1546
Negima!,https://www.anime-planet.com/anime/negima-1,1546
Queen Millennia,https://www.anime-planet.com/anime/queen-millennia,1548
Queen Millennia Movie,https://www.anime-planet.com/anime/queen-millennia-movie,1549
Attack No. 1,https://www.anime-planet.com/anime/attack-no-1,1550
Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,https://www.anime-planet.com/anime/hiatari-ryoukou-yume-no-naka-ni-kimi-ga-ita,1552
Fate/Grand Order: First Order,https://www.anime-planet.com/anime/fate-grand-order-first-order,34321
Living for the Day After Tomorrow,https://www.anime-planet.com/anime/living-for-the-day-after-tomorrow,1554
Tokimeki Memorial: Only Love,https://www.anime-planet.com/anime/tokimeki-memorial-only-love,1555
Demon Prince Enma,https://www.anime-planet.com/anime/demon-prince-enma,1556
Shounen Onmyouji,https://www.anime-planet.com/anime/shounen-onmyouji,1557
Queen Emeraldas,https://www.anime-planet.com/anime/queen-emeraldas,1553
History's Strongest Disciple Kenichi,https://www.anime-planet.com/anime/historys-strongest-disciple-kenichi,1559
Pokemon XY&Z Specials,https://www.anime-planet.com/anime/pokemon-xy-z-specials,34325
Lovely Idol,https://www.anime-planet.com/anime/lovely-idol,1561
The Wallflower,https://www.anime-planet.com/anime/the-wallflower,1562
Pokemon: Diamond & Pearl,https://www.anime-planet.com/anime/pokemon-diamond-and-pearl,1565
Ghost in the Shell: Stand Alone Complex - Solid State Society,https://www.anime-planet.com/anime/ghost-in-the-shell-stand-alone-complex-solid-state-society,1566
∞,https://www.anime-planet.com/anime/infinity,1568
Otoboku: Maidens Are Falling For Me!,https://www.anime-planet.com/anime/otoboku-maidens-are-falling-for-me,1569
Happiness!,https://www.anime-planet.com/anime/happiness,1570
Ghost Hunt,https://www.anime-planet.com/anime/ghost-hunt,1571
Kimba the White Lion,https://www.anime-planet.com/anime/kimba-the-white-lion,1572
Zenki,https://www.anime-planet.com/anime/zenki,1573
Ikemen Sengoku: Bromances Across Time,https://www.anime-planet.com/anime/ikemen-sengoku-bromances-across-time,34337
Code Geass: Lelouch of the Rebellion,https://www.anime-planet.com/anime/code-geass-lelouch-of-the-rebellion,1575
Intrigue in the Bakumatsu: Irohanihoheto,https://www.anime-planet.com/anime/intrigue-in-the-bakumatsu-irohanihoheto,1576
You're Under Arrest!,https://www.anime-planet.com/anime/youre-under-arrest,1577
Koi Suru Tenshi Angelique: Kokoro no Mezameru Toki,https://www.anime-planet.com/anime/koi-suru-tenshi-angelique-kokoro-no-mezameru-toki,1578
La Corda D'Oro ~primo passo~,https://www.anime-planet.com/anime/la-corda-d-oro-primo-passo,1579
Madara,https://www.anime-planet.com/anime/madara,1580
Gift: Eternal Rainbow,https://www.anime-planet.com/anime/gift-eternal-rainbow,1581
009-1,https://www.anime-planet.com/anime/009-1,1583
Stratos 4 Advance: Kanketsu-hen,https://www.anime-planet.com/anime/stratos-4-advance-kanketsu-hen,1584
Submarine 707R,https://www.anime-planet.com/anime/submarine-707r,1582
Tristia of the Deep Blue Sea,https://www.anime-planet.com/anime/tristia-of-the-deep-blue-sea,1586
Ghost Slayers Ayashi,https://www.anime-planet.com/anime/ghost-slayers-ayashi,1587
Mamoru-kun ni Megami no Shukufuku wo!,https://www.anime-planet.com/anime/mamoru-kun-ni-megami-no-shukufuku-wo,1588
Bartender,https://www.anime-planet.com/anime/bartender,1589
Kujibiki Unbalance,https://www.anime-planet.com/anime/kujibiki-unbalance,1591
Hataraki Man,https://www.anime-planet.com/anime/hataraki-man,1592
Azumanga Web Daioh,https://www.anime-planet.com/anime/azumanga-web-daioh,1593
Hell Girl: Two Mirrors,https://www.anime-planet.com/anime/hell-girl-two-mirrors,1594
Arcade Gamer Fubuki,https://www.anime-planet.com/anime/arcade-gamer-fubuki,1596
Panyo Panyo Di Gi Charat,https://www.anime-planet.com/anime/panyo-panyo-di-gi-charat,1597
Casshan: Robot Hunter,https://www.anime-planet.com/anime/casshan-robot-hunter,1598
Eat-Man '98,https://www.anime-planet.com/anime/eat-man-98,1599
Vatican Miracle Examiner,https://www.anime-planet.com/anime/vatican-miracle-examiner,34368
Red Garden,https://www.anime-planet.com/anime/red-garden,1601
Strain: Strategic Armored Infantry,https://www.anime-planet.com/anime/strain-strategic-armored-infantry,1602
Super Robot Wars OG: Divine Wars,https://www.anime-planet.com/anime/super-robot-wars-og-divine-wars,1603
REBORN!,https://www.anime-planet.com/anime/reborn,1604
∞,https://www.anime-planet.com/anime/infinity,34366
Kekkaishi,https://www.anime-planet.com/anime/kekkaishi,1606
Venus Versus Virus,https://www.anime-planet.com/anime/venus-versus-virus,1607
∞,https://www.anime-planet.com/anime/infinity,1608
My-Otome Zwei,https://www.anime-planet.com/anime/my-otome-zwei,1609
∞,https://www.anime-planet.com/anime/infinity,34374
Galerians: Rion,https://www.anime-planet.com/anime/galerians-rion,1611
∞,https://www.anime-planet.com/anime/infinity,34375
∞,https://www.anime-planet.com/anime/infinity,1613
Captain Tsubasa: Road to 2002,https://www.anime-planet.com/anime/captain-tsubasa-road-to-2002,1614
Citrus,https://www.anime-planet.com/anime/citrus,34382
∞,https://www.anime-planet.com/anime/infinity,34376
Massugu ni Ikou,https://www.anime-planet.com/anime/massugu-ni-ikou,1617
∞,https://www.anime-planet.com/anime/infinity,1618
Negima!? Haru Special!?,https://www.anime-planet.com/anime/negima-haru-special,1619
MAPS,https://www.anime-planet.com/anime/maps,1620
Koro-sensei Quest!,https://www.anime-planet.com/anime/koro-sensei-quest,34389
Kai Doh Maru,https://www.anime-planet.com/anime/kai-doh-maru,1622
Haru no Ashioto The Movie: Ourin Dakkan,https://www.anime-planet.com/anime/haru-no-ashioto-the-movie-ourin-dakkan,1621
One Room,https://www.anime-planet.com/anime/one-room,34392
∞,https://www.anime-planet.com/anime/infinity,1624
Harmagedon,https://www.anime-planet.com/anime/harmagedon,1626
∞,https://www.anime-planet.com/anime/infinity,1627
Demon Lord Dante,https://www.anime-planet.com/anime/demon-lord-dante,1628
The Devil Lady,https://www.anime-planet.com/anime/the-devil-lady,1629
Elf Princess Rane,https://www.anime-planet.com/anime/elf-princess-rane,1630
∞,https://www.anime-planet.com/anime/infinity,1631
Yuuki Yuuna wa Yuushabu Shozoku,https://www.anime-planet.com/anime/yuuki-yuuna-wa-yuushabu-shozoku,34394
Room Mate,https://www.anime-planet.com/anime/room-mate,34393
Love Kome: We Love Rice,https://www.anime-planet.com/anime/love-kome-we-love-rice,34402
Peter Pan no Bouken,https://www.anime-planet.com/anime/peter-pan-no-bouken,1638
Angel's Feather,https://www.anime-planet.com/anime/angels-feather,1640
Iron Virgin Jun,https://www.anime-planet.com/anime/iron-virgin-jun,1641
Sugar Sugar Rune,https://www.anime-planet.com/anime/sugar-sugar-rune,1642
