Anime,URL,Tags,Alts,id
Asobi Asobase,https://www.anime-planet.com/anime/asobi-asobase,"['Comedy', 'All-Girls School', 'Breaking the Fourth Wall', 'Gag', 'School Club', 'School Life', 'Slapstick', 'Violence', 'Based on a Manga']","
Alt title: Asobi Asobase - workshop of fun -
",37171
Asobi Asobase Specials,https://www.anime-planet.com/anime/asobi-asobase-specials,"['Comedy', 'Based on a Manga']","
Alt title: Asobi Asobase - workshop of fun - Specials
",38002
Asobi Asobase OVA,https://www.anime-planet.com/anime/asobi-asobase-ova,"['Comedy', 'All-Girls School', 'Gag', 'School Life', 'Slapstick', 'Based on a Manga']","
Alt title: Asobi Asobase - workshop of fun - OVA
",37996
Cat Planet Cuties,https://www.anime-planet.com/anime/cat-planet-cuties,"['Action', 'Ecchi', 'Harem', 'Sci Fi', 'Seinen', 'Aliens', 'Animal Characteristics', 'Non-Human Protagonists', 'Robots', 'Based on a Light Novel']","
Alt titles: Asobi ni Iku yo!, Bombshells from the Sky
",6166
Cat Planet Cuties: Come Drop By - Owari,https://www.anime-planet.com/anime/cat-planet-cuties-come-drop-by-owari,['Comedy'],"
Alt titles: Asobi ni Iku yo! Asobi ni Oide - Owari, Bombshells from the Sky: Come Drop By - Owari
",29998
Asobotto Senki Goku,https://www.anime-planet.com/anime/asobotto-senki-goku,"['Action', 'Adventure', 'Sci Fi', 'Shounen', 'Journey to the West', 'Based on a Manga']","
Alt title: Monkey Typhoon
",3193
assassinspride,https://www.anime-planet.com/anime/assassins-pride,"['Action', 'Drama', 'Fantasy', 'Romance', 'Seinen', 'Assassins', 'Magic', 'Nobility', 'Secret Identity', 'Student-Teacher Relationship', 'Tutors', 'Violence', 'Based on a Light Novel']",,38572
assaultlilybouquet,https://www.anime-planet.com/anime/assault-lily-bouquet,"['Action', 'GL', 'Sci Fi', 'Shoujo-ai', 'Magic', 'Monsters', 'School Life', 'Violence']",,40550
Assemble Insert,https://www.anime-planet.com/anime/assemble-insert,"['Comedy', 'Sci Fi', 'Seinen', 'Idols', 'Parody', 'Police', 'Power Suits', 'Robots', 'Based on a Manga']",,2414
Astarotte's Toy,https://www.anime-planet.com/anime/astarottes-toy,"['Comedy', 'Ecchi', 'Fantasy', 'Romance', 'Seinen', 'Age Gap', 'Demons', 'Person in a Strange World', 'Royalty', 'Tsundere', 'Based on a Manga']","
Alt title: Astarotte no Omocha!
",9736
Harumaki Gohan: Aster,https://www.anime-planet.com/anime/harumaki-gohan-aster,['Vocaloid'],,50116
astroboy2003,https://www.anime-planet.com/anime/astro-boy-2003,"['Sci Fi', 'Shounen', 'Androids', 'Non-Human Protagonists', 'Robots', 'Superheroes', 'Based on a Manga']","
Alt title: Tetsuwan Atom (2003)
",971
astroganger,https://www.anime-planet.com/anime/astroganger,"['Action', 'Mecha', 'Sci Fi', 'Monster-of-the-week', 'Original Work']",,5311
Samurai Harem: Asu no Yoichi,https://www.anime-planet.com/anime/samurai-harem-asu-no-yoichi,"['Comedy', 'Ecchi', 'Harem', 'Shounen', 'Lifestyle Change', 'Roommates', 'Samurai', 'Based on a Manga']","
Alt title: Asu no Yoichi!
",4999
Asura,https://www.anime-planet.com/anime/asura,"['Action', 'Drama', 'Seinen', '15th Century', 'Child Protagonists', 'Feudal Japan', 'Poverty', 'Cannibalism', 'Mature Themes', 'Nudity', 'Physical Abuse', 'Based on a Manga', 'CG Animation']",,8475
Asura Cryin',https://www.anime-planet.com/anime/asura-cryin,"['Action', 'Drama', 'Mecha', 'Mystery', 'Sci Fi', 'Based on a Light Novel']",,5342
Asura Cryin' 2,https://www.anime-planet.com/anime/asura-cryin-2,"['Action', 'Drama', 'Mecha', 'Sci Fi', 'Based on a Light Novel']",,6676
Atagoal wa Neko no Mori,https://www.anime-planet.com/anime/atagoal-wa-neko-no-mori,"['Adventure', 'Comedy', 'Fantasy', 'Animal Protagonists', 'Anthropomorphic', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'CG Animation']",,5503
mthead,https://www.anime-planet.com/anime/mt-head,"['Fantasy', 'Rakugo', 'Shorts']","
Alt title: Atama Yama
",1370
asiankungfugenerationatarashiisekai,https://www.anime-planet.com/anime/asian-kung-fu-generation-atarashii-sekai,[],"
Alt title: Atarashii Sekai
",6533
I’m Kodama Kawashiri,https://www.anime-planet.com/anime/im-kodama-kawashiri,"['Food and Beverage', 'Short Episodes', 'Based on a Manga']","
Alt title: Atasha Kawashiri Kodama Da yo: Dangerous Lifehacker no Tadareta Seikatsu
",49780
Atashinchi,https://www.anime-planet.com/anime/atashinchi,"['Comedy', 'Slice of Life', 'Episodic', 'Family Friendly', 'Family Life', 'Based on a Manga']",,3006
Atom: The Beginning,https://www.anime-planet.com/anime/atom-the-beginning,"['Sci Fi', 'Seinen', 'Non-Human Protagonists', 'Robots', 'Based on a Manga']",,33371
attackno1,https://www.anime-planet.com/anime/attack-no-1,"['Romance', 'Shoujo', 'Sports', 'Love Triangle', 'School Life', 'Transfer Students', 'Volleyball', 'Based on a Manga']",,1550
Attack Zero x Evangelion,https://www.anime-planet.com/anime/attack-zero-x-evangelion,"['Commercials', 'Promotional']",,43745
attackeryou,https://www.anime-planet.com/anime/attacker-you,"['Romance', 'Shoujo', 'Sports', 'School Life', 'Volleyball', 'Based on a Manga']",,3081
Nanami Yoshi: Attouteki Vivid Days,https://www.anime-planet.com/anime/nanami-yoshi-attouteki-vivid-days,"['Dancing', 'CG Animation']",,39826
attraction,https://www.anime-planet.com/anime/attraction,"['Shorts', 'Original Work']",,9846
Aura: Koga Maryuin's Last War,https://www.anime-planet.com/anime/aura-koga-maryuins-last-war,"['Drama', 'Romance', 'School Life', 'Transfer Students', 'Bullying', 'Nudity', 'Based on a Light Novel']","
Alt title: Aura: Maryuuinkouga Saigo no Tatakai
",14669
Avenger,https://www.anime-planet.com/anime/avenger,"['Adventure', 'Fantasy', 'Sci Fi', 'Androids', 'Non-Human Protagonists', 'Robots', 'Original Work']",,56
avengersconfidentialblackwidowpunisher,https://www.anime-planet.com/anime/avengers-confidential-black-widow-and-punisher,"['Action', 'Sci Fi', 'Marvel Comics', 'Superheroes', 'Superpowers', 'Based on a Comic Book']",,25457
earwigandthewitch,https://www.anime-planet.com/anime/earwig-and-the-witch,"['Fantasy', 'Family Friendly', 'Magic', 'Orphans', 'Supernatural', 'Witches', 'Based on a Novel', 'CG Animation']","
Alt title: Aya to Majo
",42143
ayakashi,https://www.anime-planet.com/anime/ayakashi,"['Action', 'Horror', 'Mature Romance', 'Supernatural', 'Superpowers', 'Bullying', 'Explicit Violence', 'Physical Abuse', 'Based on an Eroge', 'Based on a Visual Novel']",,3166
Ayakashi: Japanese Classic Horror,https://www.anime-planet.com/anime/ayakashi-japanese-classic-horror,"['Fantasy', 'Horror', 'Based on a Play', 'Collections', 'Demons', 'Episodic', 'Japanese Mythology', 'noitaminA', 'Youkai', 'Violence', 'Original Work']","
Alt title: Ayakashi: Samurai Horror Tales
",586
"KATE: Ayanami Rei, Hajimete no Kuchibeni",https://www.anime-planet.com/anime/kate-ayanami-rei-hajimete-no-kuchibeni,"['Commercials', 'Promotional']",,43751
Ayane's High Kick,https://www.anime-planet.com/anime/ayanes-high-kick,"['Action', 'Sports', 'Hand to Hand Combat', 'Kickboxing', 'Martial Arts', 'Tournaments', 'Original Work']",,2183
"Ceres, Celestial Legend",https://www.anime-planet.com/anime/ceres-celestial-legend,"['Fantasy', 'Romance', 'Shoujo', 'Angels', 'Love Triangle', 'Reincarnation', 'Based on a Manga']","
Alt title: Ayashi no Ceres
",104
Azuki-chan,https://www.anime-planet.com/anime/azuki-chan,"['Comedy', 'Romance', 'Slice of Life', 'Child Protagonists', 'School Life', 'Original Work']",,1893
Azuki-chan Movie,https://www.anime-planet.com/anime/azuki-chan-movie,['Original Work'],,6095
Azumanga Daioh,https://www.anime-planet.com/anime/azumanga-daioh,"['Comedy', 'Shounen', 'Slice of Life', 'Episodic', 'Gag', 'Iyashikei', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",,66
Azumanga Daioh: The Very Short Movie,https://www.anime-planet.com/anime/azumanga-daioh-the-very-short-movie,"['Comedy', 'Shounen', 'Gag', 'School Life', 'Shorts', 'Based on a 4-Koma Manga', 'Based on a Manga']",,659
Azumanga Web Daioh,https://www.anime-planet.com/anime/azumanga-web-daioh,"['Comedy', 'Shounen', 'Gag', 'School Life', 'Shorts', 'Based on a 4-Koma Manga', 'Based on a Manga']",,1593
azurlane,https://www.anime-planet.com/anime/azur-lane,"['Action', 'Anthropomorphic', 'Military', 'Ocean', 'Ship', 'War', 'World War 2', 'Nudity', 'Based on a Mobile Game']",,38328
Azur Lane: Slow Ahead!,https://www.anime-planet.com/anime/azur-lane-slow-ahead,"['Comedy', 'Slice of Life', 'Anthropomorphic', 'Military', 'Military School', 'School Life', 'Short Episodes', 'Based on a 4-Koma Manga', 'Based on a Manga']","
Alt title: Azur Lane: Bisoku Zenshin!
",40930
Azur Lane: Slow Ahead! Hokorashiki Bokou ni Shukusai wo,https://www.anime-planet.com/anime/azur-lane-slow-ahead-hokorashiki-bokou-ni-shukusai-wo,"['Comedy', 'Slice of Life', 'Anthropomorphic', 'Military', 'Military School', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']","
Alt title: Azur Lane: Bisoku Zenshin! Hokorashiki Bokou ni Shukusai wo
",49487
Azur Lane: Queen's Orders,https://www.anime-planet.com/anime/azur-lane-queens-orders,"['Comedy', 'Shounen', 'Slice of Life', 'Anthropomorphic', 'Military', 'Based on a Manga']",,49793
Namie Amuro: B Who I Want 2 B,https://www.anime-planet.com/anime/namie-amuro-b-who-i-want-2-b,"['Action', 'Virtual Reality', 'Vocaloid']",,31880
B't X,https://www.anime-planet.com/anime/btx,"['Sci Fi', 'Shounen', 'Power Suits', 'Based on a Manga']",,286
B't X Neo,https://www.anime-planet.com/anime/btx-neo,"['Action', 'Sci Fi', 'Shounen', 'Power Suits', 'Based on a Manga']",,1736
blegendbattlebdaman,https://www.anime-planet.com/anime/b-legend-battle-b-daman,"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Child Protagonists', 'Family Friendly', 'Based on a Manga']",,2789
blegendbattlebdamanfirespirits,https://www.anime-planet.com/anime/b-legend-battle-b-daman-fire-spirits,"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Child Protagonists', 'Family Friendly', 'Tournaments', 'Based on a Manga']",,4667
B-PROJECT,https://www.anime-planet.com/anime/b-project,"['Drama', 'Idols', 'Music', 'Showbiz', 'Original Work']","
Alt title: B-PROJECT: Kodou Ambitious
",33046
B-PROJECT: Zecchou Emotion,https://www.anime-planet.com/anime/b-project-zecchou-emotion,"['Idols', 'Music', 'Showbiz', 'Original Work']",,36483
B: The Beginning,https://www.anime-planet.com/anime/b-the-beginning,"['Action', 'Mystery', 'Sci Fi', 'Conspiracy', 'Police', 'Superpowers', 'Terrorism', 'Explicit Violence', 'Original Work']",,32827
bthebeginningsuccession,https://www.anime-planet.com/anime/b-the-beginning-succession,"['Action', 'Mystery', 'Sci Fi', 'Conspiracy', 'Police', 'Superpowers', 'Terrorism', 'Explicit Violence', 'Original Work']",,37994
My ACG Parents,https://www.anime-planet.com/anime/my-acg-parents,"['Comedy', 'Slice of Life', 'Chinese Animation', 'Family Life', 'Otaku Culture', 'Short Episodes', 'Based on a Webtoon']","
Alt titles: Ba Ma Laizi Er Ciyuan, Otaku's Offspring
",44072
babmookja,https://www.anime-planet.com/anime/bab-mook-ja,"['Slice of Life', 'Korean Animation', 'Shorts', 'Original Work']",,30053
Babel II: Beyond Infinity,https://www.anime-planet.com/anime/babel-ii-beyond-infinity,"['Action', 'Adventure', 'Sci Fi', 'Psychic Powers', 'Robots', 'Supernatural', 'Based on a Manga']",,1664
babeliiova,https://www.anime-planet.com/anime/babel-ii-ova,"['Mecha', 'Sci Fi', 'Based on a Manga']","
Alt title: Babel II (1992)
",1665
Baby I Love You Daze,https://www.anime-planet.com/anime/baby-i-love-you-daze,"['Romance', 'Slice of Life', 'No Dialogue', 'Promotional', 'Shorts']",,38824
Baby Steps,https://www.anime-planet.com/anime/baby-steps,"['Shounen', 'Sports', 'School Life', 'Tennis', 'Tournaments', 'Based on a Manga']",,21185
Baby Steps 2,https://www.anime-planet.com/anime/baby-steps-2,"['Shounen', 'Sports', 'Tennis', 'Tournaments', 'Based on a Manga']",,27663
Babylon,https://www.anime-planet.com/anime/babylon,"['Mystery', 'Conspiracy', 'Political', 'Psychological', 'Thriller', 'Mature Themes', 'Suicide', 'Violence', 'Based on a Novel']",,37525
babylove,https://www.anime-planet.com/anime/baby-love,"['Romance', 'Shoujo', 'Based on a Manga']",,722
Baccano!,https://www.anime-planet.com/anime/baccano,"['Action', 'America', 'Criminals', 'Gangs', 'Human Experimentation', 'Mafia', 'Noir', 'Supernatural', 'Trains', 'Urban Fantasy', 'Explicit Violence', 'Based on a Light Novel']",,2251
Baccano! Specials,https://www.anime-planet.com/anime/baccano-specials,"['Action', 'America', 'Criminals', 'Gangs', 'Mafia', 'Violence', 'Based on a Light Novel']",,3901
backarrow,https://www.anime-planet.com/anime/back-arrow,"['Fantasy', 'Sci Fi', 'Amnesia', 'Outside World', 'Original Work']",,40964
Back Street Girls -GOKUDOLS-,https://www.anime-planet.com/anime/back-street-girls-gokudols,"['Comedy', 'Ecchi', 'Seinen', 'Gangs', 'Gender Bender', 'Idols', 'Lifestyle Change', 'Showbiz', 'Yakuza', 'Based on a Manga']",,36873
Bernard,https://www.anime-planet.com/anime/bernard,"['Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Bears', 'Korean Animation', 'Non-Human Protagonists', 'Short Episodes', 'Slapstick']","
Alt title: Backkom
",12145
mathru: Bacterial Contamination,https://www.anime-planet.com/anime/mathru-bacterial-contamination,"['Horror', 'Monsters', 'Vocaloid', 'Nudity', 'CG Animation']","
Alt title: Bacterial Contamination
",20855
Ed Sheeran: Bad Habits,https://www.anime-planet.com/anime/ed-sheeran-bad-habits,"['Idols', 'Supernatural', 'Vampires']",,49600
Baguda-jou no Touzoku,https://www.anime-planet.com/anime/baguda-jou-no-touzoku,"['Black and White', 'Shorts']","
Alt title: Burglars of ""Baghdad"" Castle
",28041
White Snake 2: Green Snake,https://www.anime-planet.com/anime/white-snake-2-green-snake,"['Action', 'Adventure', 'Fantasy', 'Ancient China', 'Chinese Animation', 'Martial Arts']","
Alt title: Bai She 2: Qing She Jie Qi
",49409
White Snake,https://www.anime-planet.com/anime/white-snake,"['Action', 'Adventure', 'Fantasy', 'Ancient China', 'Chinese Animation', 'Martial Arts', 'CG Animation']","
Alt title: Bai She: Yuanqi
",38740
Fairies Albums,https://www.anime-planet.com/anime/fairies-albums,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Ancient China', 'Chinese Animation', 'Episodic', 'Historical', 'Supernatural', 'Mature Themes', 'Suicide', 'Violence', 'Based on a Novel']","
Alt title: Bai Yao Pu
",41224
Fairies Albums 2nd Season,https://www.anime-planet.com/anime/fairies-albums-2nd-season,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Ancient China', 'Chinese Animation', 'Episodic', 'Historical', 'Supernatural', 'Animal Abuse', 'Bullying', 'Physical Abuse', 'Violence', 'Based on a Novel']","
Alt title: Bai Yao Pu 2nd Season
",44067
Fairies Albums 3rd Season,https://www.anime-planet.com/anime/fairies-albums-3rd-season,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Ancient China', 'Chinese Animation', 'Episodic', 'Historical', 'Supernatural', 'Bullying', 'Explicit Violence', 'Based on a Novel']","
Alt titles: Bai Yao Pu 3rd Season, Hundred Demon Spectrum 3rd Season
",50537
Baja's Studio,https://www.anime-planet.com/anime/bajas-studio,"['Fantasy', 'Animal Protagonists', 'Family Friendly', 'Hamsters', 'Magic', 'Non-Human Protagonists', 'Shorts']","
Alt title: Baja no Studio
",35965
ZUTOMAYO: Baka ja Nai no ni,https://www.anime-planet.com/anime/zutomayo-baka-ja-nai-no-ni,[],"
Alt title: ZUTOMAYO: Stay Foolish
",49737
Baka and Test - Summon the Beasts,https://www.anime-planet.com/anime/baka-and-test-summon-the-beasts,"['Comedy', 'Chibi', 'Magic', 'Magic School', 'School Life', 'Based on a Light Novel']","
Alt title: Baka to Test to Shoukanjuu
",6347
Baka and Test - Summon the Beasts Mini Anime,https://www.anime-planet.com/anime/baka-and-test-summon-the-beasts-mini-anime,"['Comedy', 'Based on a Light Novel']","
Alt title: Baka to Test to Shoukanjuu Mini Anime
",36250
Baka and Test - Summon the Beasts 2,https://www.anime-planet.com/anime/baka-and-test-summon-the-beasts-2,"['Comedy', 'Chibi', 'Magic', 'Magic School', 'School Life', 'Based on a Light Novel']","
Alt title: Baka to Test to Shoukanjuu Ni!
",8516
Baka and Test - Summon the Beasts 2: Magical Hideyoshi Hideyoshi,https://www.anime-planet.com/anime/baka-and-test-summon-the-beasts-2-magical-hideyoshi-hideyoshi,"['Fantasy', 'Magical Girl', 'Chibi', 'Crossdressing', 'Magic', 'Parody', 'Based on a Light Novel']","
Alt title: Baka to Test to Shoukanjuu Ni! Mahou Hideyoshi Hideyoshi
",24727
Baka and Test - Summon the Beasts Specials,https://www.anime-planet.com/anime/baka-and-test-summon-the-beasts-specials,"['Comedy', 'Ecchi', 'Based on a Light Novel']","
Alt title: Baka to Test to Shoukanjuu Specials
",7870
Baka and Test - Summon the Beasts OVA,https://www.anime-planet.com/anime/baka-and-test-summon-the-beasts-ova,"['Comedy', 'School Life', 'Based on a Light Novel']","
Alt title: Baka to Test to Shoukanjuu: Matsuri
",9471
Baka and Test - Summon the Beasts OVA PV,https://www.anime-planet.com/anime/baka-and-test-summon-the-beasts-ova-pv,"['Comedy', 'Promotional']","
Alt title: Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""
",10431
bakaandtestsummonthebeastsovasentakushiikounomi,https://www.anime-planet.com/anime/baka-and-test-summon-the-beasts-ova-sentakushi-ikou-nomi,[],"
Alt title: Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi
",31298
Baka and Test - Summon the Beasts Christmas Special,https://www.anime-planet.com/anime/baka-and-test-summon-the-beasts-christmas-special,"['Comedy', 'Christmas', 'Shorts', 'Based on a Light Novel']","
Alt title: Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai
",7805
Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,https://www.anime-planet.com/anime/baka-to-test-to-shoukanjuu-spinout-sore-ga-bokura-no-nichijou,"['Comedy', 'Slice of Life', 'Chibi', 'School Life', 'Based on a Light Novel']","
Alt title: Baka and Test - Summon the Beasts 2: Spinout!
",10834
bakegyamon,https://www.anime-planet.com/anime/bakegyamon,"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Monsters', 'Person in a Strange World', 'Based on a Manga']",,2786
The Boy and the Beast,https://www.anime-planet.com/anime/the-boy-and-the-beast,"['Action', 'Fantasy', 'Anthropomorphic', 'Coming of Age', 'Contemporary Fantasy', 'Isekai', 'Japanese Mythology', 'Non-Human Protagonists', 'Person in a Strange World', 'Original Work']","
Alt title: Bakemono no Ko
",28805
Bakemonogatari,https://www.anime-planet.com/anime/bakemonogatari,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Mystery', 'Romance', 'Supernatural', 'Tsundere', 'Explicit Violence', 'Nudity', 'Based on a Light Novel']",,5081
Bakemonogatari Recap,https://www.anime-planet.com/anime/bakemonogatari-recap,"['Comedy', 'Drama', 'Ecchi', 'Mystery', 'Romance', 'Recap', 'Supernatural', 'Tsundere', 'Based on a Light Novel']",,6948
Baki,https://www.anime-planet.com/anime/baki,"['Action', 'Shounen', 'Sports', 'Hand to Hand Combat', 'Psychopaths', 'Explicit Sex', 'Explicit Violence', 'Based on a Manga']",,34443
Baki: The Great Raitai Tournament Saga,https://www.anime-planet.com/anime/baki-the-great-raitai-tournament-saga,"['Action', 'Shounen', 'Sports', 'Hand to Hand Combat', 'Martial Arts', 'Tournaments', 'Explicit Violence', 'Based on a Manga']","
Alt title: Baki: Dai Raitaisai-hen
",39555
Baki OVA,https://www.anime-planet.com/anime/baki-ova,"['Action', 'Shounen', 'Sports', 'Hand to Hand Combat', 'Martial Arts', 'Shorts', 'Explicit Violence', 'Based on a Manga']",,33566
Baku Tech! Bakugan,https://www.anime-planet.com/anime/baku-tech-bakugan,"['Shounen', 'Card Battles', 'Proxy Battles', 'Short Episodes', 'Based on a Manga']",,13143
Combustible Campus Guardress,https://www.anime-planet.com/anime/combustible-campus-guardress,"['Action', 'Comedy', 'Supernatural', 'Original Work']","
Alt title: Bakuen Campus Guardress
",2023
Bakugan Battle Brawlers,https://www.anime-planet.com/anime/bakugan-battle-brawlers,"['Card Battles', 'Family Friendly', 'Proxy Battles']",,2156
bakuganbattlebrawlersgundalianinvaders,https://www.anime-planet.com/anime/bakugan-battle-brawlers-gundalian-invaders,"['Card Battles', 'Family Friendly', 'Proxy Battles']",,7334
bakuganbattlebrawlersmechtaniumsurge,https://www.anime-planet.com/anime/bakugan-battle-brawlers-mechtanium-surge,"['Card Battles', 'Family Friendly', 'Proxy Battles']",,10330
bakuganbattlebrawlersnewvestroia,https://www.anime-planet.com/anime/bakugan-battle-brawlers-new-vestroia,"['Card Battles', 'Family Friendly', 'Proxy Battles']",,5337
bakuganbattleplanet,https://www.anime-planet.com/anime/bakugan-battle-planet,"['Family Friendly', 'Proxy Battles']",,39622
Bakugan: Legends,https://www.anime-planet.com/anime/bakugan-legends,"['Family Friendly', 'Proxy Battles']",,54637
bakkyuuhitcrashbdaman,https://www.anime-planet.com/anime/bakkyuu-hit-crash-b-daman,"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Family Friendly']","
Alt title: Crash B-Daman
",4563
Bakuman.,https://www.anime-planet.com/anime/bakuman,"['Drama', 'Shounen', 'Anime Industry', 'Manga Industry', 'Otaku Culture', 'Voice Acting', 'Writers', 'Based on a Manga']",,7674
Bakuman. 2,https://www.anime-planet.com/anime/bakuman-2,"['Drama', 'Shounen', 'Anime Industry', 'Manga Industry', 'Otaku Culture', 'Voice Acting', 'Writers', 'Based on a Manga']",,10030
bakuman2special,https://www.anime-planet.com/anime/bakuman-2-special,"['Comedy', 'Writers', 'Based on a Manga']","
Alt title: Bakuman.: Otter No. 11
",23369
Bakuman. 3,https://www.anime-planet.com/anime/bakuman-3,"['Drama', 'Shounen', 'Anime Industry', 'Manga Industry', 'Otaku Culture', 'Voice Acting', 'Writers', 'Based on a Manga']",,12365
Bakuman. 3 Specials,https://www.anime-planet.com/anime/bakuman-3-specials,"['Manga Industry', 'Otaku Culture', 'Based on a Manga']",,23361
Bakuman: Deraman.,https://www.anime-planet.com/anime/bakuman-deraman,"['Shounen', 'Anime Industry', 'Manga Industry', 'Otaku Culture', 'Recap', 'Voice Acting', 'Writers', 'Based on a Manga']",,15711
Bakumatsu,https://www.anime-planet.com/anime/bakumatsu,"['Action', '19th Century', 'Swordplay', 'Time Travel', 'Based on a Mobile Game', 'Based on an Otome Game']","
Alt title: Bakumatsu: Ren'ai Bakumatsu Kareshi Gaiden
",37584
bakumatsucrisis,https://www.anime-planet.com/anime/bakumatsu-crisis,"['Action', '19th Century', 'Swordplay', 'Time Travel', 'Based on a Mobile Game', 'Based on an Otome Game']","
Alt title: Bakumatsu: Renai Bakumatsu Kareshi Gaiden - Crisis
",38860
Bakumatsu Gijinden Roman,https://www.anime-planet.com/anime/bakumatsu-ginjinden-roman,"['Action', 'Comedy', '19th Century', 'Feudal Japan', 'Thieves', 'Based on a Video Game']",,16211
Intrigue in the Bakumatsu: Irohanihoheto,https://www.anime-planet.com/anime/intrigue-in-the-bakumatsu-irohanihoheto,"['Action', 'Mystery', '19th Century', 'Feudal Japan', 'Historical', 'Supernatural', 'Swordplay', 'War', 'Violence', 'Original Work']","
Alt title: Bakumatsu Kikansetsu Irohanihoheto
",1576
Samurai Jam: Bakumatsu Rock,https://www.anime-planet.com/anime/samurai-jam-bakumatsu-rock,"['Comedy', '19th Century', 'Historical', 'Idols', 'Music', 'Rock Music', 'Based on a Video Game']",,23037
bakuon,https://www.anime-planet.com/anime/bakuon,"['Comedy', 'Ecchi', 'Seinen', 'All-Girls School', 'Motorcycles', 'School Club', 'School Life', 'Based on a Manga']",,30795
bakuonova,https://www.anime-planet.com/anime/bakuon-ova,"['Seinen', 'Slice of Life', 'Motorcycles', 'School Club', 'School Life', 'Based on a Manga']",,31883
Sorcerer Hunters,https://www.anime-planet.com/anime/sorcerer-hunters,"['Action', 'Adventure', 'Ecchi', 'Fantasy', 'Magic', 'Violence', 'Based on a Manga']","
Alt title: Bakuretsu Hunter
",495
Sorcerer Hunters OVA,https://www.anime-planet.com/anime/sorcerer-hunters-ova,"['Comedy', 'Ecchi', 'Fantasy', 'Shounen', 'Nudity', 'Based on a Manga']","
Alt title: Bakuretsu Hunter OVA
",808
Burst Angel,https://www.anime-planet.com/anime/burst-angel,"['Action', 'Mecha', 'Episodic', 'Mercenaries', 'Original Work']","
Alt title: Bakuretsu Tenshi
",109
Burst Angel: Infinity,https://www.anime-planet.com/anime/burst-angel-infinity,"['Action', 'Mecha', 'Mercenaries', 'Original Work']","
Alt title: Bakuretsu Tenshi: Infinity
",2205
burstangelinfinityspecials,https://www.anime-planet.com/anime/burst-angel-infinity-specials,[],"
Alt title: Bakuretsu Tenshi: Infinity Specials
",2212
Bakusou Kyoudai Let's & Go!!,https://www.anime-planet.com/anime/bakusou-kyoudai-lets-and-go,"['Shounen', 'Sports', 'Cars', 'Racing', 'Based on a Manga']",,2705
Bakusou Kyoudai Let's & Go!! MAX,https://www.anime-planet.com/anime/bakusou-kyoudai-lets-and-go-max,"['Shounen', 'Cars', 'Racing', 'Based on a Manga']",,2709
Bakusou Kyoudai Let's & Go!! WGP,https://www.anime-planet.com/anime/bakusou-kyoudai-lets-and-go-wgp,"['Shounen', 'Cars', 'Racing', 'Based on a Manga']",,2706
beyblade,https://www.anime-planet.com/anime/beyblade,"['Action', 'Sci Fi', 'Shounen', 'Family Friendly', 'Monsters', 'Proxy Battles', 'Tournaments', 'Based on a Manga']","
Alt title: Bakuten Shoot Beyblade
",288
beybladevforce,https://www.anime-planet.com/anime/beyblade-v-force,"['Action', 'Sci Fi', 'Shounen', 'Family Friendly', 'Monsters', 'Proxy Battles', 'Based on a Manga']","
Alt title: Bakuten Shoot Beyblade 2002
",1669
beybladegrevolution,https://www.anime-planet.com/anime/beyblade-g-revolution,"['Action', 'Sci Fi', 'Shounen', 'Family Friendly', 'Monsters', 'Proxy Battles', 'Based on a Manga']","
Alt title: Bakuten Shoot Beyblade G Revolution
",1668
beybladethemoviefiercebattle,https://www.anime-planet.com/anime/beyblade-the-movie-fierce-battle,"['Action', 'Shounen', 'Family Friendly', 'Proxy Battles', 'Based on a Manga']","
Alt title: Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi
",1670
Backflip!!,https://www.anime-planet.com/anime/backflip,"['Sports', 'Boarding House', 'Gymnastics', 'noitaminA', 'School Club', 'School Life', 'Original Work']","
Alt title: Bakuten!!
",43756
Backflip!! Movie,https://www.anime-planet.com/anime/backflip-movie,"['Sports', 'Boarding House', 'Gymnastics', 'School Club', 'School Life', 'Tournaments', 'Original Work']","
Alt title: Bakuten!! Movie
",49283
bakutosengendaigander,https://www.anime-planet.com/anime/bakuto-sengen-daigander,"['Action', 'Mecha', 'Sci Fi', 'Proxy Battles', 'Tournaments', 'Original Work']","
Alt title: Daigunder
",3271
