Anime,URL,Tags,Alts,MAL_ID
Is It Wrong to Try to Pick Up Girls in a Dungeon? II,https://www.anime-planet.com/anime/is-it-wrong-to-try-to-pick-up-girls-in-a-dungeon-ii,"['Action', 'Comedy', 'Fantasy', 'Harem', 'Romance', 'Dungeon', 'Game Elements', 'Guilds', 'Swordplay', 'Weak to Strong', 'Violence', 'Based on a Light Novel']",['Dungeon ni Deai wo Motomeru no wa Machigatte Iru Darou ka II: Familia Myth'],37347
SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist,https://www.anime-planet.com/anime/shimoneta-a-boring-world-where-the-concept-of-dirty-jokes-doesnt-exist,"['Comedy', 'Ecchi', 'Crude', 'Dystopia', 'Parody', 'Satire', 'School Life', 'Terrorism', 'Nudity', 'Sexual Content', 'Based on a Light Novel']",['Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai'],29786
GATE,https://www.anime-planet.com/anime/gate,"['Action', 'Adventure', 'Fantasy', 'Dragons', 'Guns', 'Isekai', 'Medieval', 'Military', 'Person in a Strange World', 'Political', 'Reverse Isekai', 'War', 'Violence', 'Based on a Light Novel']","['Gate: Jieitai Kanochi nite', 'Kaku Tatakaeri']",28907
Free! Iwatobi Swim Club,https://www.anime-planet.com/anime/free-iwatobi-swim-club,"['Comedy', 'Drama', 'Sports', 'Childhood Friends', 'Rivalries', 'School Club', 'School Life', 'Swimming', 'Tournaments', 'Based on a Light Novel']",[''],18507
High School DxD BorN,https://www.anime-planet.com/anime/high-school-dxd-born,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Shounen', 'Angels', 'Contemporary Fantasy', 'Demons', 'Newly Co-ed School', 'Non-Human Protagonists', 'Norse Mythology', 'School Life', 'Nudity', 'Sexual Content', 'Based on a Light Novel']",[''],24703
InuYasha,https://www.anime-planet.com/anime/inuyasha,"['Fantasy', 'Shounen', 'Animal Characteristics', 'Demons', 'Feudal Japan', 'Non-Human Protagonists', 'Person in a Strange World', 'Time Travel', 'Tsundere', 'Violence', 'Based on a Manga']",[''],249
The Girl Who Leapt Through Time,https://www.anime-planet.com/anime/the-girl-who-leapt-through-time,"['Romance', 'Sci Fi', 'Slice of Life', 'School Life', 'Time Loop', 'Time Travel', 'Based on a Novel']",['Toki wo Kakeru Shoujo'],2236
"Don't Toy With Me, Miss Nagatoro",https://www.anime-planet.com/anime/dont-toy-with-me-miss-nagatoro,"['Comedy', 'Ecchi', 'Romance', 'Shounen', 'School Life', 'Senpai-Kouhai Relationship', 'Based on a Manga']","['Ijiranaide', 'Nagatoro-san']",42361
Seraph of the End: Battle in Nagoya,https://www.anime-planet.com/anime/seraph-of-the-end-battle-in-nagoya,"['Action', 'Drama', 'Horror', 'Shounen', 'Demons', 'Orphans', 'Pandemic', 'Post-apocalyptic', 'Supernatural', 'Vampires', 'Violence', 'Based on a Manga']",['Owari no Seraph: Nagoya Kessen Hen'],28927
Yamada-kun and the Seven Witches,https://www.anime-planet.com/anime/yamada-kun-and-the-seven-witches,"['Comedy', 'Romance', 'Shounen', 'Body Swapping', 'Gender Bender', 'Romantic Comedy', 'School Club', 'School Life', 'Supernatural', 'Witches', 'Based on a Manga']",['Yamada-kun to 7-nin no Majo'],28677
The Misfit of Demon King Academy,https://www.anime-planet.com/anime/the-misfit-of-demon-king-academy,"['Action', 'Comedy', 'Fantasy', 'Demon King', 'Demons', 'Magic', 'Magic School', 'Non-Human Protagonists', 'Overpowered Main Characters', 'Reincarnation', 'School Life', 'Violence', 'Based on a Light Novel']","['Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso', 'Tensei shite Shison-tachi no Gakkou e']",40496
From the New World,https://www.anime-planet.com/anime/from-the-new-world,"['Adventure', 'Drama', 'Mystery', 'Sci Fi', 'Childhood Friends', 'Coming of Age', 'Dystopia', 'Post-apocalyptic', 'Psychic Powers', 'Superpowers', 'Thriller', 'Violence', 'Based on a Novel']",['Shinsekai yori'],13125
Kakegurui,https://www.anime-planet.com/anime/kakegurui,"['Ecchi', 'Shounen', 'Gambling', 'High Stakes Games', 'Mind Games', 'Psychological', 'School Life', 'Bullying', 'Emotional Abuse', 'Mature Themes', 'Physical Abuse', 'Based on a Manga']",[''],37086
Haven't You Heard? I'm Sakamoto,https://www.anime-planet.com/anime/havent-you-heard-im-sakamoto,"['Comedy', 'Seinen', 'Delinquents', 'Episodic', 'Gag', 'Overpowered Main Characters', 'School Life', 'Based on a Manga']",['Sakamoto desu ga?'],32542
Grand Blue,https://www.anime-planet.com/anime/grand-blue,"['Comedy', 'Ecchi', 'Romance', 'Seinen', 'College', 'Gag', 'Mature Romance', 'Ocean', 'Scuba Diving', 'Slapstick', 'Based on a Manga']",['Grand Blue Dreaming'],37105
K,https://www.anime-planet.com/anime/k-anime,"['Action', 'Mystery', 'Animeism', 'Gangs', 'Supernatural', 'Superpowers', 'Original Work']",['K Project'],14467
Serial Experiments Lain,https://www.anime-planet.com/anime/serial-experiments-lain,"['Mystery', 'Sci Fi', 'Conspiracy', 'Cyberpunk', 'Noir', 'Psychological', 'Virtual Reality', 'Mature Themes', 'Suicide', 'Original Work']",[''],339
Kuroko's Basketball 3,https://www.anime-planet.com/anime/kurokos-basketball-3,"['Shounen', 'Sports', 'Basketball', 'School Club', 'Tournaments', 'Based on a Manga']",['Kuroko no Basket 3'],24415
Trigun,https://www.anime-planet.com/anime/trigun,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci Fi', 'Shounen', 'Desert', 'Episodic', 'Guns', 'Overpowered Main Characters', 'Western', 'Violence', 'Based on a Manga']",[''],6
Blue Exorcist: Kyoto Saga,https://www.anime-planet.com/anime/blue-exorcist-kyoto-saga,"['Action', 'Drama', 'Fantasy', 'Shounen', 'Animeism', 'Contemporary Fantasy', 'Demons', 'Exorcists', 'Supernatural', 'Urban Fantasy', 'Based on a Manga']",['Ao no Exorcist: Kyoto Fujouou-hen'],33506
Fire Force 2nd Season,https://www.anime-planet.com/anime/fire-force-2nd-season,"['Action', 'Comedy', 'Ecchi', 'Shounen', 'Elemental Powers', 'Firefighters', 'Orphans', 'Supernatural', 'Superpowers', 'Violence', 'Based on a Manga']",['Enn Enn no Shouboutai 2nd Season'],40956
Sword Art Online: Alicization - War of Underworld,https://www.anime-planet.com/anime/sword-art-online-alicization-war-of-underworld,"['Action', 'Fantasy', 'Sci Fi', 'Game Elements', 'Magic', 'Medieval', 'Monsters', 'Overpowered Main Characters', 'Person in a Strange World', 'Virtual Reality', 'War', 'Explicit Violence', 'Based on a Light Novel']",[''],39597
Monster Musume no Iru Nichijou,https://www.anime-planet.com/anime/monster-musume-no-iru-nichijou,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Seinen', 'Slice of Life', 'Cohabitation', 'Contemporary Fantasy', 'Interspecies Relationship', 'Monster Girls', 'Monsters', 'Non-Human Protagonists', 'Urban Fantasy', 'Nudity', 'Based on a Manga']",['Monster Musume: Everyday Life with Monster Girls'],30307
Wonder Egg Priority,https://www.anime-planet.com/anime/wonder-egg-priority,"['Dream World', 'Monster-of-the-week', 'Psychological', 'Supernatural', 'Bullying', 'Emotional Abuse', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse', 'Suicide', 'Violence', 'Original Work', 'Self-Harm']",[''],43299
Domestic Girlfriend,https://www.anime-planet.com/anime/domestic-girlfriend,"['Drama', 'Romance', 'Shounen', 'Animeism', 'Love Triangle', 'Remarriage', 'School Life', 'Student-Teacher Relationship', 'Teachers', 'Explicit Sex', 'Based on a Manga']",['Domestic na Kanojo'],37982
86: Eighty-Six,https://www.anime-planet.com/anime/86-eighty-six,"['Action', 'Drama', 'Sci Fi', 'Military', 'War', 'Mature Themes', 'Violence', 'Based on a Light Novel']",[''],41457
Kiznaiver,https://www.anime-planet.com/anime/kiznaiver,"['Drama', 'Sci Fi', 'Human Experimentation', 'Psychological', 'Original Work']",[''],31798
"Love, Chunibyo & Other Delusions! Heart Throb",https://www.anime-planet.com/anime/love-chunibyo-and-other-delusions-heart-throb,"['Comedy', 'Drama', 'Romance', 'Childhood Friends', 'School Life', 'Based on a Light Novel']",['Chuunibyou Demo Koi ga Shitai! Ren'],18671
Welcome to the NHK!,https://www.anime-planet.com/anime/welcome-to-the-nhk,"['Comedy', 'Drama', 'Slice of Life', 'Dark Comedy', 'Loneliness', 'Mental Illness', 'NEET', 'Otaku Culture', 'Parody', 'Psychological', 'Satire', 'Mature Themes', 'Nudity', 'Suicide', 'Based on a Light Novel']",['NHK ni Youkoso!'],1210
Nisemonogatari,https://www.anime-planet.com/anime/nisemonogatari,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Mystery', 'Romance', 'Siblings', 'Supernatural', 'Tsundere', 'Explicit Violence', 'Nudity', 'Based on a Light Novel']",[''],11597
Demon Slayer: Kimetsu no Yaiba - Swordsmith Village Arc,https://www.anime-planet.com/anime/demon-slayer-kimetsu-no-yaiba-swordsmith-village-arc,"['Action', 'Adventure', 'Shounen', 'Demons', 'Martial Arts', 'Orphans', 'Siblings', 'Supernatural', 'Swordplay', 'Explicit Violence', 'Based on a Manga', 'Domestic Abuse']",['Kimetsu no Yaiba: Katanakaji no Sato-hen'],51019
TONIKAWA: Over the Moon for You,https://www.anime-planet.com/anime/tonikawa-over-the-moon-for-you,"['Comedy', 'Romance', 'Shounen', 'Iyashikei', 'Married Life', 'Mature Romance', 'Romantic Comedy', 'Sudden Girlfriend Appearance', 'Violence', 'Based on a Manga']","['Fly me to the Moon', 'Tonikaku Kawaii']",41389
Tsuredure Children,https://www.anime-planet.com/anime/tsuredure-children,"['Comedy', 'Romance', 'Shounen', 'Episodic', 'Love Confession', 'Romantic Comedy', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[''],34902
Sword Art Online Movie: Ordinal Scale,https://www.anime-planet.com/anime/sword-art-online-movie-ordinal-scale,"['Action', 'MMORPG', 'Overpowered Main Characters', 'Person in a Strange World', 'PVE', 'Virtual Reality', 'Nudity', 'Based on a Light Novel']",[''],31765
Hellsing,https://www.anime-planet.com/anime/hellsing,"['Action', 'Horror', 'Seinen', 'Conspiracy', 'England', 'Europe', 'Guns', 'Master-Servant Relationship', 'Non-Human Protagonists', 'Overpowered Main Characters', 'Supernatural', 'Vampires', 'Mature Themes', 'Sexual Content', 'Suicide', 'Violence', 'Based on a Manga']",[''],270
The Seven Deadly Sins: Imperial Wrath of the Gods,https://www.anime-planet.com/anime/the-seven-deadly-sins-imperial-wrath-of-the-gods,"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Demons', 'Magic', 'Medieval', 'Non-Human Protagonists', 'Overpowered Main Characters', 'Reincarnation', 'Royalty', 'Superpowers', 'Based on a Manga']",['Nanatsu no Taizai: Kamigami no Gekirin'],39701
Akashic Records of Bastard Magic Instructor,https://www.anime-planet.com/anime/akashic-records-of-bastard-magic-instructor,"['Action', 'Comedy', 'Fantasy', 'Magic', 'Magic School', 'School Life', 'Teachers', 'Teaching', 'Urban Fantasy', 'Violence', 'Based on a Light Novel']",['Roku de Nashi Majutsu Koushi to Akashic Records'],32951
Eromanga Sensei,https://www.anime-planet.com/anime/eromanga-sensei,"['Comedy', 'Ecchi', 'Romance', 'Novel Industry', 'Siblings', 'Based on a Light Novel']",[''],32901
91 Days,https://www.anime-planet.com/anime/91-days,"['Action', 'Drama', 'America', 'Animeism', 'Crime', 'Criminals', 'Death of a Loved One', 'Gangs', 'Guns', 'Historical', 'Mafia', 'Orphans', 'Revenge', 'Thriller', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Sexual Content', 'Original Work']",[''],32998
My Teen Romantic Comedy SNAFU Climax,https://www.anime-planet.com/anime/my-teen-romantic-comedy-snafu-climax,"['Drama', 'Romance', 'Seinen', 'Coming of Age', 'Love Triangle', 'School Club', 'School Life', 'Based on a Light Novel']",['Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan'],39547
Food Wars! The Third Plate: Totsuki Train Arc,https://www.anime-planet.com/anime/food-wars-the-third-plate-totsuki-train-arc,"['Comedy', 'Ecchi', 'Shounen', 'Cooking', 'Culinary School', 'Food and Beverage', 'School Life', 'Tournaments', 'Based on a Manga']",['Shokugeki no Souma: San no Sara - Toutsuki Ressha'],36949
How NOT to Summon a Demon Lord,https://www.anime-planet.com/anime/how-not-to-summon-a-demon-lord,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Shounen', 'Demon King', 'Demons', 'Game Elements', 'Isekai', 'Magic', 'Overpowered Main Characters', 'Person in a Strange World', 'Summoned Into Another World', 'Trapped in a Video Game', 'Sexual Content', 'Violence', 'Based on a Light Novel']",['Isekai Maou to Shoukan Shoujo no Dorei Majutsu'],37210
Accel World,https://www.anime-planet.com/anime/accel-world,"['Action', 'Sci Fi', 'PVP', 'Virtual Reality', 'Bullying', 'Based on a Light Novel']",[''],11759
The Seven Deadly Sins: Signs of Holy War,https://www.anime-planet.com/anime/the-seven-deadly-sins-signs-of-holy-war,"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Magic', 'Medieval', 'Non-Human Protagonists', 'Overpowered Main Characters', 'Royalty', 'Superpowers', 'Violence', 'Based on a Manga']",['Nanatsu no Taizai: Seisen no Shirushi'],31722
Oshi no Ko,https://www.anime-planet.com/anime/oshi-no-ko,"['Drama', 'Seinen', 'Slice of Life', 'Acting', 'Idols', 'Psychological', 'Reincarnation', 'Showbiz', 'Siblings', 'Social Media', 'Suicide', 'Violence', 'Based on a Manga']",[''],52034
The Quintessential Quintuplets 2,https://www.anime-planet.com/anime/the-quintessential-quintuplets-2,"['Comedy', 'Drama', 'Harem', 'Romance', 'Shounen', 'School Life', 'Siblings', 'Tutors', 'Based on a Manga']",['5-toubun no Hanayome ∬'],39783
Rascal Does Not Dream of a Dreaming Girl,https://www.anime-planet.com/anime/rascal-does-not-dream-of-a-dreaming-girl,"['Drama', 'Romance', 'Illness', 'Senpai-Kouhai Relationship', 'Supernatural', 'Time Travel', 'Based on a Light Novel']",['Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai'],38329
Nisekoi,https://www.anime-planet.com/anime/nisekoi,"['Comedy', 'Harem', 'Romance', 'Shounen', 'Slice of Life', 'Childhood Promise', 'Fake Romance', 'Gangs', 'Romantic Comedy', 'School Life', 'Tsundere', 'Yakuza', 'Based on a Manga']",['Nisekoi: False Love'],27787
Nisekoi:,https://www.anime-planet.com/anime/nisekoi-2,"['Comedy', 'Harem', 'Romance', 'Shounen', 'Slice of Life', 'Fake Romance', 'Romantic Comedy', 'School Life', 'Tsundere', 'Based on a Manga']",['Nisekoi: False Love 2'],27787
D.Gray-man,https://www.anime-planet.com/anime/dgrayman,"['Action', 'Adventure', 'Shounen', 'Afterlife', 'Demons', 'Europe', 'Exorcists', 'Supernatural', 'Superpowers', 'Animal Abuse', 'Mature Themes', 'Violence', 'Based on a Manga']",['D. Gray-man'],1482
Perfect Blue,https://www.anime-planet.com/anime/perfect-blue,"['Horror', 'Acting', 'Idols', 'Noir', 'Psychological', 'Showbiz', 'Stalkers', 'Thriller', 'Explicit Sex', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse', 'Violence', 'Based on a Novel']",[''],437
K-On!!,https://www.anime-planet.com/anime/k-on-2,"['Comedy', 'Seinen', 'Slice of Life', 'All-Girls School', 'Iyashikei', 'Music', 'School Club', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[''],7791
K-On!,https://www.anime-planet.com/anime/k-on,"['Comedy', 'Seinen', 'Slice of Life', 'All-Girls School', 'Iyashikei', 'Music', 'School Club', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[''],7791
Himouto! Umaru-chan,https://www.anime-planet.com/anime/himouto-umaru-chan,"['Comedy', 'Seinen', 'Slice of Life', 'Chibi', 'Gag', 'Otaku Culture', 'School Life', 'Siblings', 'Based on a Manga']",[''],28825
Blood Lad,https://www.anime-planet.com/anime/blood-lad,"['Action', 'Comedy', 'Fantasy', 'Seinen', 'Demons', 'Ghosts', 'Non-Human Protagonists', 'Parody', 'Supernatural', 'Vampires', 'Based on a Manga']",[''],11633
Oreimo,https://www.anime-planet.com/anime/oreimo,"['Comedy', 'Otaku Culture', 'Siblings', 'Tsundere', 'Based on a Light Novel']","[""My Little Sister Can't Be This Cute"", 'Ore no Imouto ga Konna ni Kawaii Wake ga Nai']",8769
Rosario + Vampire,https://www.anime-planet.com/anime/rosario-plus-vampire,"['Comedy', 'Ecchi', 'Harem', 'Shounen', 'Monsters', 'Monster School', 'School Life', 'Supernatural', 'Vampires', 'Nudity', 'Based on a Manga']",['Rosario to Vampire'],2993
Arifureta: From Commonplace to World's Strongest,https://www.anime-planet.com/anime/arifureta-from-commonplace-to-worlds-strongest,"['Action', 'Adventure', 'Ecchi', 'Fantasy', 'Harem', 'Seinen', 'Dark Fantasy', 'Dungeon', 'Game Elements', 'Guns', 'Isekai', 'Magic', 'Overpowered Main Characters', 'Person in a Strange World', 'Summoned Into Another World', 'Violence', 'Based on a Light Novel']",['Arifureta Shokugyou de Sekai Saikyou'],36882
Scum's Wish,https://www.anime-planet.com/anime/scums-wish,"['Drama', 'Romance', 'Seinen', 'Fake Romance', 'Infidelity', 'Love Triangle', 'noitaminA', 'Psychological', 'School Life', 'Unrequited Love', 'Explicit Sex', 'Mature Themes', 'Based on a Manga']",['Kuzu no Honkai'],32949
Yu Yu Hakusho,https://www.anime-planet.com/anime/yu-yu-hakusho,"['Action', 'Shounen', 'Afterlife', 'Demons', 'Hand to Hand Combat', 'Supernatural', 'Tournaments', 'Violence', 'Based on a Manga']",[''],392
Cyberpunk: Edgerunners,https://www.anime-planet.com/anime/cyberpunk-edgerunners,"['Action', 'Sci Fi', 'Criminals', 'Cyberpunk', 'Death of a Loved One', 'Gangs', 'Lifestyle Change', 'Explicit Sex', 'Explicit Violence', 'Mature Themes', 'Based on a Video Game']",[''],42310
March Comes in like a Lion,https://www.anime-planet.com/anime/march-comes-in-like-a-lion,"['Drama', 'Seinen', 'Slice of Life', 'Board Games', 'Coming of Age', 'Death of a Loved One', 'Lifestyle Change', 'Loneliness', 'Melancholy', 'Mental Illness', 'Orphans', 'Psychological', 'Shogi', 'Based on a Manga']",['3-gatsu no Lion'],31646
The Testament of Sister New Devil,https://www.anime-planet.com/anime/the-testament-of-sister-new-devil,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Borderline H', 'Cohabitation', 'Contemporary Fantasy', 'Demons', 'Magic', 'Siblings', 'Supernatural', 'Urban Fantasy', 'Explicit Sex', 'Based on a Light Novel']",['Shinmai Maou no Testament'],23233
Claymore,https://www.anime-planet.com/anime/claymore,"['Action', 'Fantasy', 'Shounen', 'Dark Fantasy', 'Demons', 'Dystopia', 'Medieval', 'Revenge', 'Superpowers', 'Swordplay', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Based on a Manga']",[''],1818
My Love Story!!,https://www.anime-planet.com/anime/my-love-story,"['Comedy', 'Drama', 'Romance', 'Shoujo', 'Based on a Manga']",['Ore Monogatari!!'],28297
Snow White with the Red Hair,https://www.anime-planet.com/anime/snow-white-with-the-red-hair,"['Drama', 'Fantasy', 'Romance', 'Shoujo', 'Adult Couples', 'Apprenticeship', 'Lifestyle Change', 'Mature Romance', 'Medical', 'Medieval', 'Royalty', 'Social Gap', 'Based on a Manga']",['Akagami no Shirayuki-hime'],30123
Monogatari Series: Second Season,https://www.anime-planet.com/anime/monogatari-series-second-season,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Mystery', 'Romance', 'Supernatural', 'Tsundere', 'Explicit Violence', 'Based on a Light Novel']",[''],17074
Grave of the Fireflies,https://www.anime-planet.com/anime/grave-of-the-fireflies,"['Drama', 'Autobiographies', 'Child Protagonists', 'Death of a Loved One', 'Historical', 'Lifestyle Change', 'Melancholy', 'Orphans', 'Poverty', 'Siblings', 'War', 'World War 2']",['Hotaru no Haka'],578
School Days,https://www.anime-planet.com/anime/school-days,"['Drama', 'Ecchi', 'Harem', 'Romance', 'Love Triangle', 'School Life', 'Mature Themes', 'Nudity', 'Sexual Content', 'Violence', 'Based on a Visual Novel']",[''],2476
Angels of Death,https://www.anime-planet.com/anime/angels-of-death,"['Action', 'Drama', 'Horror', 'Mystery', 'Criminals', 'Orphans', 'Psychological', 'Serial Killers', 'Thriller', 'Mature Themes', 'Violence', 'Based on a Video Game']",['Satsuriku no Tenshi'],35994
Barakamon,https://www.anime-planet.com/anime/barakamon,"['Comedy', 'Shounen', 'Slice of Life', 'Art', 'Countryside', 'Island', 'Iyashikei', 'Lifestyle Change', 'Based on a Manga']",[''],22789
The Asterisk War,https://www.anime-planet.com/anime/the-asterisk-war,"['Action', 'Harem', 'Sci Fi', 'Boarding School', 'School Life', 'Swordplay', 'Tournaments', 'Based on a Light Novel']",['Gakusen Toshi Asterisk'],30544
Saekano: How to Raise a Boring Girlfriend,https://www.anime-planet.com/anime/saekano-how-to-raise-a-boring-girlfriend,"['Comedy', 'Harem', 'Romance', 'Doujinshi Industry', 'noitaminA', 'Otaku Culture', 'Video Game Industry', 'Based on a Light Novel']",['Saenai Heroine no Sodate-kata'],23277
Blend S,https://www.anime-planet.com/anime/blend-s,"['Comedy', 'Seinen', 'Cafe', 'Coworkers', 'Otaku Culture', 'Work Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[''],34618
Amagi Brilliant Park,https://www.anime-planet.com/anime/amagi-brilliant-park,"['Comedy', 'Drama', 'Fantasy', 'Shounen', 'Amusement Park', 'Contemporary Fantasy', 'Coworkers', 'Magic', 'Management', 'Work Life', 'Based on a Light Novel']",[''],22147
PSYCHO-PASS 2,https://www.anime-planet.com/anime/psycho-pass-2,"['Action', 'Sci Fi', 'Crime', 'Cyberpunk', 'Dystopia', 'Guns', 'Noir', 'noitaminA', 'Police', 'Psychopaths', 'Serial Killers', 'Thriller', 'Animal Abuse', 'Explicit Violence', 'Mature Themes', 'Original Work']",[''],23281
"Say ""I love you.""",https://www.anime-planet.com/anime/say-i-love-you,"['Drama', 'Romance', 'Shoujo', 'Slice of Life', 'School Life', 'Bullying', 'Emotional Abuse', 'Based on a Manga']",['Sukitte Ii na yo.'],14289
"Watamote: No Matter How I Look at It, It's You Guys' Fault I'm Not Popular!",https://www.anime-planet.com/anime/watamote-no-matter-how-i-look-at-it-its-you-guys-fault-im-not-popular,"['Comedy', 'Shounen', 'Slice of Life', 'Mental Illness', 'Otaku Culture', 'School Life', 'Based on a Manga']",['Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!'],16742
Nana,https://www.anime-planet.com/anime/nana,"['Drama', 'Romance', 'Shoujo', 'Adult Couples', 'Coming of Age', 'Love Triangle', 'Mature Romance', 'Music', 'Pregnancy', 'Rock Music', 'Showbiz', 'Mature Themes', 'Nudity', 'Prostitution', 'Based on a Manga']",[''],877
Lucky Star,https://www.anime-planet.com/anime/lucky-star,"['Comedy', 'Shounen', 'Slice of Life', 'Episodic', 'Gag', 'Otaku Culture', 'Parody', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[''],1887
Gamers!,https://www.anime-planet.com/anime/gamers,"['Comedy', 'Romance', 'School Club', 'School Life', 'Based on a Light Novel']",[''],34280
Kamisama Kiss,https://www.anime-planet.com/anime/kamisama-kiss,"['Comedy', 'Fantasy', 'Romance', 'Shoujo', 'Animal Characteristics', 'Gods', 'Interspecies Relationship', 'Japanese Mythology', 'Master-Servant Relationship', 'Non-Human Protagonists', 'Youkai', 'Based on a Manga']",['Kamisama Hajimemashita'],14713
Great Pretender,https://www.anime-planet.com/anime/great-pretender,"['Action', 'Comedy', 'Drama', 'Criminals', 'Mind Games', 'Mature Themes', 'Nudity', 'Original Work']",[''],40052
Cells at Work!,https://www.anime-planet.com/anime/cells-at-work,"['Action', 'Comedy', 'Shounen', 'Anthropomorphic', 'Educational', 'Episodic', 'Medical', 'Non-Human Protagonists', 'Violence', 'Based on a Manga']",['Hataraku Saibou'],37141
Cells at Work!!,https://www.anime-planet.com/anime/cells-at-work-2,"['Action', 'Comedy', 'Shounen', 'Anthropomorphic', 'Educational', 'Episodic', 'Medical', 'Non-Human Protagonists', 'Violence', 'Based on a Manga']",['Hataraku Saibou!!'],37141
Ergo Proxy,https://www.anime-planet.com/anime/ergo-proxy,"['Sci Fi', 'Androids', 'Conspiracy', 'Cyberpunk', 'Dystopia', 'Noir', 'Non-Human Protagonists', 'Post-apocalyptic', 'Robots', 'Superpowers', 'Original Work']",[''],790
Inuyashiki: Last Hero,https://www.anime-planet.com/anime/inuyashiki-last-hero,"['Action', 'Drama', 'Sci Fi', 'Seinen', 'Lifestyle Change', 'noitaminA', 'Overpowered Main Characters', 'Psychological', 'Psychopaths', 'Serial Killers', 'Superheroes', 'Vigilantes', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse', 'Sexual Content', 'Violence', 'Based on a Manga']",['Inuyashiki'],34542
Berserk,https://www.anime-planet.com/anime/berserk,"['Action', 'Fantasy', 'Seinen', 'Dark Fantasy', 'Demons', 'Medieval', 'Mercenaries', 'Overpowered Main Characters', 'Swordplay', 'Explicit Sex', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse', 'Based on a Manga']",['Kenpuu Denki Berserk'],33
Little Witch Academia TV,https://www.anime-planet.com/anime/little-witch-academia-tv,"['Adventure', 'Fantasy', 'Magic', 'Magic School', 'School Life', 'Witches', 'Original Work']",[''],33489
Strike the Blood,https://www.anime-planet.com/anime/strike-the-blood,"['Action', 'Fantasy', 'Harem', 'Demons', 'Island', 'Magic', 'Overpowered Main Characters', 'Urban Fantasy', 'Vampires', 'Nudity', 'Based on a Light Novel']",[''],18277
To Love Ru,https://www.anime-planet.com/anime/to-love-ru,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci Fi', 'Shounen', 'Slice of Life', 'Aliens', 'Arranged Marriage', 'Cohabitation', 'Interspecies Relationship', 'Love Triangle', 'Romantic Comedy', 'Royalty', 'School Life', 'Sudden Girlfriend Appearance', 'Nudity', 'Based on a Manga']",[''],3455
Infinite Stratos,https://www.anime-planet.com/anime/infinite-stratos,"['Ecchi', 'Harem', 'Mecha', 'Sci Fi', 'Seinen', 'All-Girls School', 'Boarding School', 'Power Suits', 'School Life', 'Tsundere', 'Nudity', 'Based on a Light Novel']",[''],9041
Date a Live II,https://www.anime-planet.com/anime/date-a-live-ii,"['Action', 'Drama', 'Harem', 'Romance', 'Sci Fi', 'Based on a Light Novel']",[''],19163
Rokka: Braves of the Six Flowers,https://www.anime-planet.com/anime/rokka-braves-of-the-six-flowers,"['Action', 'Adventure', 'Fantasy', 'Mystery', 'Based on a Light Novel']",['Rokka no Yuusha'],28497
Mob Psycho 100 III,https://www.anime-planet.com/anime/mob-psycho-100-iii,"['Action', 'Comedy', 'Drama', 'Exorcists', 'Psychic Powers', 'School Life', 'Supernatural', 'Superpowers', 'Based on a Manga']",[''],50172
Ghost in the Shell,https://www.anime-planet.com/anime/ghost-in-the-shell,"['Action', 'Sci Fi', 'Cyberpunk', 'Cyborgs', 'Hacking', 'Noir', 'Police', 'Nudity', 'Violence', 'Based on a Manga']",['Koukaku Kidoutai'],43
The World God Only Knows,https://www.anime-planet.com/anime/the-world-god-only-knows,"['Comedy', 'Fantasy', 'Romance', 'Shounen', 'Demons', 'Otaku Culture', 'School Life', 'Based on a Manga']",['Kami nomi zo Shiru Sekai'],8525
Is this a Zombie?,https://www.anime-planet.com/anime/is-this-a-zombie,"['Comedy', 'Ecchi', 'Fantasy', 'Magical Girl', 'Contemporary Fantasy', 'Crossdressing', 'Magic', 'Parody', 'School Life', 'Urban Fantasy', 'Zombies', 'Violence', 'Based on a Light Novel']",['Kore wa Zombie desu ka?'],8841
