Anime,URL,Tags,Alts,MAL_ID
Detective Conan OVA 2: 16 Suspects,https://www.anime-planet.com/anime/detective-conan-16-suspects,"['Mystery', 'Shounen', 'Age Transformation', 'Detectives', 'Food and Beverage', 'Based on a Manga']",['Meitantei Conan: 16 Nin no Yougisha'],2512
Gag Manga Biyori 2,https://www.anime-planet.com/anime/gag-manga-biyori-2,"['Comedy', 'Shounen', 'Crude', 'Episodic', 'Gag', 'Short Episodes', 'Based on a Manga']",['Masuda Kousuke Gekijou Gag Manga Biyori 2'],2518
Hyper Doll,https://www.anime-planet.com/anime/hyper-doll,"['Comedy', 'Sci Fi', 'Shounen', 'Based on a Manga']",['Rakushou! Hyper Doll'],2522
Robin Hood,https://www.anime-planet.com/anime/robin-hood,"['Adventure', 'England', 'Europe', 'Medieval', 'Thieves']",['Robin Hood no Daibouken'],2543
Armed Girl’s Machiavellism: Badump! A Pleasure Trip with All the Five Swords,https://www.anime-planet.com/anime/armed-girls-machiavellism-badump-a-pleasure-trip-with-all-the-five-swords,"['Action', 'Ecchi', 'Harem', 'Shounen', 'Martial Arts', 'School Life', 'Swordplay', 'Based on a Manga']","['Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou']",35314
Little Women,https://www.anime-planet.com/anime/little-women,"['Drama', '19th Century', 'America', 'Family Friendly', 'Family Life', 'Historical', 'Siblings', 'World Masterpiece Theater', 'Based on a Novel']",['Ai no Wakakusa Monogatari'],2548
junglebook,https://www.anime-planet.com/anime/jungle-book,"['Adventure', 'Animal Protagonists', 'Bears', 'Family Friendly', 'Forest', 'India', 'Jungle', 'Non-Human Protagonists', 'Orphans', 'Based on a Novel']",['Jungle Book: Shounen Mowgli'],2569
minkymomo,https://www.anime-planet.com/anime/minky-momo,"['Fantasy', 'Magical Girl', 'Age Transformation', 'Contemporary Fantasy', 'Magic', 'Original Work']",['Mahou no Princess Minky Momo'],518
80daysaroundtheworldwithwillyfog,https://www.anime-planet.com/anime/80-days-around-the-world-with-willy-fog,"['Adventure', 'Animal Protagonists', 'Anthropomorphic', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Based on a Novel']",['Anime 80-nichikan Sekai Isshuu'],2579
Armored Trooper Votoms: The Brilliant Heretic,https://www.anime-planet.com/anime/armored-trooper-votoms-the-brilliant-heretic,"['Mecha', 'Sci Fi', 'Real Robot', 'Original Work']",['Soukou Kihei Votoms: Kakuyaku taru Itan'],2586
Kakyuusei 2,https://www.anime-planet.com/anime/kakyuusei-2,"['School Life', 'Based on an Eroge', 'Based on a Visual Novel']",['Kakyuusei 2: Hitomi no Naka no Shoujo-tachi'],510
The Garden of Sinners Movie 1: Thanatos. (Overlooking View),https://www.anime-planet.com/anime/the-garden-of-sinners-movie-1-thanatos-overlooking-view,"['Action', 'Mystery', 'Overpowered Main Characters', 'Supernatural', 'Mature Themes', 'Suicide', 'Based on a Light Novel']",['Kara no Kyoukai Movie 1: Fukan Fuukei'],2593
sakurawarslenouveauparis,https://www.anime-planet.com/anime/sakura-wars-le-nouveau-paris,"['Sci Fi', 'Acting', 'Historical', 'Based on a Video Game']",['Sakura Taisen: Le Nouveau Paris'],562
mangakamishibaiitazuratanukinomaki,https://www.anime-planet.com/anime/manga-kamishibai-itazura-tanuki-no-maki,"['Animal Protagonists', 'Black and White', 'No Dialogue', 'Non-Human Protagonists', 'Shorts']",['Rascal Racoon'],35399
Doraemon Movie 22: Nobita's Winged Heroes,https://www.anime-planet.com/anime/doraemon-movie-22-nobitas-winged-heroes,"['Adventure', 'Shounen', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Robots', 'Based on a Manga']",['Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi'],2654
Doraemon Movie 23: Nobita & Robot Kingdom,https://www.anime-planet.com/anime/doraemon-movie-23-nobita-and-robot-kingdom,"['Adventure', 'Shounen', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Robots', 'Based on a Manga']",['Doraemon Movie 23: Nobita to Robot Kingdom'],2655
Doraemon Movie 25: Nobita's Wannyan Space-Time Legend,https://www.anime-planet.com/anime/doraemon-movie-25-nobitas-wannyan-space-time-legend,"['Adventure', 'Shounen', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Robots', 'Based on a Manga']",['Doraemon Movie 25: Nobita no Wan Nyan Jikuuden'],2656
Doraemon Movie 14: Nobita's Tin-Plate Labyrinth,https://www.anime-planet.com/anime/doraemon-movie-14-nobitas-tin-plate-labyrinth,"['Sci Fi', 'Shounen', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Robots', 'Based on a Manga']",['Doraemon Movie 14: Nobita to Buriki no Labyrinth'],2659
Doraemon Movie 19: Nobita's South Sea Adventure,https://www.anime-planet.com/anime/doraemon-movie-19-nobitas-south-sea-adventure,"['Adventure', 'Shounen', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Pirates', 'Robots', 'Based on a Manga']",['Doraemon Movie 19: Nobita no Nankai Daibouken'],2664
Doraemon Movie 10: Nobita at the Birth of Japan,https://www.anime-planet.com/anime/doraemon-movie-10-nobita-at-the-birth-of-japan,"['Adventure', 'Shounen', 'Cats', 'Family Friendly', 'Historical', 'Non-Human Protagonists', 'Prehistoric', 'Robots', 'Time Travel', 'Based on a Manga']",['Doraemon Movie 10: Nobita no Nippon Tanjou'],2666
Doraemon Movie 20: Nobita Gets Lost in Space,https://www.anime-planet.com/anime/doraemon-movie-20-nobita-gets-lost-in-space,"['Adventure', 'Sci Fi', 'Shounen', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Outer Space', 'Robots', 'Based on a Manga']",['Doraemon Movie 20: Nobita no Uchuu Hyouryuuki'],2668
Doraemon Movie 12: Nobita in Dorabian Nights,https://www.anime-planet.com/anime/doraemon-movie-12-nobita-in-dorabian-nights,"['Adventure', 'Shounen', 'Cats', 'Family Friendly', 'Middle Eastern', 'Non-Human Protagonists', 'Robots', 'Based on a Manga']",['Doraemon Movie 12: Nobita no Dorabian Nights'],2670
Doraemon Movie 16: Nobita's Genesis Diary,https://www.anime-planet.com/anime/doraemon-movie-16-nobitas-genesis-diary,"['Adventure', 'Sci Fi', 'Shounen', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Robots', 'Time Travel', 'Based on a Manga']",['Doraemon Movie 16: Nobita no Sousei Nikki'],2674
Doraemon Movie 15: Nobita's Fantastical Three Musketeers,https://www.anime-planet.com/anime/doraemon-movie-15-nobitas-fantastical-three-musketeers,"['Adventure', 'Shounen', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Robots', 'Based on a Manga']",['Doraemon Movie 15: Nobita to Mugen Sankenshi'],2676
Doraemon Movie 18: Nobita's Adventure in Clockwork City,https://www.anime-planet.com/anime/doraemon-movie-18-nobitas-adventure-in-clockwork-city,"['Adventure', 'Sci Fi', 'Shounen', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Robots', 'Based on a Manga']",['Doraemon Movie 18: Nobita no Nejimaki City Boukenki'],2678
Doraemon Movie 17: Nobita's Galactic Express,https://www.anime-planet.com/anime/doraemon-movie-17-nobitas-galactic-express,"['Adventure', 'Sci Fi', 'Shounen', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Robots', 'Trains', 'Based on a Manga']",['Doraemon Movie 17: Nobita to Ginga Express'],2675
Catnapped! The Movie,https://www.anime-planet.com/anime/catnapped-the-movie,"['Fantasy', 'Animal Protagonists', 'Animal Transformation', 'Anthropomorphic', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Person in a Strange World', 'Siblings']",['Totsuzen! Neko no Kuni Banipal Witt'],2715
mobilepolicepatlaborminimumminipato,https://www.anime-planet.com/anime/mobile-police-patlabor-minimum-minipato,"['Comedy', 'Chibi', 'Parody', 'Short Episodes']",['Minipato'],2733
Mobile Suit Gundam SEED Character Theater,https://www.anime-planet.com/anime/mobile-suit-gundam-seed-character-theater,"['Comedy', 'Chibi', 'Crossdressing', 'Parody', 'Short Episodes', 'Time Travel']",['Gundam SEED Character Theater'],2743
Vexille: 2077 Isolation of Japan,https://www.anime-planet.com/anime/vexille,"['Sci Fi', 'Androids', 'Post-apocalyptic', 'Robots', 'CG Animation']",['Vexille: 2077 Nihon Sakoku'],2746
The Prince of Tennis: The National Tournament - Semifinal,https://www.anime-planet.com/anime/the-prince-of-tennis-the-national-tournament-semifinal,"['Comedy', 'Shounen', 'Sports', 'Tennis', 'Based on a Manga']",['Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal'],2752
Ushiro no Shoumen Dare,https://www.anime-planet.com/anime/ushiro-no-shoumen-dare,"['Drama', 'Autobiographies', 'Coming of Age', 'Family Life', 'Historical', 'Melancholy', 'War', 'World War 2', 'Based on a Novel']","[""Who's Left Behind""]",2753
spacerunawayideoncontact,https://www.anime-planet.com/anime/space-runaway-ideon-contact,"['Mecha', 'Sci Fi', 'Outer Space', 'Original Work']",['Densetsu Kyojin Ideon Sesshoku-hen'],2760
Space Runaway Ideon: Be Invoked,https://www.anime-planet.com/anime/space-runaway-ideon-be-invoked,"['Mecha', 'Sci Fi', 'Outer Space', 'Original Work']",['Densetsu Kyojin Ideon Hatsudou-hen'],2761
lensman,https://www.anime-planet.com/anime/lensman,"['Action', 'Sci Fi', 'Based on a Novel']",['SF Shinseiki Lensman'],2770
Gift Eternal Rainbow: Critical Moment at the Konosaka Inn,https://www.anime-planet.com/anime/gift-eternal-rainbow-critical-moment-at-the-konosaka-inn,[''],['Gift: Eternal Rainbow - Ki no Saka Ryokan Kiki Ippatsu!!'],2784
Shootfighter Tekken - The Tough,https://www.anime-planet.com/anime/shootfighter-tekken-the-tough,"['Action', 'Seinen', 'Hand to Hand Combat', 'Martial Arts', 'Explicit Violence', 'Based on a Manga']","['High School Exciting Story: Tough', 'Koukou Tekken-den Tough']",2797
sindbadnobouken,https://www.anime-planet.com/anime/sindbad-no-bouken,"['Adventure', 'Desert', 'Family Friendly', 'Middle Eastern']",['Sindbad the Sailor'],2825
Ie Naki Ko Remi,https://www.anime-planet.com/anime/ie-naki-ko-remi,"['19th Century', 'Child Protagonists', 'Historical', 'World Masterpiece Theater', 'Based on a Novel']","['Remi', ""Nobody's Girl"", 'Sans Famille']",2829
"Love, Chunibyo & Other Delusions! Movie: Take On Me",https://www.anime-planet.com/anime/love-chunibyo-and-other-delusions-movie-take-on-me,"['Comedy', 'Drama', 'Romance', 'Coming of Age', 'Based on a Light Novel']",['Chuunibyou Demo Koi ga Shitai! Movie: Take On Me'],35608
pokemonmysterydungeonteamgogettersoutofthegate,https://www.anime-planet.com/anime/pokemon-mystery-dungeon-team-go-getters-out-of-the-gate,"['Adventure', 'Fantasy', 'Elemental Powers', 'Family Friendly', 'Monsters', 'Person in a Strange World', 'Based on a Video Game']",['Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!'],2842
Pokemon Movie 10: The Rise of Darkrai,https://www.anime-planet.com/anime/pokemon-movie-10-the-rise-of-darkrai,"['Fantasy', 'Child Protagonists', 'Elemental Powers', 'Family Friendly', 'Monsters', 'Based on a Video Game']",['Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai'],2847
msonicdartagnyansrisetofame,https://www.anime-planet.com/anime/msonic-dartagnyans-rise-to-fame,"['Fantasy', 'Animal Characteristics', 'Idols', 'Music', 'Based on a Mobile Game']",['Monster Sonic! Dartagnan no Idol Sengen'],35635
geniefamily,https://www.anime-planet.com/anime/genie-family,"['Comedy', 'Fantasy', 'Genies', 'Magic', 'Original Work']",['Hakushon Daimaou'],2892
Kuroko's Basketball: Last Game - NG-shuu,https://www.anime-planet.com/anime/kurokos-basketball-last-game-ng-shuu,['Comedy'],['Kuroko no Basket: Last Game - NG-shuu'],35658
When They Cry: Higurashi - Nekogoroshi-hen,https://www.anime-planet.com/anime/when-they-cry-higurashi-nekogoroshi-hen,"['Horror', 'Mystery', 'Violence', 'Based on a Visual Novel']","['Higurashi no Naku Koro ni Special: Nekogoroshi-hen', 'When They Cry: Higurashi - Cat Killing Chapter']",2899
Encouragement of Climb 3,https://www.anime-planet.com/anime/encouragement-of-climb-3,"['Adventure', 'Seinen', 'Slice of Life', 'Iyashikei', 'Mountain Climbing', 'The Great Outdoors', 'Based on a Manga']",['Yama no Susume 3'],35672
Sound! Euphonium Movie 3: Our Promise - A Brand New Day,https://www.anime-planet.com/anime/sound-euphonium-movie-3-our-promise-a-brand-new-day,"['Drama', 'Music', 'School Club', 'Tournaments', 'Based on a Novel']",['Hibike! Euphonium Movie 3: Chikai no Finale'],35678
Tomorrow's Joe 2: The Movie,https://www.anime-planet.com/anime/tomorrows-joe-2-the-movie,"['Drama', 'Shounen', 'Sports', 'Boxing', 'Hand to Hand Combat', 'Based on a Manga']",['Ashita no Joe 2 Movie'],2922
Maria Watches Over Us Season 3 Specials,https://www.anime-planet.com/anime/maria-watches-over-us-season-3-specials,"['Comedy', 'GL', 'Shoujo-ai']","['Maria-sama ga Miteru 3rd Specials', ""Maria Watches Over Us 3rd: Don't Tell Mother Maria.""]",2954
Doraemon Movie 38: Nobita's Treasure Island,https://www.anime-planet.com/anime/doraemon-movie-38-nobitas-treasure-island,"['Adventure', 'Comedy', 'Sci Fi', 'Shounen', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Ocean', 'Pirates', 'Robots']",['Doraemon Movie 38: Nobita no Takarajima'],35740
ERASED Recaps,https://www.anime-planet.com/anime/erased-recaps,"['Mystery', 'Romance', 'Seinen', 'noitaminA', 'Recap', 'Second Chance', 'Supernatural', 'Time Travel', 'Animal Abuse', 'Mature Themes', 'Physical Abuse', 'Based on a Manga']",['Boku dake ga Inai Machi Recaps'],35815
flyinghouse,https://www.anime-planet.com/anime/the-flying-house,"['Adventure', 'Child Protagonists', 'Christianity', 'Family Friendly', 'Religion', 'Time Travel', 'Based on a Religious Text']",['Tondera House no Daibouken'],3075
Sailor Moon Super S Special,https://www.anime-planet.com/anime/sailor-moon-super-s-special,"['Fantasy', 'Magical Girl', 'Shoujo', 'Contemporary Fantasy', 'Magic', 'Sentai', 'Tokusatsu', 'Urban Fantasy', 'Based on a Manga']",['Bishoujo Senshi Sailor Moon Super S Special'],3076
Fox Spirit Matchmaker Season 2,https://www.anime-planet.com/anime/fox-spirit-matchmaker-season-2,"['Action', 'Fantasy', 'Romance', 'Chinese Animation', 'Non-Human Protagonists', 'Based on a Manga']",['Huyao Xiao Hongniang: Wangquan Fugui'],33209
kamenridersd,https://www.anime-planet.com/anime/kamen-rider-sd,"['Action', 'Comedy', 'Chibi', 'Cyborgs', 'Motorcycles', 'Parody', 'Superheroes', 'Superpowers']",['Kamen Rider SD Kaiki?! Kumo Otoko'],3100
Goldfish Warning! Movie,https://www.anime-planet.com/anime/goldfish-warning-movie,"['Comedy', 'Shoujo', 'Family Friendly', 'Pets', 'Based on a Manga']",['Kingyo Chuuihou! Movie'],3155
bakutosengendaigander,https://www.anime-planet.com/anime/bakuto-sengen-daigander,"['Action', 'Mecha', 'Sci Fi', 'Proxy Battles', 'Tournaments', 'Original Work']",['Daigunder'],3271
Sumomomo Momomo Specials,https://www.anime-planet.com/anime/sumomomo-momomo-specials,"['Comedy', 'Seinen', 'Martial Arts', 'Based on a Manga']",['Sumomomo Momomo: Chijou Saikyou no Yome Specials'],3419
Jungle King Tar-chan,https://www.anime-planet.com/anime/jungle-king-tar-chan,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Shounen', 'Crude', 'Forest', 'Hand to Hand Combat', 'Jungle', 'Tournaments', 'Mature Themes', 'Physical Abuse', 'Based on a Manga']",['Jungle no Ouja Tar-chan'],3418
kaijuugirls2ndseason,https://www.anime-planet.com/anime/kaijuu-girls-2nd-season,"['Comedy', 'Fantasy', 'Chibi', 'Monster Girls', 'Parody', 'Short Episodes', 'Original Work']",['Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season'],36196
Infini-T Force Movie,https://www.anime-planet.com/anime/infini-t-force-movie,"['Sci Fi', 'Seinen', 'Crossover', 'Superheroes', 'Based on a Manga', 'CG Animation']",['Infini-T Force Movie: Gatchaman Saraba Tomo yo'],36197
Ghost in the Shell: Uchikomatic Days,https://www.anime-planet.com/anime/ghost-in-the-shell-uchikomatic-days,"['Comedy', 'Sci Fi', 'Non-Human Protagonists', 'Robots', 'Based on a Manga']",['Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi'],3447
One Piece: Episode of East Blue,https://www.anime-planet.com/anime/one-piece-episode-of-east-blue,"['Adventure', 'Fantasy', 'Shounen', 'Pirates', 'Recap', 'Superpowers', 'Based on a Manga']",['One Piece Episode of East Blue: Luffy to 4-nin no Nakama no Daibouken'],36215
Kase-san & Morning Glories,https://www.anime-planet.com/anime/kase-san-and-morning-glories,"['GL', 'Romance', 'Shoujo-ai', 'Opposites Attract', 'School Life', 'Based on a Manga']",['Asagao to Kase-san.'],36214
Minky Momo: The Bridge Over Dreams,https://www.anime-planet.com/anime/minky-momo-the-bridge-over-dreams,"['Fantasy', 'Magical Girl', 'Magic', 'Original Work']",['Minky Momo in Yume ni Kakeru Hashi'],3462
Baka and Test - Summon the Beasts Mini Anime,https://www.anime-planet.com/anime/baka-and-test-summon-the-beasts-mini-anime,"['Comedy', 'Based on a Light Novel']",['Baka to Test to Shoukanjuu Mini Anime'],36250
Ghost in the Shell: Stand Alone Complex 2nd Gig - Tachikoma Days,https://www.anime-planet.com/anime/ghost-in-the-shell-stand-alone-complex-2nd-gig-tachikoma-days,"['Comedy', 'Sci Fi', 'Short Episodes', 'Based on a Manga']",['Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi'],3485
taleofgenji,https://www.anime-planet.com/anime/tale-of-genji,"['Drama', 'Romance', '11th Century', 'Feudal Japan', 'Royalty', 'Nudity', 'Sexual Content', 'Based on a Novel']",['Genji Monogatari'],3488
thebravecommanddagwon,https://www.anime-planet.com/anime/the-brave-command-dagwon,"['Action', 'Mecha', 'Sci Fi', 'Combining Mecha', 'Super Robot', 'Original Work']",['Yuusha Shirei Dagwon'],3505
rikioh,https://www.anime-planet.com/anime/riki-oh,"['Action', 'Seinen', 'Police', 'Prison', 'Revenge', 'Explicit Violence', 'Based on a Manga']",['Riki-Ou: Toukatsu Jigoku'],3509
ursaminorblue,https://www.anime-planet.com/anime/ursa-minor-blue,"['Adventure', 'Fantasy', 'Astronomy', 'Shorts']",['Ginga no Uo URSA minor BLUE'],3518
I've Always Liked You Special,https://www.anime-planet.com/anime/ive-always-liked-you-special,"['Romance', 'Based on a Song', 'Love Confession', 'School Life', 'Vocaloid']",['Zutto Mae Kara Suki deshita: Kokuhaku Jikkou Iinkai - Kinyoubi no Ohayou'],36305
Full-Time Magister II,https://www.anime-planet.com/anime/full-time-magister-ii,"['Action', 'Fantasy', 'Chinese Animation', 'Elemental Powers', 'Magic', 'School Life', 'Supernatural', 'Urban Fantasy', 'Explicit Violence', 'Based on a Web Novel']","['Quanzhi Fashi II', 'Versatile Mage II']",36318
Legend of the Galactic Heroes: Die Neue These Second 1,https://www.anime-planet.com/anime/legend-of-the-galactic-heroes-die-neue-these-second-1,"['Drama', 'Sci Fi', 'Political', 'Space Opera', 'War']",['Ginga Eiyuu Densetsu: Die Neue These Seiran 1'],36369
Legend of the Galactic Heroes: Die Neue These Second 2,https://www.anime-planet.com/anime/legend-of-the-galactic-heroes-die-neue-these-second-2,"['Drama', 'Sci Fi', 'Political', 'Space Opera', 'War', 'Violence']",['Ginga Eiyuu Densetsu: Die Neue These Seiran 2'],36370
Legend of the Galactic Heroes: Die Neue These Second 3,https://www.anime-planet.com/anime/legend-of-the-galactic-heroes-die-neue-these-second-3,"['Drama', 'Sci Fi', 'Military', 'Outer Space', 'Political', 'Space Opera', 'Based on a Novel']",['Ginga Eiyuu Densetsu: Die Neue These Seiran 3'],36371
Shina Dark,https://www.anime-planet.com/anime/shina-dark,"['Action', 'Fantasy', 'Nudity', 'Based on a Manga']","[""Shina Dark: King of Dark Moon and Blue Moon's Princess""]",3642
When They Cry: Rei,https://www.anime-planet.com/anime/when-they-cry-rei,"['Horror', 'Countryside', 'Psychological', 'Violence', 'Based on a Visual Novel']",['Higurashi no Naku Koro ni Rei'],3652
Daughter of Twenty Faces,https://www.anime-planet.com/anime/daughter-of-twenty-faces,"['Action', 'Drama', 'Seinen', 'Thieves', 'Based on a Manga']",['Nijuu-Mensou no Musume'],3673
Jin: Yobanashi Deceive,https://www.anime-planet.com/anime/jin-yobanashi-deceive,"['No Dialogue', 'Vocaloid']",['Yobanashi Deceive'],36494
Gakusaver,https://www.anime-planet.com/anime/gakusaver,"['Comedy', 'Mecha', 'Sci Fi', 'Aliens']",['Ryuuseiki Gakusaver'],3735
Glass Mask OVA,https://www.anime-planet.com/anime/glass-mask-ova,"['Drama', 'Shoujo', 'Acting', 'Showbiz', 'Based on a Manga']",['Glass no Kamen: Sen no Kamen wo Motsu Shoujo'],3734
Fox Spirit Matchmaker Season 5,https://www.anime-planet.com/anime/fox-spirit-matchmaker-season-5,"['Action', 'Fantasy', 'Romance', 'Chinese Animation', 'Non-Human Protagonists', 'Mature Themes', 'Based on a Manga']",['Huyao Xiao Hongniang: Qian Yan'],36545
"The Garden of Sinners Movie 3: Ever Cry, Never Life. (Remaining Sense of Pain)",https://www.anime-planet.com/anime/the-garden-of-sinners-movie-3-ever-cry-never-life-remaining-sense-of-pain,"['Drama', 'Mystery', 'Overpowered Main Characters', 'Supernatural', 'Explicit Sex', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse', 'Based on a Light Novel']",['Kara no Kyoukai Movie 3: Tsuukaku Zanryuu'],3783
Tsurune,https://www.anime-planet.com/anime/tsurune,"['Sports', 'Archery', 'School Club', 'School Life', 'Tournaments', 'Based on a Light Novel']",['Tsurune: Kazemai Koukou Kyuudou-bu'],36653
Saekano: How to Raise a Boring Girlfriend Fine,https://www.anime-planet.com/anime/saekano-how-to-raise-a-boring-girlfriend-fine,"['Comedy', 'Drama', 'Harem', 'Romance', 'Doujinshi Industry', 'Otaku Culture', 'Video Game Industry', 'Based on a Light Novel']",['Saenai Heroine no Sodate-kata Fine'],36885
Naruto Shippuden: Konoha Gakuen Picture Drama Special,https://www.anime-planet.com/anime/naruto-shippuden-konoha-gakuen-picture-drama-special,"['Comedy', 'Shounen', 'Delinquents', 'Picture Drama', 'School Life', 'Based on a Manga']","['Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den']",4134
Inazuma Eleven x Despicable Me,https://www.anime-planet.com/anime/inazuma-eleven-x-despicable-me,"['Comedy', 'Crossover', 'Promotional', 'Short Episodes']",['Inazuma Eleven x Kaitou Gru no Tsuki Dorobou'],36913
yattodetaman,https://www.anime-planet.com/anime/yattodetaman,"['Action', 'Adventure']",['Time Bokan Series: Yattodetaman'],4154
Pokemon Movie 21: The Power of Us,https://www.anime-planet.com/anime/pokemon-movie-21-the-power-of-us,"['Action', 'Adventure', 'Fantasy', 'Elemental Powers', 'Family Friendly', 'Monsters', 'Based on a Video Game']",['Pokemon Movie 21: Minna no Monogatari'],36927
To Heart 2 AD OVA,https://www.anime-planet.com/anime/to-heart-2-ad-ova,"['Ecchi', 'Harem', 'Romance', 'Based on an Eroge', 'Based on a Visual Novel']",['To Heart 2 AD'],4166
Food Wars! The Third Plate: Erina no Shin Seikatsu,https://www.anime-planet.com/anime/food-wars-the-third-plate-erina-no-shin-seikatsu,"['Comedy', 'Ecchi', 'Shounen', 'Slice of Life', 'Boarding House', 'Cooking', 'Neighbors', 'Based on a Manga']",['Shokugeki no Souma: San no Sara - Erina no Shin Seikatsu'],36962
Mobile Suit Gundam MS IGLOO 2: Juuryoku Sensen,https://www.anime-planet.com/anime/mobile-suit-gundam-ms-igloo-2-juuryoku-sensen,"['Action', 'Mecha', 'Sci Fi', 'Real Robot', 'Supernatural', 'War', 'CG Animation']",['Kidou Senshi Gundam MS IGLOO 2 Juuryoku Sensen'],4232
galaxycyclonebraiger,https://www.anime-planet.com/anime/galaxy-cyclone-braiger,"['Action', 'Adventure', 'Mecha', 'Sci Fi', 'Outer Space', 'Original Work']",['Ginga Senpuu Braiger'],4240
Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy,https://www.anime-planet.com/anime/laytons-mystery-journey-katrielle-and-the-millionaires-conspiracy,"['Mystery', 'Detectives', 'Family Friendly', 'Based on a Video Game']",['Layton Mystery Tanteisha: Katri no Nazotoki File'],37023
Today's Menu for Emiya Family,https://www.anime-planet.com/anime/todays-menu-for-emiya-family,"['Slice of Life', 'Cooking', 'Food and Beverage', 'Recipes']",['Emiya-san Chi no Kyou no Gohan'],37033
Cute High Earth Defense Club Happy Kiss!,https://www.anime-planet.com/anime/cute-high-earth-defense-club-happy-kiss,"['Comedy', 'Fantasy', 'Magical Girl', 'Contemporary Fantasy', 'Parody', 'Original Work']",['Binan Koukou Chikyuu Bouei-bu Happy Kiss!'],37036
Bringing the Nation's Husband Home 2nd Season,https://www.anime-planet.com/anime/bringing-the-nations-husband-home-2nd-season,"['Romance', 'Arranged Marriage', 'Chinese Animation', 'Short Episodes', 'Based on a Web Novel']","['Guomin Laogong Dai Huijia 2nd Season', 'National Husband Bring Home 2nd Season']",37044
drifterskokuousamagoranshin,https://www.anime-planet.com/anime/drifters-kokuou-sama-goranshin,"['Comedy', 'Parody']",['Drifters: The Black King Show'],37046
The Garden of Sinners Movie 4: Garan-no-Dou. (The Hollow Shrine),https://www.anime-planet.com/anime/the-garden-of-sinners-movie-4-garan-no-dou-the-hollow-shrine,"['Drama', 'Mystery', 'Overpowered Main Characters', 'Supernatural', 'Violence', 'Based on a Light Novel']",['Kara no Kyoukai Movie 4: Garan no Dou'],4280
The Garden of Sinners Movie 5: Paradox Paradigm,https://www.anime-planet.com/anime/the-garden-of-sinners-movie-5-paradox-paradigm,"['Drama', 'Mystery', 'Overpowered Main Characters', 'Supernatural', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Based on a Light Novel', 'Domestic Abuse']",['Kara no Kyoukai Movie 5: Mujun Rasen'],4282
Saga of Tanya the Evil Movie,https://www.anime-planet.com/anime/saga-of-tanya-the-evil-movie,"['Action', 'Fantasy', 'Guns', 'Isekai', 'Military', 'Person in a Strange World', 'Reincarnation', 'War', 'Violence', 'Based on a Light Novel']",['Youjo Senki Movie'],37055
Monmon the Water Spider,https://www.anime-planet.com/anime/monmon-the-water-spider,"['Fantasy', 'Romance', 'Animal Protagonists', 'Family Friendly', 'Ghibli Museum Shorts', 'Insects', 'No Dialogue', 'Non-Human Protagonists', 'Shorts', 'Original Work']",['Mizugumo Monmon'],4306
Fist of the North Star: Legend of Toki,https://www.anime-planet.com/anime/fist-of-the-north-star-legend-of-toki,"['Action', 'Shounen', 'Desert', 'Dystopia', 'Hand to Hand Combat', 'Martial Arts', 'Post-apocalyptic', 'Animal Abuse', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Based on a Manga']",['Shin Kyuuseishu Densetsu Hokuto no Ken Toki-den'],4312
Ninja Girl & Samurai Master 3rd Season,https://www.anime-planet.com/anime/ninja-girl-samurai-master-3rd-season,"['Action', 'Comedy', 'Seinen', '16th Century', 'Chibi', 'Feudal Japan', 'Historical', 'Ninja', 'Overpowered Main Characters', 'Rebellions', 'Short Episodes', 'War', 'Violence', 'Based on a 4-Koma Manga', 'Based on a Manga']",['Nobunaga no Shinobi: Anegawa Ishiyama-hen'],37126
