Anime,URL,Tags,Alts,MAL_ID
"Kamisama Kiss: Kamisama, Shiawase ni Naru",https://www.anime-planet.com/anime/kamisama-kiss-kamisama-shiawase-ni-naru,"['Comedy', 'Fantasy', 'Romance', 'Shoujo', 'Japanese Mythology', 'Master-Servant Relationship', 'Based on a Manga']","['Kamisama Hajimemashita: Kamisama', 'Shiawase ni Naru']",33323
ghostintheshellariseborderlessprojectworkinghigh,https://www.anime-planet.com/anime/ghost-in-the-shell-arise-border-less-project-working-high,"['Action', 'Sci Fi', 'Cyberpunk', 'Cyborgs']",['Ghost in the Shell: Arise - Border: Less Project'],17187
Hakkenden: Eight Dogs of the East 2,https://www.anime-planet.com/anime/hakkenden-eight-dogs-of-the-east-2,"['Action', 'Fantasy', 'Shoujo', 'Supernatural', 'Based on a Manga']",['Hakkenden: Touhou Hakken Ibun 2'],18055
Detective Conan Movie 2: The Fourteenth Target,https://www.anime-planet.com/anime/detective-conan-the-fourteenth-target,"['Mystery', 'Shounen', 'Age Transformation', 'Detectives', 'Based on a Manga']",['Meitantei Conan Movie 2: Jyuuyonbanme no Target'],780
Detective Conan Movie 5: Countdown to Heaven,https://www.anime-planet.com/anime/detective-conan-countdown-to-heaven,"['Drama', 'Mystery', 'Shounen', 'Age Transformation', 'Conspiracy', 'Detectives', 'Based on a Manga']",['Meitantei Conan Movie 5: Tengoku no Countdown'],1364
Major Season 5,https://www.anime-planet.com/anime/major-season-5,"['Drama', 'Shounen', 'Sports', 'Baseball', 'Based on a Manga']",[''],7655
Godzilla Movie 1: Planet of the Monsters,https://www.anime-planet.com/anime/godzilla-movie-1-planet-of-the-monsters,"['Action', 'Sci Fi', 'Kaijuu', 'Military', 'Monsters', 'Tokusatsu', 'Based on a Movie', 'CG Animation']",['Godzilla Movie 1: Kaijuu Wakusei'],33783
Overlord Mask,https://www.anime-planet.com/anime/overlord-mask,"['Action', 'Drama', 'Fantasy', 'Chinese Animation', 'Monsters', 'Short Episodes', 'Based on a Webtoon']",['Bawang Mianju'],33372
Tales of Zestiria: The X - Age of Chaos,https://www.anime-planet.com/anime/tales-of-zestiria-the-x-age-of-chaos,"['Adventure', 'Fantasy', 'Magic', 'Based on a Video Game']",['Tales of Zestiria: The X - Saiyaku no Jidai'],33558
Detective Conan Movie 4: Captured In her Eyes,https://www.anime-planet.com/anime/detective-conan-movie-4-captured-in-her-eyes,"['Mystery', 'Romance', 'Shounen', 'Age Transformation', 'Amnesia', 'Amusement Park', 'Detectives', 'Police', 'Violence', 'Based on a Manga']",['Meitantei Conan Movie 4: Hitomi no Naka no Ansatsusha'],1363
Infinite Stratos 2: One's Summer Memories,https://www.anime-planet.com/anime/infinite-stratos-2-ones-summer-memories,"['Ecchi', 'Harem', 'Mecha', 'Sci Fi', 'Power Suits', 'Based on a Light Novel']",['Infinite Stratos 2: Hitonatsu no Omoide'],20045
croiseeinaforeignlabyrinthpicturedrama,https://www.anime-planet.com/anime/croisee-in-a-foreign-labyrinth-picture-drama,"['Shounen', '19th Century', 'Historical', 'Picture Drama', 'Based on a Manga']",['Ikoku Meiro no Croisee Picture Drama'],9938
Digimon Adventure Tri. Movie 4: Loss,https://www.anime-planet.com/anime/digimon-adventure-tri-movie-4-loss,"['Action', 'Drama', 'Sci Fi', 'Monsters', 'Person in a Strange World']",['Digimon Adventure Tri. Movie 4: Soushitsu'],34299
Free! Movie: The Final Stroke - Zenpen,https://www.anime-planet.com/anime/free-movie-the-final-stroke-zenpen,"['Sports', 'School Club', 'Swimming', 'Based on a Light Novel']",[''],38400
That Time I Got Reincarnated as a Slime: Digression - Hinata Sakaguchi,https://www.anime-planet.com/anime/that-time-i-got-reincarnated-as-a-slime-digression-hinata-sakaguchi,"['Adventure', 'Fantasy', 'Shounen', 'Demons', 'Game Elements', 'Isekai', 'Kingdom Building', 'Magic', 'Management', 'Modern Knowledge', 'Monsters', 'Non-Human Protagonists', 'Recap', 'Reincarnation', 'Slimes', 'Violence', 'Based on a Manga']",['Tensei Shitara Slime Datta Ken: Kaiwa - Hinata Sakaguchi'],45753
"The Girl From the Other Side: Siuil, a Run OVA",https://www.anime-planet.com/anime/the-girl-from-the-other-side-siuil-a-run-ova,"['Fantasy', 'Mystery', 'Curse', 'Dark Fantasy', 'Melancholy', 'No Dialogue', 'Non-Human Protagonists', 'Shorts', 'Supernatural', 'Based on a Manga']",['Totsukuni no Shoujo OVA'],39495
Kino's Journey: Life Goes On,https://www.anime-planet.com/anime/kinos-journey-life-goes-on,"['Adventure', 'Drama', 'Fantasy', 'Coming of Age', 'Melancholy', 'Motorcycles', 'Violence', 'Based on a Light Novel']",['Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.'],1379
Gintama: Jump Festa 2005,https://www.anime-planet.com/anime/gintama-jump-festa-2005,"['Action', 'Comedy', 'Sci Fi', 'Shounen', 'Aliens', 'Crude', 'Feudal Japan', 'Gag', 'Parody', 'Samurai', 'Slapstick', 'Based on a Manga']",[''],2951
Detective Conan Movie 8: Magician of the Silver Sky,https://www.anime-planet.com/anime/detective-conan-magician-of-the-silver-sky,"['Mystery', 'Shounen', 'Age Transformation', 'Detectives', 'Police', 'Thieves', 'Based on a Manga']",['Meitantei Conan Movie 8: Ginyoku no kijutsushi'],1367
Seraph of the End: Battle in Nagoya Specials,https://www.anime-planet.com/anime/seraph-of-the-end-battle-in-nagoya-specials,"['Comedy', 'Shounen', 'Supernatural', 'Based on a Manga']",['Owari no Seraph: Nagoya Kessen-hen - Owaranai Seraph: Nagoya Kessen-hen'],31918
Kaguya-sama: Love is War - Ultra Romantic PV - Yu Ishigami Wants to Discuss It,https://www.anime-planet.com/anime/kaguya-sama-love-is-war-ultra-romantic-pv-yu-ishigami-wants-to-discuss-it,"['Comedy', 'Drama', 'Romance', 'Mind Games', 'Otaku Culture', 'Promotional', 'Romantic Comedy', 'School Life', 'Student Council', 'Based on a Manga']",['Kaguya-sama wa Kokurasetai: Ultra Romantic PV - Ishigami Yu wa Kataritai'],50325
Detective Conan Movie 10: The Private Eyes' Requiem,https://www.anime-planet.com/anime/detective-conan-the-private-eyes-requiem,"['Mystery', 'Shounen', 'Age Transformation', 'Detectives', 'Police', 'Thieves', 'Thriller', 'Based on a Manga']",['Meitantei Conan Movie 10: Tantei-tachi no Requiem'],1506
queensblade2theevileye,https://www.anime-planet.com/anime/queens-blade-2-the-evil-eye,"['Action', 'Ecchi', 'Fantasy', 'Borderline H', 'Explicit Sex']","[""Queen's Blade 2: Gyokuza wo Tsugumono""]",6633
Naruto: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,https://www.anime-planet.com/anime/naruto-naruto-to-mashin-to-mitsu-no-onegai-dattebayo,"['Action', 'Comedy', 'Shounen', 'Ninja', 'Shorts', 'Based on a Manga']",[''],10659
Ah! My Goddess,https://www.anime-planet.com/anime/ah-my-goddess,"['Comedy', 'Fantasy', 'Romance', 'Seinen', 'Contemporary Fantasy', 'God-Human Relationship', 'Gods', 'Interspecies Relationship', 'Magic', 'Non-Human Protagonists', 'Sudden Girlfriend Appearance', 'Based on a Manga']",['Ah! Megami-sama'],49
That Time I Got Reincarnated as a Slime Season 2: Veldora's Journal,https://www.anime-planet.com/anime/that-time-i-got-reincarnated-as-a-slime-season-2-veldoras-journal,"['Fantasy', 'Recap']","['Tensei Shitara Slime Datta Ken Season 2: Kanwa ""Veldora Nikki""']",49318
Digimon Adventure 02 Movie: Diaboromon Strikes Back,https://www.anime-planet.com/anime/digimon-adventure-02-movie-diaboromon-strikes-back,"['Action', 'Sci Fi', 'Shounen', 'Child Protagonists', 'Family Friendly', 'Monsters']",['Digimon Adventure 02 Movie: Diaboromon no Gyakushuu'],2398
Sekirei: Pure Engagement,https://www.anime-planet.com/anime/sekirei-pure-engagement,"['Ecchi', 'Harem', 'Seinen', 'Hand to Hand Combat', 'Mature Themes', 'Physical Abuse', 'Based on a Manga']",[''],9355
The Comic Artist and His Assistants Specials,https://www.anime-planet.com/anime/the-comic-artist-and-his-assistants-specials,"['Comedy', 'Ecchi', 'Seinen', 'Slice of Life', 'Coworkers', 'Manga Industry', 'Otaku Culture', 'Writers', 'Based on a Manga']",['Mangaka-san to Assistant-san to Specials'],24475
Dr. Stone: Stone Wars - Eve of the Battle,https://www.anime-planet.com/anime/dr-stone-stone-wars-eve-of-the-battle,"['Adventure', 'Comedy', 'Sci Fi', 'Shounen', 'Person in a Strange World', 'Post-apocalyptic', 'Prehistoric', 'Recap', 'Survival', 'Based on a Manga']",['Dr. Stone: Jump Festa 2020 Special'],43555
Birdy the Mighty: Decode 2,https://www.anime-planet.com/anime/birdy-the-mighty-decode-2,"['Action', 'Sci Fi', 'Seinen', 'Aliens', 'Body Sharing', 'Non-Human Protagonists', 'Police', 'Violence', 'Based on a Manga']",['Tetsuwan Birdy: Decode 2'],5074
86: Eighty-Six - Coquelicots Blooming Across the Battlefield,https://www.anime-planet.com/anime/86-eighty-six-coquelicots-blooming-across-the-battlefield,"['Action', 'Drama', 'Sci Fi', 'Military', 'Recap', 'War', 'Based on a Light Novel']",['86: Eighty-Six Special Edition - Senya ni Akaku Hinageshi no Saku'],49235
Detective Conan Movie 7: Crossroad in the Ancient Capital,https://www.anime-planet.com/anime/detective-conan-crossroad-in-the-ancient-capital,"['Mystery', 'Shounen', 'Age Transformation', 'Detectives', 'Thieves', 'Based on a Manga']",['Meitantei Conan Movie 7: Meikyuu no Crossroad'],1366
Sword Art Online: Alicization - War of Underworld: Part II,https://www.anime-planet.com/anime/sword-art-online-alicization-war-of-underworld-part-ii,"['Action', 'Fantasy', 'Sci Fi', 'Game Elements', 'Magic', 'Medieval', 'MMORPG', 'Overpowered Main Characters', 'Person in a Strange World', 'Virtual Reality', 'War', 'Mature Themes', 'Physical Abuse', 'Violence', 'Based on a Light Novel', 'Self-Harm']",[''],40489
Kabaneri of the Iron Fortress Part 1: Light That Gathers,https://www.anime-planet.com/anime/kabaneri-of-the-iron-fortress-part-1-light-that-gathers,"['Action', 'Fantasy', 'Apocalypse', 'Dark Fantasy', 'Guns', 'Pandemic', 'Recap', 'Steampunk', 'Trains', 'Zombies', 'Explicit Violence', 'Original Work']",['Koutetsujou no Kabaneri Soushuuhen 1: Tsudou Hikari'],33519
Digimon Adventure Tri. Movie 5: Coexistence,https://www.anime-planet.com/anime/digimon-adventure-tri-movie-5-coexistence,"['Action', 'Drama', 'Sci Fi', 'Monsters']",['Digimon Adventure Tri. Movie 5: Kyousei'],34962
Forest of Piano 2nd Season,https://www.anime-planet.com/anime/forest-of-piano-2nd-season,"['Drama', 'Classical Music', 'Music', 'School Life', 'Based on a Manga']",['Piano no Mori 2nd Season'],37975
Kabaneri of the Iron Fortress Part 2: Life That Burns,https://www.anime-planet.com/anime/kabaneri-of-the-iron-fortress-part-2-life-that-burns,"['Action', 'Fantasy', 'Apocalypse', 'Dark Fantasy', 'Guns', 'Pandemic', 'Recap', 'Steampunk', 'Trains', 'Zombies', 'Explicit Violence', 'Original Work']",['Koutetsujou no Kabaneri Soushuuhen 2: Moeru Inochi'],33520
Quanzhi Gaoshou Movie: For the Glory,https://www.anime-planet.com/anime/quanzhi-gaoshou-movie-for-the-glory,"['Action', 'Drama', 'Chinese Animation', 'Game Elements', 'MMORPG', 'Tournaments', 'Based on a Web Novel']","[""The King's Avatar Movie: For the Glory""]",40080
When They Cry: Kai - Ura Higu,https://www.anime-planet.com/anime/when-they-cry-kai-ura-higu,"['Comedy', 'Ecchi', 'Parody']",['Higurashi no Naku Koro ni Kai: Ura Higu'],6064
Detective Conan Movie 9: Strategy Above the Depths,https://www.anime-planet.com/anime/detective-conan-movie-9-strategy-above-the-depths,"['Drama', 'Mystery', 'Shounen', 'Age Transformation', 'Detectives', 'Ocean', 'Based on a Manga']",['Meitantei Conan Movie 9: Suihei Senjou no Strategy'],1505
"Waiting in the Summer: In Our Last Summer in High School, We Await That Summer",https://www.anime-planet.com/anime/waiting-in-the-summer-in-our-last-summer-in-high-school-we-await-that-summer,"['Romance', 'Slice of Life', 'Aliens', 'Countryside', 'Photography', 'Original Work']","['Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara', 'Ano Natsu de Matteiru.']",23447
Yamishibai: Japanese Ghost Stories 9th Season,https://www.anime-planet.com/anime/yamishibai-japanese-ghost-stories-9th-season,"['Horror', 'Episodic', 'Short Episodes', 'Supernatural', 'Urban Legend', 'Original Work']",[''],22537
Free! Timeless Medley: The Bond,https://www.anime-planet.com/anime/free-timeless-medley-the-bond,"['Sports', 'Recap', 'School Club', 'School Life', 'Swimming', 'Tournaments', 'Based on a Light Novel']",['Free! Timeless Medley: Kizuna'],33845
Phi Brain: Puzzle of God 2,https://www.anime-planet.com/anime/phi-brain-puzzle-of-god-2,"['Adventure', 'High Stakes Games', 'Original Work']",['Phi Brain: Kami no Puzzle 2'],12753
Planetarian Movie: Hoshi no Hito,https://www.anime-planet.com/anime/planetarian-movie-hoshi-no-hito,"['Sci Fi', 'Androids', 'Astronomy', 'Dystopia', 'Non-Human Protagonists', 'Post-apocalyptic', 'Robots', 'Based on a Visual Novel']",[''],33190
Monster Musume: Hobo Mainichi OO! Namappoi Douga,https://www.anime-planet.com/anime/monster-musume-hobo-mainichi-oo-namappoi-douga,"['Comedy', 'Ecchi', 'Fantasy', 'Seinen', 'Slice of Life', 'Monster Girls', 'Monsters', 'Short Episodes', 'Based on a Manga']",[''],31121
Fairy gone: Part II,https://www.anime-planet.com/anime/fairy-gone-part-ii,"['Action', 'Drama', 'Fantasy', 'Conspiracy', 'Guns', 'Monsters', 'Urban Fantasy', 'Violence', 'Original Work']",[''],39811
Hozuki's Coolheadedness 2nd Season,https://www.anime-planet.com/anime/hozukis-coolheadedness-2nd-season,"['Comedy', 'Seinen', 'Afterlife', 'Coworkers', 'Dark Comedy', 'Demons', 'Episodic', 'Gag', 'Hell', 'Japanese Mythology', 'Non-Human Protagonists', 'Parody', 'Satire', 'Slapstick', 'Supernatural', 'Youkai', 'Based on a Manga']",['Hozuki no Reitetsu 2nd Season'],35075
Sugar Apple Fairy Tale: Part II,https://www.anime-planet.com/anime/sugar-apple-fairy-tale-part-ii,"['Adventure', 'Fantasy', 'Romance', 'Shoujo', 'Art', 'Food and Beverage', 'Interspecies Relationship', 'Medieval', 'Non-Human Protagonists', 'Orphans', 'Based on a Light Novel']",[''],54842
NAKAIMO: My little sister is among them!,https://www.anime-planet.com/anime/nakaimo-my-little-sister-is-among-them,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Childhood Promise', 'School Life', 'Nudity', 'Based on a Light Novel']","['Kono Naka ni Hitori', 'Imouto ga Iru!']",15609
Digimon Adventure 02 Movie: The Golden Digimentals,https://www.anime-planet.com/anime/digimon-adventure-02-movie-the-golden-digimentals,"['Action', 'Adventure', 'Sci Fi', 'Shounen', 'America', 'Child Protagonists', 'Family Friendly', 'Monsters']",['Digimon Adventure 02 Movie: Zenpen Digimon Hurricane Jouriku!! - Kouhen Chouzetsu Shinka!! Ougon no Digimental'],2962
Digimon Adventure Tri. Movie 6: Future,https://www.anime-planet.com/anime/digimon-adventure-tri-movie-6-future,"['Action', 'Drama', 'Sci Fi', 'Monsters']",['Digimon Adventure Tri. Movie 6: Bokura no Mirai'],36466
Kuroko's Basketball 3: NG-shuu,https://www.anime-planet.com/anime/kurokos-basketball-3-ng-shuu,"['Comedy', 'Shounen', 'Sports', 'Basketball']",['Kuroko no Basket 3: NG-shuu'],30311
Pokemon: Black & White: Adventures in Unova and Beyond,https://www.anime-planet.com/anime/pokemon-black-and-white-adventures-in-unova-and-beyond,"['Adventure', 'Fantasy', 'Shounen', 'Child Protagonists', 'Elemental Powers', 'Family Friendly', 'Island', 'Monsters', 'Proxy Battles', 'Based on a Video Game']",['Pokemon Best Wishes! Season 2: Dekorora Adventure'],17873
Chihayafuru OVA,https://www.anime-planet.com/anime/chihayafuru-ova,"['Josei', 'Romance', 'School Club', 'School Life', 'Based on a Manga']",[''],18745
Hellsing Ultimate: Digest for Freaks,https://www.anime-planet.com/anime/hellsing-ultimate-digest-for-freaks,"['Action', 'Horror', 'Seinen', 'Recap', 'Supernatural', 'Vampires', 'Based on a Manga']",[''],6904
Digimon Adventure Movie: Last Evolution Kizuna,https://www.anime-planet.com/anime/digimon-adventure-movie-last-evolution-kizuna,"['Drama', 'Sci Fi', 'Monsters']",[''],38088
Tenjho Tenge: Ultimate Fight,https://www.anime-planet.com/anime/tenjho-tenge-ultimate-fight,"['Action', 'Ecchi', 'Seinen', 'Hand to Hand Combat', 'Martial Arts', 'Martial Arts School', 'School Life', 'Violence', 'Based on a Manga']",[''],448
Pop Team Epic 2nd Season,https://www.anime-planet.com/anime/pop-team-epic-2nd-season,"['Comedy', 'Seinen', 'Breaking the Fourth Wall', 'Gag', 'Parody', 'Slapstick', 'Based on a 4-Koma Manga', 'Based on a Manga']",[''],50663
The Disastrous Life of Saiki K. (2013),https://www.anime-planet.com/anime/the-disastrous-life-of-saiki-k-2013,"['Comedy', 'Shounen', 'Breaking the Fourth Wall', 'Gag', 'Psychic Powers', 'School Life', 'Shorts', 'Supernatural', 'Superpowers', 'Based on a Manga', 'Flash Animation']",['Saiki Kusuo no Psi Nan (2013)'],19469
Odd Taxi: In the Woods,https://www.anime-planet.com/anime/odd-taxi-in-the-woods,"['Drama', 'Animal Protagonists', 'Anthropomorphic', 'Non-Human Protagonists', 'Original Work']",[''],50653
Free! Timeless Medley: The Promise,https://www.anime-planet.com/anime/free-timeless-medley-the-promise,"['Sports', 'Recap', 'School Club', 'School Life', 'Swimming', 'Tournaments', 'Based on a Light Novel']",['Free! Timeless Medley: Yakusoku'],35191
Yuuki Yuuna is a Hero: The Hero Chapter,https://www.anime-planet.com/anime/yuuki-yuuna-is-a-hero-the-hero-chapter,"['Action', 'Drama', 'Fantasy', 'Magical Girl', 'Melancholy', 'Post-apocalyptic', 'Original Work']",['Yuuki Yuuna wa Yuusha de Aru: Yuusha no Sho'],34445
The Story of Saiunkoku 2nd Series,https://www.anime-planet.com/anime/the-story-of-saiunkoku-2nd-series,"['Drama', 'Fantasy', 'Reverse Harem', 'Romance', 'Shoujo', 'Medical', 'Pandemic', 'Political', 'Social Gap', 'Based on a Light Novel']","['Colourcloud Palace 2nd Series', 'Saiunkoku Monogatari 2nd Series']",1914
Gintama: Jump Festa 2014,https://www.anime-planet.com/anime/gintama-jump-festa-2014,"['Comedy', 'Shounen', 'Gag', 'Parody', 'Slapstick', 'Based on a Manga']",[''],25313
My Hero Academia 2,https://www.anime-planet.com/anime/my-hero-academia-2,"['Action', 'Comedy', 'Drama', 'Shounen', 'School Life', 'Superheroes', 'Superpowers', 'Tournaments', 'Weak to Strong', 'Emotional Abuse', 'Mature Themes', 'Physical Abuse', 'Violence', 'Based on a Manga', 'Domestic Abuse']",['Boku no Hero Academia 2'],51781
Towanoquon Movie 6: Eternal Quon,https://www.anime-planet.com/anime/towanoquon-movie-6-eternal-quon,"['Sci Fi', 'Supernatural', 'Superpowers', 'Original Work']",['Towa no Quon Movie 6: Towa no Quon'],10717
Godzilla Movie 2: City on the Edge of Battle,https://www.anime-planet.com/anime/godzilla-movie-2-city-on-the-edge-of-battle,"['Action', 'Mecha', 'Sci Fi', 'Kaijuu', 'Military', 'Monsters', 'Tokusatsu', 'Based on a Movie', 'CG Animation']",['Godzilla Movie 2: Kessen Kidou Zoushoku Toshi'],36816
Overlord: Play Play Pleiades OVA,https://www.anime-planet.com/anime/overlord-play-play-pleiades-ova,"['Comedy', 'Fantasy', 'Chibi', 'Game Elements', 'Magic', 'Person in a Strange World', 'Skeletons', 'Virtual Reality', 'Based on a Light Novel']",['Overlord: Ple Ple Pleiades OVA'],37087
PSYCHO-PASS: Providence,https://www.anime-planet.com/anime/psycho-pass-providence,"['Sci Fi', 'Cyberpunk', 'Dystopia', 'Noir', 'Police', 'Original Work']",[''],52747
Lupin III: Goemon's Blood Spray,https://www.anime-planet.com/anime/lupin-the-3rd-goemons-blood-spray,"['Action', 'Comedy', 'Seinen', 'Assassins', 'Criminals', 'Noir', 'Thieves', 'Explicit Violence', 'Mature Themes', 'Based on a Manga']",['Lupin III: Chikemuri no Ishikawa Goemon'],34021
Towanoquon Movie 2: Dancing Orchard in Chaos,https://www.anime-planet.com/anime/towanoquon-movie-2-dancing-orchard-in-chaos,"['Sci Fi', 'Supernatural', 'Superpowers', 'Original Work']",['Towa no Quon 2 Movie: Konton no Ranbu'],10713
Hitori no Shita: The Outcast 3,https://www.anime-planet.com/anime/hitori-no-shita-the-outcast-3,"['Action', 'Chinese Animation', 'Martial Arts', 'Supernatural', 'Superpowers', 'Vampires', 'Based on a Manga']",['Yi Ren Zhi Xia 3'],38536
Detective Conan Movie 27,https://www.anime-planet.com/anime/detective-conan-movie-27,"['Mystery', 'Based on a Manga']",['Meitantei Conan Movie 27'],14735
Tokyo Majin: 2nd Act,https://www.anime-planet.com/anime/tokyo-majin-2nd-act,"['Action', 'Horror', 'Demons', 'Supernatural', 'Superpowers', 'Based on a Video Game']",['Tokyo Majin Gakuen Kenpuchou Tou Dai Ni Maku'],2683
"Love, Chunibyo, & Other Delusions! Rikka Version Lite: My Brother 2",https://www.anime-planet.com/anime/love-chunibyo-and-other-delusions-rikka-version-lite-my-brother-2,"['Comedy', 'Based on a Light Novel']",['Takanashi Rikka Kai: Chuunibyou Demo Koi ga Shitai! Lite: Watashi no Onii-chan 2'],22859
"Love Hina Special: Motoko's Choice, Love or Sword: Don't Cry",https://www.anime-planet.com/anime/love-hina-special-motokos-choice-love-or-sword-dont-cry,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Based on a Manga']","['Love Hina: Motoko no Sentaku', 'Koi ka Ken... ""Naku na""']",963
Patlabor: The Mobile Police TV,https://www.anime-planet.com/anime/patlabor-the-mobile-police-tv,"['Mecha', 'Sci Fi', 'Police', 'Real Robot', 'Original Work']","['Kidou Keisatsu Patlabor TV', 'Mobile Police Patlabor TV']",324
One Piece Special 1: Adventure in the Ocean's Navel,https://www.anime-planet.com/anime/one-piece-special-adventure-in-the-oceans-naval,"['Action', 'Adventure', 'Comedy', 'Shounen', 'Pirates', 'Based on a Manga']",['One Piece Special 1: Umi no Heso no Daibouken-hen'],1094
Yamishibai: Japanese Ghost Stories 9th Season,https://www.anime-planet.com/anime/yamishibai-japanese-ghost-stories-9th-season,"['Horror', 'Episodic', 'Short Episodes', 'Supernatural', 'Urban Legend', 'Original Work']",[''],31994
Captain Harlock,https://www.anime-planet.com/anime/captain-harlock,"['Action', 'Drama', 'Sci Fi', 'Seinen', 'Aliens', 'Leijiverse', 'Outer Space', 'Space Opera', 'Space Pirates', 'Based on a Manga']",['Uchuu Kaizoku Captain Harlock'],1000
Towanoquon Movie 3: The Complicity of Dreams,https://www.anime-planet.com/anime/towanoquon-movie-3-the-complicity-of-dreams,"['Sci Fi', 'Supernatural', 'Superpowers', 'Original Work']",['Towa no Quon Movie 3: Mugen no Renza'],10714
demonbane,https://www.anime-planet.com/anime/demonbane,"['Action', 'Fantasy', 'Mecha', 'Based on an Eroge', 'Based on a Visual Novel']",['Kishin Houkou Demonbane'],1067
Mobile Suit Gundam: Hathaway's Flash I,https://www.anime-planet.com/anime/mobile-suit-gundam-hathaways-flash-i,"['Action', 'Mecha', 'Sci Fi', 'Military', 'Outer Space', 'Real Robot', 'Violence', 'Based on a Light Novel']",['Kidou Senshi Gundam: Senkou no Hathaway I'],37765
The iDOLM@STER: Cinderella Girls Second Series,https://www.anime-planet.com/anime/the-idolmaster-cinderella-girls-second-series,"['Idols', 'Music', 'Showbiz', 'Based on a Mobile Game']",[''],30344
Towanoquon Movie 4: The Roaring Anxiety,https://www.anime-planet.com/anime/towanoquon-movie-4-the-roaring-anxiety,"['Sci Fi', 'Supernatural', 'Superpowers', 'Original Work']",['Towa no Quon Movie 4: Guren no Shoushin'],10715
EGOIST: The Everlasting Guilty Crown,https://www.anime-planet.com/anime/egoist-the-everlasting-guilty-crown,[''],[''],17949
Arifureta: From Commonplace to World's Strongest 3rd Season,https://www.anime-planet.com/anime/arifureta-from-commonplace-to-worlds-strongest-3rd-season,"['Action', 'Adventure', 'Ecchi', 'Fantasy', 'Harem', 'Seinen', 'Dark Fantasy', 'Dungeon', 'Game Elements', 'Guns', 'Isekai', 'Magic', 'Overpowered Main Characters', 'Person in a Strange World', 'Summoned Into Another World', 'Based on a Light Novel']",['Arifureta Shokugyou de Sekai Saikyou 3rd Season'],40239
Encouragement of Climb 2 Specials,https://www.anime-planet.com/anime/encouragement-of-climb-2-specials,"['Comedy', 'Seinen', 'Slice of Life', 'Parody', 'Based on a Manga']",['Yama no Susume 2 Specials'],21435
Black Jack (2001),https://www.anime-planet.com/anime/black-jack-2001,"['Drama', 'Shounen', 'Doctors', 'Medical', 'Based on a Manga', 'Flash Animation']",[''],2213
Ai Tenchi Muyo!,https://www.anime-planet.com/anime/ai-tenchi-muyo,"['Comedy', 'All-Girls School', 'School Life', 'Short Episodes', 'Teachers', 'Teaching', 'Original Work']",[''],24699
Towanoquon Movie 5: The Return of the Invincible,https://www.anime-planet.com/anime/towanoquon-movie-5-the-return-of-the-invincible,"['Sci Fi', 'Supernatural', 'Superpowers', 'Original Work']",['Towa no Quon Movie 5: Souzetsu no Raifuku'],10716
Attack on Titan 3rd Season Specials,https://www.anime-planet.com/anime/attack-on-titan-3rd-season-specials,"['Comedy', 'Shounen', 'Chibi', 'Parody', 'Based on a Manga']",['Shingeki no Kyojin 3rd Season Specials'],39477
You're Under Arrest! OVA,https://www.anime-planet.com/anime/youre-under-arrest-ova,"['Action', 'Comedy', 'Drama', 'Seinen', 'Police', 'Work Life', 'Based on a Manga']",['Taiho Shichauzo OVA'],1372
Fate/Kaleid Liner Prisma Illya Movie 2: Licht Nameless Girl,https://www.anime-planet.com/anime/fate-kaleid-liner-prisma-illya-movie-2-licht-nameless-girl,"['Action', 'Fantasy', 'Magical Girl', 'Shounen', 'Contemporary Fantasy', 'Greek Mythology', 'Magic', 'Superpowers', 'Violence', 'Based on a Manga']",['Fate/Kaleid Liner Prisma Illya Movie 2: Licht - Namae no Nai Shoujo'],42030
Kyo Kara Maoh! 3rd Series,https://www.anime-planet.com/anime/kyo-kara-maoh-3rd-series,"['Comedy', 'Fantasy', 'Harem', 'Shoujo', 'Contemporary Fantasy', 'Demon King', 'Isekai', 'Medieval', 'Non-Human Protagonists', 'Person in a Strange World', 'Royalty', 'Based on a Light Novel']",[''],4080
Natsume's Book of Friends Movie 2,https://www.anime-planet.com/anime/natsumes-book-of-friends-movie-2,"['Drama', 'Fantasy', 'Shoujo', 'Cats', 'Contemporary Fantasy', 'Countryside', 'Iyashikei', 'Japanese Mythology', 'Orphans', 'Supernatural', 'Youkai', 'Based on a Manga']",['Natsume Yuujinchou Movie 2: Ishi Okoshi to Ayashiki Raihousha'],42894
Gintama: Jump Festa 2015,https://www.anime-planet.com/anime/gintama-jump-festa-2015,"['Comedy', 'Sci Fi', 'Shounen', 'Aliens', 'Gag', 'Parody', 'Samurai', 'Shorts', 'Based on a Manga']",[''],32122
Da Capo Second Season,https://www.anime-planet.com/anime/da-capo-second-season,"['Fantasy', 'Romance', 'Magic', 'Based on an Eroge', 'Based on a Visual Novel']",[''],291
SK8 the Infinity OVA,https://www.anime-planet.com/anime/sk8-the-infinity-ova,"['Sports', 'Racing', 'Original Work']",[''],48456
infinitestratos2infinitewedding,https://www.anime-planet.com/anime/infinite-stratos-2-infinite-wedding,"['Comedy', 'Ecchi', 'Harem', 'Mecha', 'Romance', 'Picture Drama', 'Power Suits', 'Based on a Light Novel']",[''],33242
