Anime,URL,Tags,Alts,MAL_ID
That Time I Got Reincarnated as a Slime Season 2: Part II,https://www.anime-planet.com/anime/that-time-i-got-reincarnated-as-a-slime-season-2-part-ii,"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Cheats', 'Demons', 'Game Elements', 'Isekai', 'Kingdom Building', 'Magic', 'Management', 'Modern Knowledge', 'Monsters', 'Person in a Strange World', 'Political', 'Reincarnation', 'Slimes', 'Physical Abuse', 'Based on a Manga']",['Tensei Shitara Slime Datta Ken Season 2: Part II'],41487
Baka and Test - Summon the Beasts 2,https://www.anime-planet.com/anime/baka-and-test-summon-the-beasts-2,"['Comedy', 'Chibi', 'Magic', 'Magic School', 'School Life', 'Based on a Light Novel']",['Baka to Test to Shoukanjuu Ni!'],6347
The Disastrous Life of Saiki K. 3,https://www.anime-planet.com/anime/the-disastrous-life-of-saiki-k-3,"['Comedy', 'Shounen', 'Breaking the Fourth Wall', 'Gag', 'Overpowered Main Characters', 'Psychic Powers', 'Supernatural', 'Superpowers', 'Based on a Manga']",['Saiki Kusuo no Psi Nan: Kanketsu-hen'],34612
Bungo Stray Dogs 3rd Season,https://www.anime-planet.com/anime/bungo-stray-dogs-3rd-season,"['Action', 'Mystery', 'Seinen', 'Supernatural', 'Superpowers', 'Mature Themes', 'Suicide', 'Violence', 'Based on a Manga']",[''],38003
Sword Art Online: Alicization - War of Underworld: Part II,https://www.anime-planet.com/anime/sword-art-online-alicization-war-of-underworld-part-ii,"['Action', 'Fantasy', 'Sci Fi', 'Game Elements', 'Magic', 'Medieval', 'MMORPG', 'Overpowered Main Characters', 'Person in a Strange World', 'Virtual Reality', 'War', 'Mature Themes', 'Physical Abuse', 'Violence', 'Based on a Light Novel', 'Self-Harm']",[''],40540
Steins;Gate Movie: Load Region of Deja Vu,https://www.anime-planet.com/anime/steins-gate-movie-load-region-of-deja-vu,"['Drama', 'Romance', 'Sci Fi', 'Thriller', 'Time Travel', 'Violence', 'Based on a Visual Novel']",['Steins;Gate Movie: Fuka Ryouiki no Deja vu'],11577
My Hero Academia Movie 2: Heroes:Rising,https://www.anime-planet.com/anime/my-hero-academia-movie-2-heroes-rising,"['Action', 'Sci Fi', 'Shounen', 'Island', 'Superheroes', 'Superpowers', 'Based on a Manga']",['Boku no Hero Academia Movie 2: Heroes:Rising'],39565
Kizumonogatari Part 1: Tekketsu,https://www.anime-planet.com/anime/kizumonogatari-part-1-tekketsu,"['Drama', 'Ecchi', 'Psychological', 'Supernatural', 'Vampires', 'Explicit Violence', 'Based on a Light Novel']",['Kizumonogatari Part 1: Tekketsu-hen'],9260
Fairy Tail: Final Season,https://www.anime-planet.com/anime/fairy-tail-final-season,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Guilds', 'Magic', 'Based on a Manga']",[''],35972
86: Eighty-Six - Part II,https://www.anime-planet.com/anime/86-eighty-six-part-ii,"['Action', 'Drama', 'Sci Fi', 'Military', 'War', 'Violence', 'Based on a Light Novel']",['86: Eighty-Six - Dai 2 Cour'],48569
Komi Can't Communicate 2nd Season,https://www.anime-planet.com/anime/komi-cant-communicate-2nd-season,"['Comedy', 'Romance', 'Shounen', 'Mental Illness', 'School Life', 'Based on a Manga']","['Komi-san wa', 'Comyushou desu. 2nd Season']",50631
Kizumonogatari Part 3: Reiketsu,https://www.anime-planet.com/anime/kizumonogatari-part-3-reiketsu,"['Action', 'Drama', 'Ecchi', 'Psychological', 'Supernatural', 'Vampires', 'Explicit Violence', 'Nudity', 'Based on a Light Novel']",['Kizumonogatari Part 3: Reiketsu-hen'],31758
Made in Abyss Movie: Dawn of the Deep Soul,https://www.anime-planet.com/anime/made-in-abyss-movie-dawn-of-the-deep-soul,"['Adventure', 'Fantasy', 'Horror', 'Mystery', 'Sci Fi', 'Seinen', 'Child Protagonists', 'Curse', 'Dark Fantasy', 'Human Experimentation', 'Non-Human Protagonists', 'Orphans', 'Outside World', 'Robots', 'Explicit Violence', 'Nudity', 'Based on a Manga']",['Made in Abyss Movie: Fukaki Tamashii no Reimei'],36862
Kizumonogatari Part 2: Nekketsu,https://www.anime-planet.com/anime/kizumonogatari-part-2-nekketsu,"['Action', 'Ecchi', 'Psychological', 'Supernatural', 'Vampires', 'Explicit Violence', 'Based on a Light Novel']",['Kizumonogatari Part 2: Nekketsu-hen'],31757
Beast Saga 2nd Season,https://www.anime-planet.com/anime/beast-saga-2nd-season,"['Action', 'Fantasy', 'Sci Fi', 'Shounen', 'Animal Protagonists', 'Anthropomorphic', 'Non-Human Protagonists']",[''],40935
Dragon Ball Super Movie: Broly,https://www.anime-planet.com/anime/dragon-ball-super-movie-broly,"['Action', 'Shounen', 'Aliens', 'Hand to Hand Combat', 'Martial Arts', 'Non-Human Protagonists', 'Superpowers', 'Based on a Manga']",[''],36946
Nanbaka 2nd Season,https://www.anime-planet.com/anime/nanbaka-2nd-season,"['Action', 'Comedy', 'Island', 'Prison', 'Based on a Webtoon']",[''],10030
Azumanga Daioh,https://www.anime-planet.com/anime/azumanga-daioh,"['Comedy', 'Shounen', 'Slice of Life', 'Episodic', 'Gag', 'Iyashikei', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[''],66
Naruto Shippuden Movie 6: Road to Ninja,https://www.anime-planet.com/anime/naruto-shippuden-movie-6-road-to-ninja,"['Action', 'Fantasy', 'Shounen', 'Ninja', 'Person in a Strange World', 'Based on a Manga']",[''],13667
Kasumin 3rd Season,https://www.anime-planet.com/anime/kasumin-3rd-season,"['Comedy', 'Fantasy', 'Family Friendly', 'Original Work']",[''],12365
Code Geass Movie: Lelouch of the Re;surrection,https://www.anime-planet.com/anime/code-geass-movie-lelouch-of-the-resurrection,"['Action', 'Drama', 'Mecha', 'Sci Fi', 'Real Robot', 'Superpowers', 'Nudity', 'Violence', 'Original Work']",['Code Geass Movie: Fukkatsu no Lelouch'],34437
Shakugan no Shana II,https://www.anime-planet.com/anime/shakugan-no-shana-ii,"['Action', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'Supernatural', 'Tsundere', 'Urban Fantasy', 'Based on a Light Novel']",[''],2787
"Welcome to Demon School, Iruma-kun 2",https://www.anime-planet.com/anime/welcome-to-demon-school-iruma-kun-2,"['Comedy', 'Shounen', 'Demons', 'Monster School', 'Person in a Strange World', 'School Life', 'Supernatural', 'Based on a Manga']",['Mairimashita! Iruma-kun 2'],41402
Katato The Animation,https://www.anime-planet.com/anime/katato-the-animation,"['Comedy', 'Parody', 'Short Episodes', 'Based on a Manga']",[''],20689
Kuroko's Basketball: Last Game,https://www.anime-planet.com/anime/kurokos-basketball-last-game,"['Shounen', 'Sports', 'Basketball', 'Based on a Manga']",['Kuroko no Basket: Last Game'],31658
The Seven Deadly Sins Movie: Prisoners of the Sky,https://www.anime-planet.com/anime/the-seven-deadly-sins-movie-prisoners-of-the-sky,"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Angels', 'Demons', 'Island', 'Magic', 'Medieval', 'Non-Human Protagonists', 'Overpowered Main Characters', 'Violence', 'Based on a Manga']",['Nanatsu no Taizai Movie: Tenkuu no Torawarebito'],35946
Naruto Shippuden Movie 1,https://www.anime-planet.com/anime/naruto-shippuden-movie-1,"['Action', 'Shounen', 'Ninja', 'Based on a Manga']",[''],2472
Naruto Movie 1: Ninja Clash in the Land of Snow,https://www.anime-planet.com/anime/naruto-movie-1-ninja-clash-in-the-land-of-snow,"['Action', 'Shounen', 'Ninja', 'Based on a Manga']",['Naruto Movie 1: Naruto: Dai Katsugeki! Yuki Hime Ninpouchou Datte ba yo!'],442
Chaos;HEAd,https://www.anime-planet.com/anime/chaos-head,"['Mystery', 'Psychological', 'Supernatural', 'Thriller', 'Violence', 'Based on a Visual Novel']",[''],4975
Bungo Stray Dogs Movie: Dead Apple,https://www.anime-planet.com/anime/bungo-stray-dogs-movie-dead-apple,"['Action', 'Mystery', 'Seinen', 'Detectives', 'Supernatural', 'Superpowers', 'Violence', 'Based on a Manga']",[''],34944
The Case Study of Vanitas: Part II,https://www.anime-planet.com/anime/the-case-study-of-vanitas-part-ii,"['Adventure', 'Drama', 'Fantasy', 'Shounen', '19th Century', 'Europe', 'France', 'Human Experimentation', 'Steampunk', 'Supernatural', 'Vampires', 'Based on a Manga']",['Vanitas no Carte: Part II'],49114
Doukyuusei,https://www.anime-planet.com/anime/doukyuusei,"['BL', 'Drama', 'Romance', 'Shounen-ai', 'All-Boys School', 'LGBT Themes', 'Opposites Attract', 'School Life', 'Based on a Manga']",['Doukyuusei -Classmates-'],30346
Naruto Shippuden Movie 2: Bonds,https://www.anime-planet.com/anime/naruto-shippuden-movie-2-bonds,"['Action', 'Shounen', 'Ninja', 'Based on a Manga']",['Naruto Shippuden Movie 2: Kizuna'],4437
Bungo Stray Dogs 4th Season,https://www.anime-planet.com/anime/bungo-stray-dogs-4th-season,"['Action', 'Comedy', 'Seinen', 'Detectives', 'Gangs', 'Guns', 'Mafia', 'Orphans', 'Supernatural', 'Superpowers', 'Mature Themes', 'Suicide', 'Violence', 'Based on a Manga']",[''],50330
"Clannad: Another World, Kyou Chapter",https://www.anime-planet.com/anime/clannad-another-world-kyou-chapter,"['Drama', 'Romance', 'Based on a Visual Novel']","['Clannad: After Story - Mou Hitotsu no Sekai', 'Kyou-hen']",6351
Pokemon Movie 1: The First Movie,https://www.anime-planet.com/anime/pokemon-movie-1-the-first-movie,"['Fantasy', 'Child Protagonists', 'Elemental Powers', 'Family Friendly', 'Island', 'Monsters', 'Based on a Video Game']",['Pokemon Movie 1: Mewtwo no Gyakushuu'],528
Beyond the Boundary Movie: I'll Be Here - Future,https://www.anime-planet.com/anime/beyond-the-boundary-movie-ill-be-here-future,"['Action', 'Drama', 'Fantasy', 'Amnesia', 'Contemporary Fantasy', 'Magic', 'Urban Fantasy', 'Violence', 'Based on a Light Novel']","[""Kyoukai no Kanata Movie: I'll Be Here - Mirai-hen""]",28675
Naruto Shippuden Movie 4: The Lost Tower,https://www.anime-planet.com/anime/naruto-shippuden-movie-4-the-lost-tower,"['Action', 'Shounen', 'Ninja', 'Time Travel', 'Based on a Manga']",[''],8246
One Piece Movie 1,https://www.anime-planet.com/anime/one-piece-movie-1,"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Island', 'Pirates', 'Superpowers', 'Based on a Manga']",[''],4155
Naruto Shippuden Movie 5: Blood Prison,https://www.anime-planet.com/anime/naruto-shippuden-movie-5-blood-prison,"['Action', 'Shounen', 'Island', 'Ninja', 'Prison', 'Based on a Manga']",[''],10589
Bleach Movie 2: The DiamondDust Rebellion,https://www.anime-planet.com/anime/bleach-movie-2-the-diamonddust-rebellion,"['Action', 'Shounen', 'Shinigami', 'Supernatural', 'Swordplay', 'Violence', 'Based on a Manga']",[''],2889
Moriarty the Patriot 2nd Season,https://www.anime-planet.com/anime/moriarty-the-patriot-2nd-season,"['Mystery', 'Shounen', '19th Century', 'Detectives', 'England', 'Europe', 'Historical', 'Sherlock Holmes', 'Violence', 'Based on a Manga']",['Yuukoku no Moriarty 2nd Season'],43325
The Garden of Sinners Movie 2: ...And Nothing Heart. (Murder Speculation Part A),https://www.anime-planet.com/anime/the-garden-of-sinners-movie-2-and-nothing-heart-murder-speculation-part-a,"['Drama', 'Horror', 'Mystery', 'Romance', 'Overpowered Main Characters', 'Split Personality', 'Supernatural', 'Explicit Violence', 'Based on a Light Novel']",['Kara no Kyoukai Movie 2: Satsujin Kousatsu (Part A)'],3782
My Hero Academia Movie 3: World Heroes' Mission,https://www.anime-planet.com/anime/my-hero-academia-movie-3-world-heroes-mission,"['Action', 'Sci Fi', 'Shounen', 'Superheroes', 'Superpowers', 'Weak to Strong', 'Violence', 'Based on a Manga']","[""Boku no Hero Academia Movie 3: World Heroes' Mission""]",44200
How a Realist Hero Rebuilt the Kingdom: Part II,https://www.anime-planet.com/anime/how-a-realist-hero-rebuilt-the-kingdom-part-ii,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Isekai', 'Kingdom Building', 'Magic', 'Management', 'Modern Knowledge', 'Person in a Strange World', 'Political', 'Royalty', 'Summoned Into Another World', 'Based on a Light Novel']",['Genjitsu Shugi Yuusha no Oukoku Saikenki: Dai Ni-bu'],49930
Shakugan no Shana II,https://www.anime-planet.com/anime/shakugan-no-shana-ii,"['Action', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'Supernatural', 'Tsundere', 'Urban Fantasy', 'Based on a Light Novel']",[''],6773
JoJo's Bizarre Adventure: Stone Ocean - Part II,https://www.anime-planet.com/anime/jojos-bizarre-adventure-stone-ocean-part-ii,"['Action', 'Adventure', 'Shounen', 'America', 'Prison', 'Supernatural', 'Based on a Manga']",['Jojo no Kimyou na Bouken: Stone Ocean - Part II'],51367
TONIKAWA: Over the Moon for You 2nd Season,https://www.anime-planet.com/anime/tonikawa-over-the-moon-for-you-2nd-season,"['Comedy', 'Romance', 'Shounen', 'Iyashikei', 'Married Life', 'Mature Romance', 'Romantic Comedy', 'Sudden Girlfriend Appearance', 'Based on a Manga']","['Fly me to the Moon 2nd Season', 'Tonikaku Kawaii Season 2']",50307
The Disastrous Life of Saiki K. 3,https://www.anime-planet.com/anime/the-disastrous-life-of-saiki-k-3,"['Comedy', 'Shounen', 'Breaking the Fourth Wall', 'Gag', 'Overpowered Main Characters', 'Psychic Powers', 'Supernatural', 'Superpowers', 'Based on a Manga']",['Saiki Kusuo no Psi Nan: Kanketsu-hen'],38249
Miss Kobayashi's Dragon Maid: Valentines and Hot Springs! (Please Don't Get Your Hopes Up),https://www.anime-planet.com/anime/miss-kobayashis-dragon-maid-valentines-and-hot-springs-please-dont-get-your-hopes-up,"['Comedy', 'Fantasy', 'GL', 'Seinen', 'Shoujo-ai', 'Slice of Life', 'Animal Characteristics', 'Contemporary Fantasy', 'Dragons', 'Maids', 'Monster Girls', 'Non-Human Protagonists', 'Reverse Isekai', 'Urban Fantasy', 'Based on a Manga']","['Kobayashi-san Chi no Maid Dragon: Valentine', 'Soshite Onsen! (Amari Kitai Shinaide Kudasai)']",35363
Tengen Toppa Gurren Lagann: Lagann-hen,https://www.anime-planet.com/anime/tengen-toppa-gurren-lagann-lagann-hen,"['Action', 'Mecha', 'Sci Fi', 'Combining Mecha', 'Super Robot', 'Original Work']",['Gurren Lagann Movie 2: The Lights in the Sky Are Stars'],4565
Naruto Movie 3: Guardians of the Crescent Moon Kingdom,https://www.anime-planet.com/anime/naruto-movie-3-guardians-of-the-crescent-moon-kingdom,"['Action', 'Shounen', 'Ninja', 'Based on a Manga']",['Naruto Movie 3: Dai Koufun! Mikazuki-jima no Animal Panic Datte ba yo!'],2144
Naruto Shippuden Movie 3: The Will of Fire,https://www.anime-planet.com/anime/naruto-shippuden-movie-3-the-will-of-fire,"['Action', 'Shounen', 'Ninja', 'Based on a Manga']",['Naruto Shippuden Movie 3: Hi no Ishi wo Tsugu Mono'],6325
The Garden of Sinners Movie 7: ......Not Nothing Heart. (Murder Speculation Part B),https://www.anime-planet.com/anime/the-garden-of-sinners-movie-7-not-nothing-heart-murder-speculation-part-b,"['Drama', 'Mystery', 'Overpowered Main Characters', 'Supernatural', 'Explicit Violence', 'Mature Themes', 'Based on a Light Novel']",['Kara no Kyoukai Movie 7: Satsujin Kousatsu (Part B)'],5205
Ascendance of a Bookworm Recaps,https://www.anime-planet.com/anime/ascendance-of-a-bookworm-recaps,"['Drama', 'Fantasy', 'Age Transformation', 'Apprenticeship', 'Cheats', 'Isekai', 'Magic', 'Medieval', 'Modern Knowledge', 'Person in a Strange World', 'Recap', 'Based on a Light Novel']",['Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Recaps'],40815
Colorful,https://www.anime-planet.com/anime/colorful,"['Comedy', 'Ecchi', 'Seinen', 'Short Episodes', 'Based on a Manga']",[''],8142
Is It Wrong to Try to Pick Up Girls in a Dungeon? IV: Part II,https://www.anime-planet.com/anime/is-it-wrong-to-try-to-pick-up-girls-in-a-dungeon-iv-part-ii,"['Action', 'Fantasy', 'Harem', 'Dungeon', 'Game Elements', 'Guilds', 'Swordplay', 'Explicit Violence', 'Based on a Light Novel']",['Dungeon ni Deai wo Motomeru no wa Machigatte Iru Darou ka IV: Familia Myth - Shinshou Yakusai-hen'],53111
Pokemon Movie 2: The Power of One,https://www.anime-planet.com/anime/pokemon-movie-2-the-power-of-one,"['Fantasy', 'Shounen', 'Child Protagonists', 'Elemental Powers', 'Family Friendly', 'Island', 'Monsters', 'Based on a Video Game']",['Pokemon Movie 2: Maboroshi no Pokemon Lugia Bakutan'],1117
Pokemon Advanced,https://www.anime-planet.com/anime/pokemon-advanced,"['Adventure', 'Fantasy', 'Child Protagonists', 'Elemental Powers', 'Episodic', 'Family Friendly', 'Monsters', 'Proxy Battles', 'Based on a Video Game']",[''],1564
Real Girl 2nd Season,https://www.anime-planet.com/anime/real-girl-2nd-season,"['Comedy', 'Romance', 'Shoujo', 'School Life', 'Based on a Manga']",['3D Kanojo 2nd Season'],37956
Date a Live: Encore OVA,https://www.anime-planet.com/anime/date-a-live-encore-ova,"['Harem', 'Romance', 'Sci Fi', 'Based on a Light Novel']",[''],22961
That Time I Got Reincarnated as a Slime Movie: Scarlet Bond,https://www.anime-planet.com/anime/that-time-i-got-reincarnated-as-a-slime-movie-scarlet-bond,"['Action', 'Fantasy', 'Shounen', 'Demons', 'Game Elements', 'Isekai', 'Kingdom Building', 'Magic', 'Monsters', 'Person in a Strange World', 'Political', 'Reincarnation', 'Slimes', 'Violence', 'Based on a Manga']",['Tensei Shitara Slime Datta Ken Movie: Guren no Kizuna'],49877
Seer 2nd Season,https://www.anime-planet.com/anime/seer-2nd-season,"['Sci Fi', 'Chinese Animation', 'Robots']",['Sai Er Hao 2nd Season'],34055
Invaders of the Rokujyouma!?,https://www.anime-planet.com/anime/invaders-of-the-rokujyouma,"['Comedy', 'Harem', 'Boarding House', 'Neighbors', 'School Life', 'Supernatural', 'Based on a Light Novel']",['Rokujyoma no Shinryakusha!?'],22865
Aggretsuko 2,https://www.anime-planet.com/anime/aggretsuko-2,"['Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Coworkers', 'Music', 'Non-Human Protagonists', 'Sanrio Characters', 'Work Life', 'Original Work']",['Aggressive Retsuko 2'],36904
JoJo's Bizarre Adventure: Stone Ocean - Part II,https://www.anime-planet.com/anime/jojos-bizarre-adventure-stone-ocean-part-ii,"['Action', 'Adventure', 'Shounen', 'America', 'Prison', 'Supernatural', 'Based on a Manga']",['Jojo no Kimyou na Bouken: Stone Ocean - Part II'],53273
Pokemon Movie 3: Spell of the Unown,https://www.anime-planet.com/anime/pokemon-movie-3-spell-of-the-unown,"['Fantasy', 'Child Protagonists', 'Elemental Powers', 'Family Friendly', 'Monsters', 'Based on a Video Game']",['Pokemon Movie 3: Kesshou Tou no Teiou Entei'],1118
"Welcome to Demon School, Iruma-kun 3",https://www.anime-planet.com/anime/welcome-to-demon-school-iruma-kun-3,"['Comedy', 'Shounen', 'Demons', 'Monster School', 'Person in a Strange World', 'School Life', 'Supernatural', 'Based on a Manga']",['Mairimashita! Iruma-kun 3'],49784
Bungo Stray Dogs: Walking Alone,https://www.anime-planet.com/anime/bungo-stray-dogs-walking-alone,"['Action', 'Seinen', 'Detectives', 'Supernatural', 'Superpowers', 'Terrorism', 'Based on a Manga']",['Bungo Stray Dogs: Hitori Ayumu'],33071
Beyond the Boundary Movie: I'll Be Here - Past,https://www.anime-planet.com/anime/beyond-the-boundary-movie-ill-be-here-past,"['Action', 'Drama', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'Recap', 'Urban Fantasy', 'Based on a Light Novel']","[""Kyoukai no Kanata Movie: I'll Be Here - Kako-hen""]",25015
Gurren Lagann Movie 1: Childhood's End,https://www.anime-planet.com/anime/gurren-lagann-movie-1-childhoods-end,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci Fi', 'Combining Mecha', 'Recap', 'Super Robot', 'Original Work']",['Tengen Toppa Gurren Lagann Movie 1: Guren-hen'],4107
Dragon Ball Z Movie 8: Broly - The Legendary Super Saiyan,https://www.anime-planet.com/anime/dragon-ball-z-movie-8-broly-the-legendary-super-saiyan,"['Action', 'Shounen', 'Aliens', 'Hand to Hand Combat', 'Martial Arts', 'Non-Human Protagonists', 'Superpowers', 'Based on a Manga']","['Dragon Ball Z Movie 08: Moetsukiro!! Nessen', 'Ressen', 'Chougekisen']",901
Hunter x Hunter OVA 2: Greed Island,https://www.anime-planet.com/anime/hunter-x-hunter-ova-2-greed-island,"['Action', 'Adventure', 'Shounen', 'Child Protagonists', 'Island', 'Martial Arts', 'Superpowers', 'Based on a Manga']",[''],138
Pokemon Movie 4: Pokemon 4Ever,https://www.anime-planet.com/anime/pokemon-4ever,"['Adventure', 'Fantasy', 'Shounen', 'Elemental Powers', 'Family Friendly', 'Forest', 'Monsters', 'Based on a Video Game']",['Pokemon Movie 4: Celebi Toki wo Koeta Deai'],1119
Bungo Stray Dogs 5th Season,https://www.anime-planet.com/anime/bungo-stray-dogs-5th-season,"['Action', 'Comedy', 'Seinen', 'Detectives', 'Gangs', 'Guns', 'Mafia', 'Orphans', 'Supernatural', 'Superpowers', 'Violence', 'Based on a Manga']",[''],54898
Ascendance of a Bookworm Recaps,https://www.anime-planet.com/anime/ascendance-of-a-bookworm-recaps,"['Drama', 'Fantasy', 'Age Transformation', 'Apprenticeship', 'Cheats', 'Isekai', 'Magic', 'Medieval', 'Modern Knowledge', 'Person in a Strange World', 'Recap', 'Based on a Light Novel']",['Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Recaps'],42429
Hunter x Hunter OVA 3: Greed Island Final,https://www.anime-planet.com/anime/hunter-x-hunter-ova-3-greed-island-final,"['Action', 'Adventure', 'Shounen', 'Child Protagonists', 'Island', 'Martial Arts', 'Superpowers', 'Violence', 'Based on a Manga']",[''],139
Darker than Black: Beneath Cherry Blossoms in Full Bloom...,https://www.anime-planet.com/anime/darker-than-black-beneath-cherry-blossoms-in-full-bloom,"['Action', 'Sci Fi', 'Superpowers', 'Original Work']",['Darker than Black: Sakura no Hana no Mankai no Shita'],4182
Blue Exorcist OVA,https://www.anime-planet.com/anime/blue-exorcist-ova,"['Action', 'Fantasy', 'Contemporary Fantasy', 'Demons', 'Monsters', 'Supernatural', 'Urban Fantasy', 'Based on a Manga']",['Ao no Exorcist OVA'],11266
One Piece Movie 1,https://www.anime-planet.com/anime/one-piece-movie-1,"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Island', 'Pirates', 'Superpowers', 'Based on a Manga']",[''],459
Made in Abyss: Hourou Suru Tasogare,https://www.anime-planet.com/anime/made-in-abyss-hourou-suru-tasogare,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci Fi', 'Androids', 'Child Protagonists', 'Curse', 'Dark Fantasy', 'Non-Human Protagonists', 'Orphans', 'Recap', 'Robots']",['Made in Abyss Part 2: Wandering Twilight'],37515
Nanbaka 2nd Season,https://www.anime-planet.com/anime/nanbaka-2nd-season,"['Action', 'Comedy', 'Island', 'Prison', 'Based on a Webtoon']",[''],34414
